"province","region","year","pop","y","g","cd","cds1","cds2","u1","u2","mafiosi","extortion","corruption1","corruption2","murder"
"Treviso","Veneto",1993,751101,-1.29203760623932,-0.254103243350983,0,0,0,0.126737713813782,-0.0136395692825317,-0.00534787960350513,0.0278862733393908,0.00925255939364433,0.00124192237854004,0
"Treviso","Veneto",1994,754158,2.97210645675659,-0.148313045501709,0,0,0,-0.17654287815094,-0.0329561829566956,0,-0.0107913464307785,0.0025494247674942,-0.00937362015247345,0
"Treviso","Veneto",1995,757864,5.99220943450928,0.115786828100681,0,0,0,-1.12307512760162,0.0208227634429932,0,-0.0160025637596846,-0.0212481338530779,-0.0093013271689415,0
"Treviso","Veneto",1996,763727,1.27428567409515,-0.0829080417752266,0,0,0,0.513427257537842,-0.0108860731124878,0.00654684193432331,0.484324514865875,0.0235179848968983,0.0130632948130369,0
"Treviso","Veneto",1997,769365,3.06273818016052,0.165626972913742,0,0,0,-0.734016835689545,0.0301492810249329,-0.00654684193432331,-0.482001125812531,-0.00152046419680119,0.00637413002550602,0
"Treviso","Veneto",1998,776129,-3.03051090240479,0.170021876692772,0,0,0,0.175254911184311,0.000407159328460693,0,0.00626098550856113,-0.0144221084192395,-0.00664612464606762,0
"Treviso","Veneto",1999,784055,1.00681471824646,0.226744219660759,0,0,0,NA,NA,0,0.0022773202508688,-0.00907121784985065,-0.0116481110453606,0
"Venezia","Veneto",1987,826914,3.65774512290955,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Venezia","Veneto",1988,824876,4.41435670852661,-0.00634332187473774,0,0,0,-0.0512903928756714,0.0425345897674561,-0.0423200726509094,-0.00237978994846344,0.0220186561346054,0.0121708400547504,0
"Venezia","Veneto",1989,822783,1.74385380744934,-0.143854841589928,0,0,0,-0.30635929107666,-0.0126804709434509,0.00851387809962034,0.0158401243388653,-0.0690180286765099,-0.00478136911988258,0
"Venezia","Veneto",1990,821569,1.52924335002899,0.0182192493230104,0,0,0,0.292701005935669,-0.00467723608016968,-0.0109384851530194,-0.0157766882330179,-0.0230779908597469,-0.00239485688507557,0
"Venezia","Veneto",1991,819607,1.43530344963074,-0.592885971069336,0,0,0,-0.364933252334595,0.0207400918006897,0,-0.00362241175025702,0.00612379424273968,-0.00848240405321121,0
"Venezia","Veneto",1992,819530,2.48477649688721,0.711930096149445,0,0,0,0.418405294418335,0.00311964750289917,0.00122021161951125,0.0122032621875405,-0.00853998959064484,-0.00853998959064484,0.00244042323902249
"Venezia","Veneto",1993,822806,1.06013906002045,-0.240424692630768,0,0,0,-0.0678882598876953,-0.031556248664856,-4.85836062580347e-06,-0.00860463827848434,-2.91499309241772e-05,0.00483226357027888,-0.00244042323902249
"Venezia","Veneto",1994,818852,3.17341995239258,-0.121507562696934,0,0,0,-0.558935523033142,-0.0203414559364319,-0.00121535325888544,-0.00236615259200335,0.0708660781383514,0.0122709041461349,0
"Venezia","Veneto",1995,817597,5.61372470855713,0.126546323299408,0,0,0,0.196478605270386,0.0110425353050232,0.0159002542495728,0.0134746814146638,-0.0353498235344887,0.0085991658270359,0
"Venezia","Veneto",1996,816851,-3.63304281234741,0.602129757404327,0,0,0,-0.368668556213379,0.0591222643852234,-0.0159002542495728,0.0134909227490425,0.00371173396706581,-0.0146604012697935,0
"Venezia","Veneto",1997,815807,-1.12995374202728,-0.498132526874542,0,0,0,-0.856148481369019,0.0160502195358276,0,-0.0195607822388411,-0.0121982656419277,0.00492662005126476,0
"Venezia","Veneto",1998,815009,-2.83789253234863,-0.35971999168396,0,0,0,-0.048379510641098,-0.0378901958465576,0.00858886260539293,0.0159711483865976,0.0172113291919231,0.00370374508202076,0
"Venezia","Veneto",1999,814581,1.22362685203552,-0.137349292635918,0,0,0,NA,NA,0.0159636363387108,0.012295588850975,-0.0429397970438004,-0.0134896924719214,0
"Padua","Veneto",1987,813796,4.14400196075439,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Padua","Veneto",1988,815291,3.6860499382019,0.492569714784622,0,0,0,-0.270238161087036,-0.0108308792114258,0,-0.0110885743051767,0.0208063870668411,0.0195572935044765,0
"Padua","Veneto",1989,816840,3.7572865486145,0.792415499687195,0,0,0,-0.160402417182922,-0.0293808579444885,0.00122422992717475,0.0269028190523386,-0.0380371920764446,-0.000106994062662125,0.00122422992717475
"Padua","Veneto",1990,818238,0.897924244403839,-1.25220501422882,0,0,0,-0.48300564289093,0.0377488732337952,0.00733073800802231,0.0231474228203297,0.00243172654882073,0.0475671775639057,-0.00122422992717475
"Padua","Veneto",1991,820530,0.751067519187927,0.00440716976299882,0,0,0,0.145845293998718,0.0294163823127747,-0.00855496805161238,-0.0123715922236443,0.0145973823964596,0.0143345221877098,0
"Padua","Veneto",1992,823890,2.22815704345703,0.187244355678558,0,0,0,0.163062810897827,0.0187064409255981,0,0.0034225732088089,-0.0122369462624192,-0.00412337481975555,0
"Padua","Veneto",1993,827631,2.24609327316284,-0.0809392407536507,0,0,0,0.252142786979675,-0.0536022186279297,0,-0.00992400199174881,0.031360100954771,0.0381488651037216,0
"Padua","Veneto",1994,831661,0.663106560707092,-0.278667509555817,0,0,0,0.220377683639526,-0.0318456888198853,0.013226542621851,-0.00263316929340363,0.140471547842026,0.0269177705049515,0
"Padua","Veneto",1995,835029,2.76701283454895,0.032791443169117,0,0,0,-0.224450588226318,0.00804316997528076,0.0286881700158119,0.0117961913347244,-0.139659345149994,-0.121676504611969,0
"Padua","Veneto",1996,838980,-1.01681804656982,0.0901670679450035,0,0,0,-0.284132122993469,0.019019603729248,-0.03833894059062,-0.0252954587340355,-0.000208668410778046,-0.0205334015190601,0
"Padua","Veneto",1997,842091,1.66368746757507,0.0153229981660843,0,0,0,-0.457064270973206,0.0137410759925842,-1.32103450596333e-05,-0.00842713005840778,-0.0239133294671774,-0.0155742689967155,0
"Padua","Veneto",1998,844999,-1.32402074337006,0.0775199681520462,0,0,0,-0.841678619384766,0.00516104698181152,-0.00356256030499935,-0.00126108154654503,0.0117648597806692,-7.35614448785782e-05,0
"Padua","Veneto",1999,849592,0.893112659454346,0.156474933028221,0,0,0,NA,NA,0.00706221349537373,0.026956656947732,-0.0154742039740086,-0.00600033812224865,0
"Rovigo","Veneto",1987,249397,5.07568883895874,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Rovigo","Veneto",1988,248823,1.9875420331955,0.00116952008102089,0,0,0,-0.404385089874268,0.0535975098609924,0.00401892093941569,-0.00398192275315523,-0.0120012639090419,-0.00796384550631046,0
"Rovigo","Veneto",1989,248407,3.38512802124023,-0.817350924015045,0,0,0,-0.0452262163162231,0.0116236209869385,6.73066824674606e-06,0.0120971454307437,0.0241740979254246,0.00406603328883648,0
"Rovigo","Veneto",1990,248018,0.804826140403748,-0.108711674809456,0,0,0,-0.171444296836853,0.0211756825447083,-0.00402565160766244,0.00406984984874725,0.024248618632555,0.0202040262520313,0
"Rovigo","Veneto",1991,247801,-1.0243136882782,-0.171473413705826,0,0,0,0.296590805053711,0.0295854210853577,0,0.0282731894403696,-0.0160890221595764,-0.0120641216635704,0
"Rovigo","Veneto",1992,247322,0.566324830055237,0.0253839921206236,0,0,0,-0.183147192001343,-0.0765367150306702,0,-0.0120205171406269,0.0607356540858746,0.0283735245466232,0
"Rovigo","Veneto",1993,246799,-1.01825642585754,0.479460746049881,0,0,0,0.161084651947021,0.002116858959198,0,0.00819801166653633,0.0731566250324249,0.0406558960676193,0
"Rovigo","Veneto",1994,246092,3.73832440376282,-0.171437814831734,0,0,0,-0.333583354949951,-0.0388039350509644,0,-0.0323568359017372,0.122417807579041,-0.0322055071592331,0
"Rovigo","Veneto",1995,245314,3.08164620399475,0.268291890621185,0,0,0,-0.529732465744019,0.0137485265731812,0,6.44363462924957e-05,-0.194713935256004,0.00430838018655777,0
"Rovigo","Veneto",1996,244994,1.05841755867004,-0.0850574597716331,0,0,0,-0.133759260177612,0.0117766261100769,0,0.0081900879740715,0.134835615754128,-0.0447978973388672,0
"Rovigo","Veneto",1997,244595,0.97447282075882,-0.210273399949074,0,0,0,-0.459460258483887,-0.0518587231636047,0,4.6607106924057e-05,-0.171319574117661,0.040937177836895,0
"Rovigo","Veneto",1998,244072,-1.71749866008759,-0.295392483472824,0,0,0,0.0379383563995361,0.0130695700645447,0,0.0164499338716269,0.000148937106132507,-0.0285223685204983,0
"Rovigo","Veneto",1999,243520,4.29801177978516,0.799458086490631,0,0,0,NA,NA,0,-0.0163235981017351,-0.0450129471719265,-0.0204300358891487,0
"Pordenone","Friuli-Venezia Giulia",1987,274328,2.48558807373047,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Pordenone","Friuli-Venezia Giulia",1988,274411,2.89272332191467,-2.34729480743408,0,0,0,-0.222112655639648,-0.000302553176879883,0,-0.0255246162414551,-0.0036463737487793,-0.0036463737487793,0
"Pordenone","Friuli-Venezia Giulia",1989,274386,5.76750659942627,-0.0199820045381784,0,0,0,-0.263916015625,0.036792516708374,0,-0.0182201806455851,-0.00364416884258389,3.32016497850418e-07,0
"Pordenone","Friuli-Venezia Giulia",1990,274816,1.03181040287018,0.844980001449585,0,0,0,0.371285676956177,-0.0106157660484314,0,0.00726619176566601,0.00363879837095737,-5.70248812437057e-06,0
"Pordenone","Friuli-Venezia Giulia",1991,275147,0.116920843720436,-0.27855920791626,0,0,0,-0.383975505828857,0.0519061684608459,0,-0.00728635163977742,0.0036300434730947,0.0036300434730947,0
"Pordenone","Friuli-Venezia Giulia",1992,275650,-0.776984035968781,0.395500153303146,0,0,0,-0.0750412940979004,-0.0192182064056396,0,0.0181256793439388,0.00724231405183673,0.0108701027929783,0
"Pordenone","Friuli-Venezia Giulia",1993,276258,-4.00081300735474,-1.41767001152039,0,0,0,-0.00430619716644287,-0.0288715362548828,0,0.0144233293831348,0.112182006239891,0.025298710912466,0
"Pordenone","Friuli-Venezia Giulia",1994,276123,3.03853106498718,0.230003848671913,0,0,0,-0.0478279590606689,-0.0176935195922852,0,-0.0217099785804749,0.079736590385437,0.0471017025411129,0
"Pordenone","Friuli-Venezia Giulia",1995,276010,2.04078054428101,0.419798493385315,0,0,0,-0.204721927642822,0.0364493131637573,0,0.0289918705821037,0.0218228548765182,-0.0144551619887352,0
"Pordenone","Friuli-Venezia Giulia",1996,276410,3.6398344039917,-0.477005481719971,0,0,0,-0.415535926818848,-0.00144821405410767,0,-0.00730378925800323,-0.155896320939064,-0.0254347994923592,0
"Pordenone","Friuli-Venezia Giulia",1997,277174,2.28439092636108,-0.146169319748878,0,0,0,0.000202536582946777,0.0656425356864929,0,-0.0397959537804127,-0.0543170720338821,-0.0253945030272007,0
"Pordenone","Friuli-Venezia Giulia",1998,278379,-2.1873562335968,0.134523704648018,0,0,0,0.213536620140076,-0.0210050940513611,0,0.00718445004895329,0.0178830418735743,-0.000109318643808365,0
"Pordenone","Friuli-Venezia Giulia",1999,280326,-0.403486996889114,0.242161691188812,0,0,0,NA,NA,0,-4.98993322253227e-05,-0.0323549769818783,-0.0144437495619059,0
"Udine","Friuli-Venezia Giulia",1987,522904,2.66882824897766,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Udine","Friuli-Venezia Giulia",1988,522749,3.8831467628479,0.0239770952612162,0,0,0,-0.390366673469543,0.0199049115180969,0,0.0229629389941692,-0.0114726815372705,-0.00955971702933311,0
"Udine","Friuli-Venezia Giulia",1989,522319,5.34937047958374,-3.26896929740906,0,0,0,-0.119493246078491,0.0248048901557922,0,-0.0401659458875656,4.72413375973701e-06,0.00383537681773305,0
"Udine","Friuli-Venezia Giulia",1990,522044,0.532280147075653,1.48496198654175,0,0,0,-0.632360577583313,-0.00899720191955566,0,0.0114973187446594,-0.0019125216640532,-0.00765613792464137,0
"Udine","Friuli-Venezia Giulia",1991,521918,0.703679740428925,-2.87259316444397,0,0,0,0.751160502433777,0.00976526737213135,0,4.62308526039124e-06,0.00383294466882944,0.00574895413592458,0
"Udine","Friuli-Venezia Giulia",1992,522104,0.936448395252228,0.399094194173813,0,0,0,-0.0296945571899414,-0.000356316566467285,0.00957663636654615,0.0421303734183311,0.0134045593440533,0.0172345340251923,0
"Udine","Friuli-Venezia Giulia",1993,521040,-3.66137742996216,0.582127213478088,0,0,0,-0.0709086656570435,-0.0122800469398499,-0.00957663636654615,-0.0459365621209145,0.0269123613834381,0.00773171149194241,0
"Udine","Friuli-Venezia Giulia",1994,520522,2.47267866134644,0.116801954805851,0,0,0,0.132279396057129,0.0200428366661072,0,0.00577872525900602,-0.00571569427847862,-0.0057290680706501,0
"Udine","Friuli-Venezia Giulia",1995,520100,4.12937307357788,-0.592104375362396,0,0,0,-0.855406284332275,0.00551694631576538,0,-0.00575097557157278,0.038488432765007,0.0250185765326023,0
"Udine","Friuli-Venezia Giulia",1996,519350,2.36825895309448,-1.22880637645721,0,0,0,-0.212291657924652,0.0246459245681763,0,0.00772414822131395,0.00589307397603989,-0.00569870695471764,0
"Udine","Friuli-Venezia Giulia",1997,518852,-0.816556096076965,0.115367360413074,0,0,0,-0.373719036579132,-0.0222434997558594,0,0.00387684069573879,-0.0673734545707703,-0.0288637764751911,0
"Udine","Friuli-Venezia Giulia",1998,518630,-1.98466551303864,-0.280392616987228,0,0,0,-0.19839158654213,-0.0090060830116272,0,0.0173649601638317,0.00579272024333477,-0.00191990658640862,0
"Udine","Friuli-Venezia Giulia",1999,518818,0.463305920362473,0.133270159363747,0,0,0,NA,NA,0,-0.00387098640203476,0.00191837549209595,0.0154133774340153,0
"Gorizia","Friuli-Venezia Giulia",1987,139412,4.10593128204346,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Gorizia","Friuli-Venezia Giulia",1988,139069,4.41603803634644,-0.243202745914459,0,0,0,-0.313583374023438,-0.0169547200202942,0,-0.057383868843317,-0.043020211160183,-0.00711990892887115,0
"Gorizia","Friuli-Venezia Giulia",1989,138541,4.9112720489502,0.0524593219161034,0,0,0,-0.31104302406311,-0.0159987211227417,0,0.0216542389243841,0.00724548427388072,-0.00713586620986462,0
"Gorizia","Friuli-Venezia Giulia",1990,138203,0.917657375335693,0.868968188762665,0,0,0,-0.417084932327271,0.0607116222381592,0,-0.0071827732026577,0.144749969244003,0.0434497036039829,0
"Gorizia","Friuli-Venezia Giulia",1991,138076,0.820514917373657,-1.12237060070038,0,0,0,0.368242979049683,0.073678731918335,0,0.036225251853466,-0.0867622420191765,-0.0144315324723721,0
"Gorizia","Friuli-Venezia Giulia",1992,138129,0.195986196398735,0.53891795873642,0,0,0,0.116961479187012,-0.0544509887695312,0,-0.0434571094810963,-0.0362258367240429,-1.66743993759155e-05,0
"Gorizia","Friuli-Venezia Giulia",1993,138259,0.465058773756027,-1.04355788230896,0,0,0,-0.536157488822937,-0.0386810302734375,0.0216984059661627,0.036157201975584,0.0505955778062344,0.0144247598946095,0
"Gorizia","Friuli-Venezia Giulia",1994,138086,4.93397665023804,1.28845286369324,0,0,0,-0.249384760856628,-0.0181660056114197,-0.0144565422087908,-0.00718749314546585,-0.0723098963499069,-0.00716936960816383,0
"Gorizia","Friuli-Venezia Giulia",1995,138041,9.13362312316895,-0.882530629634857,0,0,0,0.341537714004517,-0.0396794676780701,-0.0072418637573719,-0.0072324201464653,0.0144931711256504,-0.00722770020365715,0
"Gorizia","Friuli-Venezia Giulia",1996,137804,2.02842235565186,0.196831449866295,0,0,0,-0.921555280685425,0.0219210386276245,0.0290267337113619,0.101643398404121,0.137926816940308,0.0798982754349709,0
"Gorizia","Friuli-Venezia Giulia",1997,137799,2.40471649169922,-0.206388026475906,0,0,0,-1.04131031036377,0.0198389887809753,-0.0290267337113619,0.123372822999954,-0.145132884383202,-0.0725649893283844,0
"Gorizia","Friuli-Venezia Giulia",1998,137909,-0.777447104454041,-0.160074487328529,0,0,0,0.421897530555725,0.0376683473587036,0,-0.166979223489761,-0.00726852379739285,-0.0145428366959095,0
"Gorizia","Friuli-Venezia Giulia",1999,138305,3.59905743598938,0.392433255910873,0,0,0,NA,NA,0,-0.00747954100370407,0.0361104607582092,-0.0217949990183115,0
"Trieste","Friuli-Venezia Giulia",1987,268302,2.47881627082825,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Trieste","Friuli-Venezia Giulia",1988,266467,4.31049489974976,-0.280014961957932,0,0,0,-0.213995218276978,0.0180360078811646,0,-0.0148572400212288,0.000333666801452637,-0.0146775729954243,0
"Trieste","Friuli-Venezia Giulia",1989,264909,5.14111375808716,0.866058945655823,0,0,0,-0.0326639413833618,0.00586402416229248,0,0.0189185477793217,-0.0223623607307673,-0.0224506445229053,0
"Trieste","Friuli-Venezia Giulia",1990,263115,1.35568702220917,-0.365255415439606,0,0,0,0.374439358711243,-0.00437808036804199,0,0.0229838844388723,-0.0264241676777601,-0.0113246431574225,0
"Trieste","Friuli-Venezia Giulia",1991,261353,-0.313964545726776,0.486864805221558,0,0,0,-0.384727478027344,0.00671923160552979,0,-0.0417555682361126,0.0114787276834249,0.01913121342659,0
"Trieste","Friuli-Venezia Giulia",1992,259172,4.38180255889893,-0.305705219507217,0,0,0,-0.342123985290527,0.0195533037185669,0.0231506489217281,0.0386488139629364,-0.00762028619647026,-0.0075558889657259,0
"Trieste","Friuli-Venezia Giulia",1993,257660,6.52499771118164,-0.661166369915009,0,0,0,0.0981079339981079,-0.0631418228149414,-0.0231506489217281,0.0623690411448479,0.0737632289528847,0.0738085135817528,0
"Trieste","Friuli-Venezia Giulia",1994,256517,5.50650453567505,-0.440762132406235,0,0,0,-0.441774249076843,-0.0196516513824463,0.20271560549736,0.125232294201851,0.0276345163583755,0.00427883118391037,0
"Trieste","Friuli-Venezia Giulia",1995,254746,8.67308044433594,0.278120696544647,0,0,0,0.966297626495361,0.0661169290542603,-0.20271560549736,-0.182871401309967,-0.030672088265419,-0.0111530944705009,0
"Trieste","Friuli-Venezia Giulia",1996,252680,-9.72110176086426,-0.503059327602386,0,0,0,-1.42353487014771,-0.0034177303314209,0,0.0162475481629372,-0.0231356248259544,0.000641919672489166,0
"Trieste","Friuli-Venezia Giulia",1997,250829,1.4479695558548,0.246020838618279,0,0,0,-0.305350750684738,-0.0281542539596558,0,-0.0593052133917809,0.0880888178944588,-0.0472572557628155,0
"Trieste","Friuli-Venezia Giulia",1998,248998,0.134904876351357,-0.344782739877701,0,0,0,0.416738122701645,0.0193027257919312,0,5.86332753300667e-05,-0.0110221952199936,0.0644920766353607,0
"Trieste","Friuli-Venezia Giulia",1999,247723,1.30354809761047,0.756208598613739,0,0,0,NA,NA,0,0.0686663761734962,-0.0316326916217804,0.00453285872936249,0
"Imperia","Liguria",1987,216118,0.526938617229462,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Imperia","Liguria",1988,215157,3.21801567077637,-0.636159002780914,0,0,0,-0.0831322818994522,0.0383581519126892,0,0.00939887389540672,0.00468910206109285,-0.00923353619873524,0
"Imperia","Liguria",1989,214367,4.84007167816162,0.161351084709167,0,0,0,-0.119386598467827,0.0364682674407959,0,-0.0138747952878475,-0.00461351219564676,0.00468202494084835,0.0046648969873786
"Imperia","Liguria",1990,214109,0.467027395963669,0.543183207511902,0,0,0,0.361291348934174,-0.0205356478691101,0,0.00936352089047432,0.0186933148652315,0.0186933148652315,-0.0046648969873786
"Imperia","Liguria",1991,213617,-1.52013576030731,0.507872879505157,0,0,0,0.0185488238930702,0.0132295489311218,0,0.00942709296941757,-0.0233418345451355,-0.0186605583876371,0
"Imperia","Liguria",1992,216788,2.63261556625366,0.872034251689911,0,0,0,-0.17143677175045,-0.0821765065193176,0,0.0548058301210403,0.0598979443311691,0.0321526601910591,0
"Imperia","Liguria",1993,217653,-0.851807355880737,0.950232207775116,0,0,0,0.200036063790321,-0.0516101717948914,0.0413502231240273,0.0639559254050255,-0.0507958121597767,-0.0139483977109194,0
"Imperia","Liguria",1994,217651,-0.251669615507126,0.308302849531174,0,0,0,0.365405529737473,-0.0629045963287354,0.18378084897995,-0.00918759405612946,0.0413507297635078,0.0781069472432137,0
"Imperia","Liguria",1995,216996,-0.370834857225418,-2.04794859886169,0,0,0,0.139501810073853,0.0030139684677124,-0.225131064653397,-0.0963321849703789,0.000166423618793488,-0.0411564409732819,0
"Imperia","Liguria",1996,217061,1.05858993530273,-0.673486351966858,0,0,0,-0.315227478742599,0.0253429412841797,0,0.0138058215379715,0.0368394367396832,0.027622677385807,0
"Imperia","Liguria",1997,216789,-4.72443389892578,-0.572388350963593,0,0,0,-0.513867020606995,-0.0374606847763062,0,0.0554342865943909,-0.0460121966898441,-0.0321738533675671,0
"Imperia","Liguria",1998,216560,-2.80563950538635,0.226340264081955,0,0,0,0.201527014374733,0.0397714376449585,0,-0.0229614675045013,0.0185194127261639,-0.0184072218835354,0
"Imperia","Liguria",1999,216386,1.03513896465302,5.2782940864563,0,0,0,NA,NA,0,-0.0646212249994278,-0.00456938892602921,0.013897530734539,0
"Savona","Liguria",1987,287987,-0.0941103175282478,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Savona","Liguria",1988,286698,1.18533432483673,-0.118038848042488,0,0,0,-0.717614769935608,0.0302384495735168,0,0.0141393058001995,-0.0554956123232841,-0.0276697464287281,-0.00347237894311547
"Savona","Liguria",1989,285762,5.61149024963379,0.128245770931244,0,0,0,-0.480824828147888,0.0200772285461426,0,0.000182796269655228,0.0245416052639484,0.00357938930392265,0
"Savona","Liguria",1990,285310,2.19713664054871,0.437258332967758,0,0,0,0.622681617736816,-0.0409766435623169,0.0736041516065598,-0.0349608957767487,-0.0314836502075195,-0.0244903657585382,0
"Savona","Liguria",1991,284309,1.72688889503479,-0.609974563121796,0,0,0,0.352319240570068,0.0121727585792542,-0.0736041516065598,0.0282124411314726,0.0774052813649178,0.0211161393672228,0
"Savona","Liguria",1992,285182,-0.529055535793304,0.482313334941864,0,0,0,0.364218950271606,-0.0471259355545044,0,0.00686232373118401,-0.0142845436930656,-0.0141015015542507,0
"Savona","Liguria",1993,285018,-2.90852975845337,-0.512031972408295,0,0,0,-0.289204001426697,-0.0268236994743347,0.0105256512761116,-0.0104933679103851,-0.0245194993913174,0.0245659053325653,0
"Savona","Liguria",1994,284140,0.273732125759125,-0.0626950487494469,0,0,0,0.424290537834167,-0.0443170070648193,0.0211488753557205,-0.0174560192972422,0.00717972218990326,-0.0139691513031721,0
"Savona","Liguria",1995,283105,3.72432279586792,0.695017397403717,0,0,0,-0.198472261428833,0.0602681636810303,-0.0316745266318321,0.000102931633591652,-0.0315973237156868,7.71991908550262e-05,0
"Savona","Liguria",1996,282078,2.35093784332275,-0.17935012280941,0,0,0,-0.198758244514465,-0.00558251142501831,0,0.0851857364177704,-0.00701307598501444,0.00716739892959595,0
"Savona","Liguria",1997,281097,3.66611289978027,0.676320910453796,0,0,0,-0.481490015983582,-0.0342564582824707,0,-0.0814263820648193,0.00716446992009878,0.0143289398401976,0
"Savona","Liguria",1998,280396,-1.7866131067276,-0.111830569803715,0,0,0,0.305650353431702,0.00249689817428589,0,0.0464430451393127,-0.0177785605192184,-0.0248579662293196,0.00356638478115201
"Savona","Liguria",1999,279761,2.3533570766449,1.67076694965363,0,0,0,NA,NA,0,-0.0141198262572289,0.0143060144037008,0.0286363121122122,-0.00356638478115201
"Genova","Liguria",1987,983357,-0.171039447188377,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"Genova","Liguria",1988,974710,3.59282827377319,0.167498737573624,0,0,0,-0.203245639801025,-0.0148375034332275,0.0196012333035469,-0.00685684941709042,0.00746129080653191,0.00126952491700649,0
"Genova","Liguria",1989,965790,3.11171531677246,0.279306262731552,0,0,0,0.124060392379761,0.0181355476379395,-0.0318043306469917,0.0116644334048033,0.00864344462752342,0.000265317037701607,0
"Genova","Liguria",1990,957362,2.36741876602173,0.07456935942173,0,0,0,0.128495693206787,0.0117276906967163,0,-0.0173925217241049,-0.0403176434338093,-0.00183384865522385,0.00208907388150692
"Genova","Liguria",1991,948012,2.58630776405334,-0.291807502508163,0,0,0,-0.193307638168335,0.021579384803772,0,-0.00503724999725819,0.0137850204482675,0.0298033449798822,-0.00208907388150692
"Genova","Liguria",1992,940470,-0.265422910451889,0.286562591791153,0,0,0,0.0722794532775879,-0.0097121000289917,0.0212659630924463,0.00121556408703327,-0.0115270959213376,-0.000606503337621689,0
"Genova","Liguria",1993,933661,-0.604883551597595,-0.380650490522385,0,0,0,-0.209856271743774,-0.0572723150253296,-0.016981752589345,0.0333499610424042,0.00542505271732807,0.0154057182371616,0
"Genova","Liguria",1994,935732,1.53413474559784,0.0287299882620573,0,0,0,-0.245308995246887,-0.0182160139083862,-0.00428421003744006,-0.00332457199692726,0.144238889217377,0.0425884574651718,0
"Genova","Liguria",1995,933127,2.1026885509491,-0.102222308516502,0,0,0,0.269017338752747,0.015608549118042,0,0.00871354714035988,-0.0638554021716118,-0.0329023972153664,0
"Genova","Liguria",1996,927136,-1.5089875459671,-0.0572065487504005,0,0,0,-0.601269483566284,0.0253689289093018,0.00970731396228075,-0.010405033826828,-0.0425272956490517,0.104070968925953,0
"Genova","Liguria",1997,920549,1.66165506839752,-0.0495997928082943,0,0,0,-0.453281402587891,0.0133606195449829,-0.00970731396228075,0.0101240798830986,0.0720745176076889,-0.0942676514387131,0
"Genova","Liguria",1998,913218,-1.76430535316467,-0.0622369758784771,0,0,0,-0.285774827003479,-0.00136482715606689,0.0306608062237501,0.00923113524913788,-0.0636038333177567,-0.0200730264186859,0
"Genova","Liguria",1999,907583,0.262146949768066,0.368975937366486,0,0,0,NA,NA,0.000190366059541702,0.016948938369751,0.0257227681577206,-0.0116781815886497,0.0011018275981769
"La Spezia","Liguria",1987,231425,1.62479519844055,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"La Spezia","Liguria",1988,229708,4.3257942199707,-0.767705500125885,0,0,0,-0.0487167835235596,0.0192813277244568,0,0.00435335282236338,-0.0515942648053169,0.0045794416218996,0
"La Spezia","Liguria",1989,228491,4.8466010093689,2.33024597167969,0,0,0,0.174974679946899,-0.00652235746383667,0,0.0744243711233139,0.0395743548870087,0.00456203892827034,0
"La Spezia","Liguria",1990,227733,1.21244490146637,1.12399446964264,0,0,0,-0.766358733177185,-0.00865316390991211,0,-0.0699955075979233,-0.00414346158504486,0.0264777429401875,0
"La Spezia","Liguria",1991,226725,1.19455182552338,-2.42403745651245,0,0,0,0.0109384059906006,0.00443601608276367,0.0705700740218163,0.01327093411237,0.0841143205761909,0.03116724640131,0
"La Spezia","Liguria",1992,226456,0.560884952545166,0.0604892857372761,0,0,0,0.632381081581116,0.0366939306259155,-0.0440748631954193,0.0486007519066334,-0.119045086205006,-0.0572910308837891,0
"La Spezia","Liguria",1993,226326,-4.55927848815918,-0.632284224033356,0,0,0,0.252511739730835,-0.0229563117027283,-0.0264952126890421,-0.0176330357789993,0.00885710120201111,-0.00439557805657387,0
"La Spezia","Liguria",1994,226173,1.63302195072174,-0.624886214733124,0,0,0,-0.352066993713379,-0.0606927275657654,0,-0.0176497101783752,0.0132940746843815,0.0265522785484791,0
"La Spezia","Liguria",1995,225285,3.44833135604858,0.133001521229744,0,0,0,0.0139505863189697,-0.0480258464813232,0,0.0223335288465023,-0.0530393049120903,-0.00863365828990936,0
"La Spezia","Liguria",1996,224449,1.67525637149811,-0.123796783387661,0,0,0,-0.579730868339539,-0.0233108997344971,0,-0.0176064856350422,0.0401147305965424,-0.0131676644086838,0
"La Spezia","Liguria",1997,223400,2.61265444755554,-0.0180339254438877,0,0,0,-0.590557217597961,0.0046846866607666,0,-0.0132405441254377,0.179260239005089,0.044951044023037,0
"La Spezia","Liguria",1998,222362,0.907074570655823,0.283865660429001,0,0,0,-0.513976037502289,0.0709065198898315,0,-0.00437179766595364,-0.151859045028687,0.000397011637687683,0
