"jobid","unempdur","interim","callback","old"
3485,12,0,1,1
3531,24,1,0,0
3484,12,0,0,1
3483,12,0,0,1
3482,24,0,0,0
3543,24,0,0,0
3594,4,1,0,1
3607,24,0,0,1
3565,4,0,0,0
3457,4,0,0,1
3580,24,1,0,1
3420,52,1,0,0
3550,0,0,0,1
3478,12,1,0,1
3418,52,1,0,1
3475,52,1,0,1
3473,4,0,0,0
3473,0,1,0,1
3472,4,0,1,0
3471,0,1,0,1
3469,24,1,0,0
3468,0,1,0,1
3467,52,1,0,0
3467,4,1,0,1
3555,4,0,0,0
3464,12,1,0,0
3481,52,0,0,1
3463,24,1,1,1
3463,0,0,1,1
3462,12,1,0,0
3536,12,0,1,0
3459,4,0,0,1
3626,24,0,1,1
3493,24,1,0,1
3551,24,0,0,0
3549,0,0,0,1
3483,0,1,0,0
3455,24,0,1,0
3455,4,0,0,1
3454,12,0,0,0
3446,52,0,0,0
3454,4,1,0,1
3454,4,1,0,1
3579,24,0,0,1
3583,12,1,0,0
3647,52,0,0,1
3558,0,1,0,0
3447,24,0,0,0
3446,52,0,0,0
3481,0,1,0,0
3396,12,0,0,1
3654,52,0,0,0
3402,12,1,0,0
3442,12,1,0,0
3389,52,1,0,1
3441,52,1,0,1
3648,12,1,0,0
3408,52,1,0,1
3641,12,1,1,1
3582,0,1,0,1
3401,24,1,0,0
3606,12,1,0,0
3495,4,0,0,1
3433,12,0,0,0
3531,24,1,0,0
3431,0,1,0,0
3429,12,1,0,0
3461,52,1,0,1
3429,52,0,0,1
3522,24,0,0,0
3576,52,0,0,1
3515,4,0,0,1
3387,4,1,0,0
3428,12,1,0,1
3426,4,0,0,0
3426,12,1,0,1
3592,0,0,0,1
3424,4,1,0,0
3423,12,0,0,1
3408,24,1,0,1
3422,4,1,0,0
3556,12,1,0,0
3523,0,0,0,0
3578,4,1,0,0
3625,12,0,0,0
3522,52,0,0,1
3608,4,1,0,1
3615,4,0,1,0
3640,4,0,0,0
3584,0,1,0,1
3392,52,0,0,1
3658,0,0,0,1
3413,24,0,0,1
3413,0,0,0,1
3661,4,0,0,1
3408,4,1,0,0
3406,52,1,0,1
3395,12,1,0,0
3562,12,0,0,0
3405,0,1,0,1
3405,12,0,0,1
3402,24,0,0,0
3401,4,0,0,0
3401,24,0,0,1
3400,24,1,0,1
3439,4,1,0,0
3435,24,1,0,1
3409,4,0,0,1
3455,12,0,0,0
3395,24,1,0,1
3397,52,1,0,1
3530,52,0,0,1
3394,4,0,0,0
3406,12,1,0,0
3393,0,1,1,0
3460,52,1,0,1
3573,24,1,1,0
3392,12,0,0,0
3639,52,0,0,0
3404,52,1,0,0
3390,4,1,1,1
3642,12,1,0,1
3640,52,0,0,1
3389,12,0,0,1
3472,4,1,0,1
3606,52,1,0,0
3449,0,1,0,0
3427,12,1,0,0
3387,4,0,0,1
3561,52,1,0,1
3597,0,1,0,0
3500,12,1,0,0
3514,24,0,1,0
3583,0,0,0,1
3500,4,0,0,1
3508,4,1,0,1
3498,12,1,0,0
3446,52,0,0,1
3646,12,1,0,1
3602,4,1,0,0
3398,12,1,0,0
3617,4,1,0,1
3466,52,0,0,0
3577,0,1,0,1
3621,12,0,0,1
3662,12,0,0,0
3421,24,0,0,1
3559,0,0,0,1
3621,0,0,0,0
3652,0,1,0,0
3446,52,0,0,1
3505,12,1,0,1
3393,24,1,0,1
3403,52,0,0,0
3444,4,0,0,1
3449,4,1,0,1
3513,24,1,0,1
3415,0,1,0,1
3626,52,1,1,0
3490,4,1,1,0
3424,52,1,0,1
3623,12,0,0,1
3534,12,1,0,0
3469,4,1,0,1
3613,12,0,0,0
3614,52,1,0,1
3572,4,0,0,1
3438,52,0,1,1
3627,12,1,0,1
3596,52,0,0,0
3590,52,1,1,1
3635,24,0,0,0
3435,52,0,0,1
3447,0,1,0,1
3627,4,0,0,0
3524,0,0,0,1
3404,12,0,0,1
3522,52,1,0,0
3464,12,1,0,1
3457,4,0,0,0
3540,12,1,0,1
3642,24,0,0,0
3440,0,1,0,0
3494,24,0,0,0
3441,4,1,1,0
3441,52,1,0,1
3472,4,0,0,0
3597,0,1,0,1
3643,24,1,0,1
3597,24,0,0,1
3581,12,1,0,0
3423,4,1,0,0
3495,52,1,0,0
3511,12,1,0,1
3651,12,0,0,0
3611,4,0,0,1
3388,52,0,0,0
3425,24,0,0,0
3464,24,1,0,0
3617,4,1,0,0
3432,52,0,0,1
3435,24,0,0,0
3503,4,1,0,1
3389,12,1,0,0
3644,0,1,0,1
3648,52,1,0,0
3581,24,0,0,1
3391,24,0,0,1
3654,0,1,0,1
3646,12,0,0,0
3657,0,1,1,1
3502,12,0,0,0
3538,12,0,0,1
3568,0,0,0,1
3493,24,1,0,0
3476,24,0,0,1
3458,12,1,0,1
3460,0,0,0,0
3541,0,1,1,0
3471,52,0,1,0
3444,52,0,0,0
3572,0,1,0,0
3590,12,0,0,1
3608,24,1,0,0
3551,12,0,0,1
3658,0,1,0,0
3411,12,0,0,1
3600,0,1,0,0
3566,0,0,0,1
3415,12,1,0,0
3612,0,0,0,0
3539,52,0,0,0
3541,0,0,0,1
3518,4,1,0,0
3412,24,0,0,0
3391,24,1,0,0
3555,12,1,0,0
3507,52,1,0,0
3624,0,0,0,0
3639,12,0,0,1
3392,52,1,0,1
3397,4,0,0,1
3525,4,0,0,1
3400,52,1,0,1
3503,12,0,1,0
3494,52,0,0,0
3553,0,1,0,1
3425,52,1,0,0
3489,24,1,0,0
3513,4,1,0,1
3460,0,0,0,1
3456,52,0,0,0
3491,4,0,0,0
3403,0,0,1,1
3431,52,1,0,1
3422,0,0,0,0
3542,4,1,0,1
3628,12,1,0,1
3550,24,1,0,1
3388,12,0,0,1
3480,0,1,1,0
3570,4,1,0,1
3564,4,0,0,1
3588,24,0,0,1
3519,0,0,0,1
3445,12,0,0,1
3567,24,0,0,0
3513,0,1,0,0
3662,12,1,0,1
3432,0,1,0,0
3657,24,1,0,1
3461,12,0,0,1
3476,0,1,0,0
3410,12,0,0,1
3588,12,0,0,0
3499,0,1,0,0
3434,24,1,0,0
3474,0,0,0,1
3445,12,0,0,0
3546,12,1,0,1
3571,24,1,0,0
3636,24,1,0,1
3387,12,0,0,0
3479,24,1,0,0
3424,24,0,0,0
3529,4,1,0,0
3586,52,0,0,1
3595,4,1,0,0
3416,24,0,0,0
3628,52,0,1,1
3535,12,0,0,0
3421,4,0,0,0
3473,52,1,0,0
3453,24,1,0,0
3609,12,1,0,0
3461,12,0,1,0
3439,24,0,0,1
3634,52,0,0,1
3497,24,0,0,1
3477,4,0,0,1
3493,12,1,0,1
3614,52,1,0,1
3526,12,1,0,0
3486,12,0,0,0
3401,12,1,0,1
3645,24,1,0,0
3586,52,1,0,1
3470,0,0,0,1
3407,12,0,0,0
3501,4,0,0,0
3517,0,1,0,0
3523,52,0,0,0
3651,24,1,0,0
3560,0,1,0,1
3418,24,0,0,0
3467,4,1,0,0
3511,4,0,0,1
3539,52,0,0,1
3543,12,1,0,1
3406,0,1,0,0
3491,0,0,0,0
3547,12,0,0,1
3615,4,0,1,0
3652,52,0,0,1
3554,24,0,0,0
3548,24,1,0,1
3532,0,0,0,1
3528,52,0,0,0
3523,12,1,0,1
3533,12,1,0,1
3609,24,0,0,1
3458,0,0,0,0
3630,12,0,1,1
3463,4,0,1,0
3527,52,1,1,1
3424,4,1,0,1
3482,12,0,0,1
3656,0,0,1,0
3460,0,1,0,0
3575,52,0,0,1
3622,52,1,1,0
3516,12,0,0,0
3486,4,1,0,1
3649,52,1,0,0
3562,4,0,0,0
3623,52,1,0,0
3604,0,1,0,1
3603,52,1,0,0
3564,4,0,0,0
3655,4,0,0,1
3402,0,0,0,1
3626,24,0,1,1
3457,24,0,0,0
3594,52,0,0,0
3620,0,0,1,0
3404,24,0,0,1
3560,24,1,1,0
3459,12,1,1,0
3556,0,1,0,1
3590,52,1,1,0
3478,4,0,0,1
3597,24,1,0,0
3612,52,0,0,1
3414,52,0,0,1
3596,12,0,0,0
3625,52,1,0,0
3398,4,1,0,1
3451,12,0,1,1
3604,12,0,0,1
3554,12,1,0,1
3474,12,0,0,1
3600,12,0,0,0
3630,24,0,0,1
3478,52,1,0,0
3394,0,0,0,1
3510,0,0,0,0
3475,24,1,0,0
3594,24,1,0,0
3613,52,0,0,1
3589,24,0,0,0
3545,24,0,0,0
3433,52,0,0,1
3529,4,1,0,1
3645,0,1,0,1
3630,0,1,0,0
3581,24,1,0,1
3561,12,1,0,0
3592,0,1,0,0
3636,0,0,0,0
3426,4,0,0,0
3649,12,0,0,0
3653,24,1,0,0
3615,0,0,0,1
3518,52,1,0,0
3437,52,0,0,0
3400,52,0,0,0
3568,12,0,0,1
3422,12,1,0,1
3418,4,1,0,0
3422,4,1,0,1
3436,12,0,0,1
3399,4,0,0,0
3418,4,0,0,1
3395,12,0,1,1
3622,52,1,0,1
3537,4,0,0,0
3440,4,1,0,0
3426,52,1,0,1
3413,24,1,0,0
3485,12,1,1,0
3447,0,0,0,0
3396,12,1,0,0
3484,24,1,0,1
3550,0,1,0,0
3525,52,1,0,1
3646,24,0,0,1
3634,24,1,0,0
3459,52,0,0,0
3603,52,0,0,1
3486,24,0,0,1
3502,52,1,0,1
3526,24,0,0,0
3583,24,0,0,0
3509,4,0,0,1
3495,0,0,0,0
3539,0,1,0,0
3618,52,0,1,0
3480,52,1,1,1
3542,24,1,0,1
3617,0,1,1,1
3481,12,0,0,1
3451,24,1,1,1
3514,24,1,0,1
3576,24,0,0,0
3500,4,1,0,1
3616,52,1,0,1
3629,4,0,0,0
3432,0,1,0,0
3415,4,1,0,1
3526,0,0,0,1
3521,52,1,1,1
3643,12,1,0,0
3616,12,1,0,1
3428,24,0,0,1
3425,52,0,0,1
3430,12,0,0,0
3575,0,1,0,0
3552,24,1,0,1
3484,0,1,0,0
3504,12,0,0,1
3456,4,1,0,1
3477,12,1,0,1
3492,24,0,0,1
3637,0,0,0,1
3471,0,0,0,1
3484,52,1,0,0
3520,12,0,0,0
3651,4,0,0,1
3545,4,0,0,0
3445,4,0,0,0
3414,12,0,0,0
3478,52,1,0,0
3488,24,0,0,1
3486,24,0,1,0
3630,12,0,0,0
3638,24,1,0,1
3578,52,1,0,1
3607,4,1,0,0
3541,4,1,0,1
3605,4,1,0,1
3599,52,0,1,0
3509,52,0,0,0
3569,52,1,0,1
3650,0,0,0,1
3452,24,0,0,1
3496,52,1,0,1
3468,4,1,0,1
3601,4,0,0,1
3450,12,1,0,1
3411,52,1,0,1
3505,0,0,0,0
3652,24,1,0,1
3532,12,1,0,1
3525,4,0,0,0
3620,12,0,0,1
3654,24,1,0,1
3480,0,0,1,0
3445,12,0,0,1
3515,24,1,0,1
3502,24,0,0,0
3507,12,0,1,1
3482,24,0,0,1
3649,52,0,0,1
3393,12,0,0,0
3638,24,1,0,0
3504,52,1,0,1
3530,12,0,0,0
3564,4,0,0,1
3420,24,1,0,1
3546,0,1,0,1
3511,12,0,0,0
3659,12,1,0,0
3498,4,0,0,0
3438,12,0,1,0
3388,52,1,0,1
3640,24,0,0,1
3501,24,1,0,0
4471,4,1,0,0
4449,4,0,0,1
4591,12,0,0,0
4524,24,1,0,0
4377,0,0,0,1
4470,0,0,0,0
4403,4,1,0,0
4423,52,0,0,0
4393,24,0,0,1
4531,12,1,0,1
4376,52,1,0,1
4303,52,1,0,1
4576,24,1,0,1
4311,52,0,0,1
4398,52,0,0,1
4446,52,1,0,1
4540,12,1,0,1
4578,52,0,0,1
4548,0,1,0,1
4400,0,1,0,0
4460,4,0,0,0
4286,12,0,0,1
4373,12,0,0,1
4507,4,0,0,0
4299,0,1,0,1
4372,24,1,0,0
4427,4,1,0,1
4493,4,0,0,0
4509,0,0,0,1
4569,52,0,0,0
4296,52,1,0,0
4570,0,0,0,1
4369,4,1,0,0
4262,4,0,0,0
4336,12,1,0,0
4476,12,1,0,0
4552,52,0,0,1
4361,0,1,0,1
4280,0,1,0,0
4582,24,1,0,0
4267,12,1,0,1
4358,4,1,0,1
4584,52,1,0,0
4264,12,1,0,1
4379,4,0,0,0
4408,52,0,0,1
4378,0,0,0,0
4419,24,1,0,0
4379,0,0,0,1
4380,12,1,0,1
4381,0,1,0,1
4317,0,0,1,1
4415,52,1,0,1
4588,24,1,0,1
4261,12,1,0,1
4439,4,1,0,0
4309,0,0,0,0
4479,4,0,1,1
4327,4,1,0,0
4382,24,0,0,0
4587,24,0,0,1
4283,0,1,0,0
4373,52,1,0,0
4428,12,0,0,1
4383,4,1,0,0
4369,0,0,0,1
4384,0,0,0,1
4494,52,1,0,1
4266,12,0,0,1
4301,12,0,0,0
4506,52,0,0,1
4385,0,1,0,1
4557,4,1,0,0
4553,24,1,0,0
4446,52,0,0,1
4391,24,0,0,0
4591,52,0,0,1
4291,52,1,1,1
4516,12,0,0,1
4313,52,1,0,1
4509,12,1,0,1
4523,0,0,0,1
4411,12,0,0,0
4424,0,0,0,0
4526,12,1,0,0
4283,24,1,0,1
4415,4,0,0,1
4388,52,0,0,0
4287,24,1,0,0
4289,12,0,0,0
4529,12,0,0,0
4520,52,0,0,0
4265,24,0,0,1
4272,12,1,1,1
4357,0,0,1,1
4388,12,0,0,1
4315,24,1,1,0
4445,12,1,0,0
4269,0,1,0,1
4390,4,0,0,0
4300,4,1,0,1
4300,12,1,0,0
4336,0,1,1,1
4468,52,1,0,1
4445,52,1,0,0
4391,24,1,0,0
4264,0,1,0,0
4378,24,1,0,1
4366,0,0,0,1
4273,0,1,1,1
4430,0,0,0,0
4462,52,1,0,1
4501,4,0,0,0
4310,0,0,0,1
4392,52,1,0,1
4525,52,0,1,0
4274,52,1,0,0
4584,12,1,0,0
4312,4,0,1,1
4589,0,1,0,1
4438,12,1,0,1
4378,24,1,0,1
4374,24,0,0,0
4393,52,1,0,1
4451,12,1,0,0
4394,12,1,0,1
4541,0,1,0,1
4446,24,1,0,0
4395,4,0,0,1
4449,12,1,0,1
4528,0,0,0,0
4264,12,0,0,1
4298,12,1,0,1
4542,12,1,0,1
4555,24,0,0,1
4412,52,0,0,1
4295,0,0,0,1
4462,0,1,0,1
4560,4,1,0,1
4326,52,1,0,0
4335,12,0,0,1
4561,0,0,0,1
4561,12,0,0,1
4471,0,1,0,1
4536,0,0,0,0
4394,52,1,0,0
4291,24,1,1,1
4545,52,1,0,0
4473,24,1,0,0
4570,0,0,0,1
4340,0,0,0,1
4565,12,1,0,1
4314,4,1,0,1
4430,0,0,0,1
4364,0,0,0,1
4566,12,1,0,1
4344,12,0,0,1
4538,24,1,0,0
4423,12,1,0,0
4349,0,0,0,0
4457,4,1,1,1
4293,4,0,0,0
4496,4,1,0,0
4399,0,1,0,1
4266,24,0,0,0
4311,4,0,0,1
4516,52,0,0,0
4391,12,1,0,1
4535,4,0,0,0
4296,4,1,0,1
4560,52,0,0,0
4563,4,1,0,1
4438,4,1,0,0
4479,4,0,0,1
4319,4,1,0,1
4297,12,0,0,1
4586,24,1,0,0
4334,12,0,0,1
4593,0,0,0,1
4563,12,1,0,1
4401,12,0,0,0
4555,4,0,1,0
4493,24,1,0,1
4462,0,1,0,0
4402,12,1,0,1
4443,12,0,0,0
4281,52,0,0,1
4330,4,0,0,1
4342,24,0,0,1
4398,0,0,0,1
4331,52,0,0,1
4380,0,1,0,0
4321,0,1,0,0
4510,0,1,0,1
4367,12,1,0,0
4382,52,1,0,1
4381,24,0,0,0
4404,52,1,0,0
4385,4,0,0,1
4355,24,0,0,0
4565,24,0,0,0
4547,0,0,0,0
4405,0,0,0,1
4363,4,1,0,0
4586,24,1,0,1
4466,12,0,0,0
4405,52,0,1,0
4454,4,1,0,0
4532,52,0,0,0
4424,24,0,0,0
4444,0,0,0,0
4282,24,0,1,0
4518,52,1,0,0
4484,12,1,0,0
4443,24,0,0,0
4593,24,1,0,1
4508,12,0,0,1
4530,4,0,0,0
4505,24,1,0,1
4376,12,0,1,0
4489,0,1,0,1
4580,24,1,0,1
4550,52,0,0,1
4590,52,0,0,1
4372,52,0,0,0
4558,24,0,0,1
4332,24,1,0,0
4416,52,1,0,1
4408,0,1,0,0
4267,12,1,0,1
4396,0,0,1,0
4368,52,0,0,1
4494,12,1,0,1
4369,12,0,0,0
4536,52,1,0,1
4454,12,0,0,1
4343,52,0,0,1
4479,24,1,1,0
4504,24,0,0,1
4381,12,1,0,0
4432,24,0,0,1
4503,52,1,0,0
4347,24,1,0,0
4543,4,1,0,1
4265,12,0,0,1
4354,52,0,0,1
4358,0,1,0,1
4379,4,1,0,0
4468,52,1,0,0
4410,24,1,0,1
4301,52,1,0,0
4338,0,0,0,1
4287,4,1,0,1
4428,4,1,0,1
4554,12,1,0,0
4312,24,0,1,0
4356,12,1,1,1
4388,52,1,0,1
4353,52,1,1,0
4412,4,0,0,1
4461,24,0,0,0
4263,12,1,0,1
4411,0,1,0,1
4512,12,0,0,1
4320,4,1,0,0
4411,52,0,0,1
4290,52,0,0,1
4312,0,1,1,1
4368,52,0,0,0
4422,52,0,0,0
4463,12,1,0,1
4516,24,1,0,0
4375,4,1,0,0
4314,24,1,0,1
4464,24,0,0,0
4459,24,0,1,0
4489,4,0,0,1
4447,0,0,0,0
4431,12,0,0,0
4548,24,0,0,0
4414,24,1,0,1
4490,4,0,0,1
4331,12,0,0,0
4414,24,0,0,0
4381,4,1,0,1
4474,52,0,0,0
4425,0,0,0,0
4546,0,0,0,0
4405,24,1,0,1
4517,52,0,1,0
4414,0,0,0,0
4321,24,0,0,1
4501,12,0,0,1
4584,4,1,0,1
4515,52,1,0,0
4452,52,0,0,0
4434,52,0,0,1
4263,12,0,0,1
4423,0,1,0,1
4305,52,1,0,0
4463,0,1,0,0
4374,4,1,0,0
4453,52,0,0,0
4295,24,1,0,1
4523,4,1,0,0
4437,12,0,0,0
4393,12,1,0,0
4499,24,0,0,1
4355,24,0,0,1
4417,52,1,0,1
4417,24,1,1,0
4441,12,1,0,0
4403,4,1,0,0
4508,24,0,0,1
4467,24,0,0,0
4442,52,1,0,0
4399,4,0,0,0
4396,52,1,1,1
4398,52,0,0,0
4586,4,1,0,1
4418,0,1,0,0
4401,24,0,0,1
4579,24,1,0,0
4502,4,1,0,0
4498,12,0,0,1
4451,24,0,0,1
4516,24,1,0,1
4374,0,1,0,1
4475,0,1,1,0
4390,24,0,0,1
4421,52,1,0,1
4491,12,1,0,0
4421,24,0,0,1
4395,24,1,0,1
4359,24,0,0,0
4421,12,0,1,0
4536,0,1,0,0
4297,0,1,0,0
4332,12,0,0,1
4583,4,1,0,1
4558,4,1,0,0
4594,12,1,0,1
4482,4,1,0,0
4283,4,0,0,1
4556,0,0,0,0
4461,12,0,0,1
4374,12,0,0,1
4330,12,0,0,0
4522,4,1,0,0
4442,12,0,0,0
4477,12,1,0,0
4560,0,1,0,1
4355,52,0,0,1
4270,4,0,0,1
4319,52,0,0,1
4307,0,1,1,1
4573,24,1,1,1
4571,12,1,1,0
4437,4,0,0,1
4389,4,1,0,1
4546,24,1,0,0
4519,12,1,0,1
4425,24,0,0,1
4433,0,1,0,0
4380,52,0,0,0
4478,0,1,0,0
4337,12,1,0,0
4426,24,0,0,0
4400,0,1,0,1
4579,0,1,0,0
4439,24,1,0,1
4568,12,1,0,0
4465,24,0,0,0
4574,52,0,0,0
4506,52,1,0,0
4327,0,1,0,1
4350,4,0,0,1
4427,4,1,0,0
4364,52,0,0,0
4349,12,0,0,1
4561,24,0,0,0
4543,4,0,0,0
4524,24,0,0,1
4420,12,1,0,1
4341,24,1,0,0
4425,12,1,0,1
4551,24,1,0,1
4541,24,1,0,0
4550,24,0,0,0
4496,24,1,0,1
4274,12,0,1,0
4450,24,0,0,0
4322,0,1,0,0
4474,12,1,0,1
4277,12,0,0,0
4571,0,1,0,1
4274,12,1,0,1
4369,52,0,0,1
4315,52,1,1,1
4521,12,1,0,0
4449,0,0,0,0
4550,12,1,0,1
4320,24,0,0,1
4432,24,1,0,1
4536,0,0,0,1
4306,0,0,0,1
4411,24,0,0,0
4325,52,0,1,1
4467,12,1,0,1
4556,24,1,0,0
4304,24,1,0,0
4407,52,1,0,0
4306,4,1,0,1
4467,52,0,0,1
4588,12,0,0,1
4419,12,1,0,1
4528,24,1,0,0
4435,12,1,0,0
4503,0,0,0,1
4287,52,0,0,1
4513,24,1,0,1
4544,12,0,0,1
4419,0,1,0,1
4325,0,0,0,0
4568,12,0,0,1
4436,24,1,0,0
4437,52,0,0,1
4470,0,0,0,1
4344,0,0,0,0
4430,4,1,0,0
4453,52,1,0,1
4352,4,0,0,1
4283,4,1,0,0
4388,4,0,0,0
4427,0,0,1,0
4436,4,0,0,0
4362,4,0,1,1
4365,12,1,0,1
4453,12,1,0,1
4310,24,0,0,0
4529,4,0,0,1
4568,52,1,0,1
4440,12,0,0,1
4440,12,0,0,0
4323,12,1,0,0
4533,4,0,0,1
4480,4,1,0,0
4546,52,0,0,1
4370,4,0,0,1
4486,4,1,0,1
4509,12,1,0,0
4525,12,1,1,1
4593,4,0,0,0
4321,52,0,0,0
4556,0,1,0,1
4371,24,0,0,0
4524,12,1,0,1
4361,52,1,0,0
4525,52,1,0,0
4552,52,0,1,0
4443,52,1,0,1
4432,24,0,0,0
4572,52,1,0,1
4346,0,0,0,0
4494,24,1,0,0
4471,12,0,1,1
4346,52,0,0,1
4304,0,0,0,1
4379,4,1,0,1
4280,52,1,0,1
4495,4,1,0,0
4303,4,1,0,0
4407,24,1,0,1
4555,0,0,0,1
4469,4,0,0,1
4527,52,1,0,0
4547,0,0,0,1
4447,4,0,0,0
4507,0,0,0,0
4448,0,0,0,1
4277,0,1,0,0
4504,24,0,0,1
4495,52,1,0,0
4573,4,1,0,0
4464,52,1,0,1
4377,12,0,0,0
4427,4,1,0,1
4340,52,0,0,1
4454,24,0,0,0
4329,0,0,0,0
4455,24,0,0,1
4526,12,1,0,1
4452,0,1,0,0
4429,4,0,0,1
4522,24,0,0,0
4331,0,1,0,1
4347,12,0,0,0
4368,12,1,0,1
4571,12,0,1,1
4571,4,1,0,0
4271,12,0,0,0
4339,4,0,0,0
4433,24,1,0,1
4383,12,1,0,0
4345,0,1,0,0
4268,4,0,0,1
4572,4,1,0,1
4481,52,1,0,0
4454,52,0,0,1
4366,4,0,0,0
4281,0,0,0,0
4457,24,0,0,1
4272,52,1,1,1
4271,12,0,0,0
4463,0,0,0,0
4483,24,1,0,0
4572,24,1,0,0
4366,24,1,0,1
4407,4,1,0,0
4574,52,0,0,1
4440,4,0,0,0
4365,52,1,0,0
4545,4,0,0,0
4293,24,0,0,1
4370,4,1,0,1
4384,0,1,0,0
4353,0,0,0,1
4395,0,1,0,0
4519,52,0,0,0
4404,12,1,0,1
4549,12,0,1,0
4319,12,1,0,0
4364,4,0,0,1
4317,24,1,0,0
4567,24,0,0,0
4326,4,0,0,1
4513,52,0,0,0
4423,52,1,0,1
4510,0,0,0,1
4553,52,0,0,1
4302,24,0,0,1
4295,0,1,0,0
4470,0,1,0,0
4532,24,1,0,0
4567,52,0,0,1
4363,12,1,0,1
4391,24,1,0,1
4470,0,0,0,1
4362,52,0,0,0
4337,4,0,0,0
4307,4,1,1,1
4342,24,1,1,0
4541,0,0,0,1
4538,12,0,0,0
4386,12,1,0,0
4408,4,1,0,1
4548,0,0,0,1
4389,12,1,0,0
4328,12,1,0,1
4397,12,0,0,1
4565,24,0,0,1
4522,0,1,0,1
4360,24,1,0,0
4360,0,0,0,1
4287,24,1,0,0
4359,4,0,0,1
4357,4,0,0,1
4580,12,1,0,1
4394,4,0,0,0
4566,12,0,1,0
4476,0,1,0,0
4358,52,1,0,0
4383,12,0,1,1
4577,0,0,0,1
4577,12,1,0,0
4309,12,1,0,1
4418,24,1,0,1
4337,52,0,0,1
4406,0,0,0,1
4449,4,0,0,0
4547,4,0,0,0
4448,4,0,0,0
4455,4,1,0,0
4291,24,0,0,0
4350,4,1,0,1
4475,24,0,1,1
4262,0,1,0,0
4526,24,0,0,1
4506,12,1,0,1
4520,0,0,0,1
4298,4,1,0,1
4505,0,1,0,0
4376,24,1,0,0
4545,12,1,0,1
4281,24,1,0,0
4282,4,0,1,1
4527,12,0,0,0
4354,24,1,0,0
4367,52,0,0,1
4353,24,0,0,0
4549,0,1,0,0
4506,0,0,0,0
4500,52,1,0,1
4285,24,0,0,0
4517,12,1,1,1
4557,4,0,1,0
4458,0,1,0,0
4439,0,1,0,0
4450,0,1,0,1
4550,24,1,1,0
4327,24,1,0,1
4581,4,0,0,1
4413,12,0,0,1
4333,52,1,0,1
4534,24,0,0,1
4587,12,1,0,0
4577,52,0,0,0
4333,24,0,0,0
4567,24,0,0,0
4592,52,1,0,1
4276,4,1,0,1
4535,0,1,0,1
4351,24,1,0,1
4324,24,0,0,1
4351,52,0,1,0
4434,52,1,0,0
4311,52,0,1,0
4393,12,1,0,0
4589,12,0,0,0
4401,4,0,0,0
4387,0,1,0,0
4290,4,0,0,1
4372,24,1,0,1
4552,24,1,0,1
4292,52,1,0,0
4358,24,1,0,0
4351,52,0,0,1
4589,4,0,0,1
4513,24,0,0,0
4284,52,0,0,0
4548,12,0,0,0
4581,52,1,0,0
4434,52,1,0,0
4325,52,0,0,0
4569,12,1,0,1
4475,24,1,1,0
4473,4,1,0,0
4559,52,0,0,1
4549,24,1,0,1
4328,52,1,0,0
4469,12,1,0,1
4555,12,0,0,0
4514,52,1,0,0
4530,52,0,0,1
4275,12,1,0,0
4438,12,0,0,0
4580,4,1,0,0
4574,12,0,0,0
4582,12,0,0,1
4590,0,1,0,0
4554,4,1,0,1
4491,52,0,0,1
4323,24,0,0,1
4472,52,1,0,1
4392,12,0,0,0
4456,24,1,0,1
4344,12,1,0,1
4366,52,0,0,0
4524,12,0,0,0
4490,0,0,0,0
4345,12,1,0,1
4345,12,0,0,1
4559,12,1,0,1
4344,24,0,0,0
4535,24,1,0,1
4265,12,1,0,0
4409,52,1,0,0
4367,0,1,0,1
4302,52,1,0,1
4370,12,1,0,0
4547,0,1,0,1
4406,52,1,0,1
4342,0,0,0,0
4429,24,0,1,0
4413,52,0,0,0
4277,24,1,0,1
4273,52,1,0,1
4343,12,0,0,0
4326,12,0,0,1
4405,12,0,1,0
4438,24,0,0,1
4365,0,0,0,1
4347,4,0,0,1
4325,12,1,0,1
4403,4,0,0,1
4417,52,1,0,0
4489,0,1,0,0
4314,52,0,0,0
4312,0,1,0,0
4356,0,0,1,0
4330,24,0,0,1
4412,24,1,0,0
4324,0,0,1,1
4594,52,1,0,1
4319,52,0,0,0
4585,52,1,1,0
4334,0,0,0,0
4336,24,0,1,0
4588,0,1,0,0
4561,12,1,0,0
4587,24,0,0,1
4276,52,1,0,0
4400,24,0,0,0
4267,12,0,0,0
4497,4,0,1,1
4268,4,0,0,0
4362,4,1,1,1
4269,12,0,0,1
4417,24,0,1,1
4558,12,0,0,0
4395,12,0,0,0
4377,52,0,0,0
4324,4,1,0,0
4444,52,0,0,1
4587,24,0,0,0
4322,24,0,0,1
4272,4,0,1,0
4293,4,1,1,0
4332,52,0,0,0
4352,0,0,0,1
4487,24,0,1,1
4545,4,1,0,1
4264,52,0,0,0
4330,0,0,0,0
4318,0,0,0,1
4563,0,1,0,0
4297,24,1,0,1
4376,0,0,0,1
4496,52,0,0,0
4447,12,1,0,1
4296,4,1,0,1
4328,12,0,0,0
4360,0,0,0,1
4425,0,1,0,0
4273,4,0,1,0
4431,4,1,0,0
4588,24,1,0,0
4422,4,0,0,0
4521,24,0,0,1
4301,24,0,0,1
4532,24,1,0,1
4327,4,1,0,0
4431,52,1,0,1
4400,24,1,0,1
4553,4,1,0,1
4356,0,1,0,1
4288,24,0,0,1
4593,4,0,0,0
4409,52,0,1,0
4367,24,0,0,0
4576,0,1,0,0
4569,0,1,0,0
4313,24,1,0,0
4485,4,1,0,0
