"pair","article","brc","pubyear","brcyear","year","citations"
224,1224,"yes",1976,1983,1988,3
224,1224,"yes",1976,1983,1989,3
224,1224,"yes",1976,1983,1990,4
224,1224,"yes",1976,1983,1991,2
224,1224,"yes",1976,1983,1992,3
224,1224,"yes",1976,1983,1993,2
224,1224,"yes",1976,1983,1994,2
224,1224,"yes",1976,1983,1995,7
224,1224,"yes",1976,1983,1996,1
224,1224,"yes",1976,1983,1997,4
224,1224,"yes",1976,1983,1998,0
224,1224,"yes",1976,1983,1999,3
224,1224,"yes",1976,1983,2000,0
224,1224,"yes",1976,1983,2001,1
225,1225,"yes",1979,1983,1979,3
225,1225,"yes",1979,1983,1980,2
225,1225,"yes",1979,1983,1981,3
225,1225,"yes",1979,1983,1982,2
225,1225,"yes",1979,1983,1983,3
225,1225,"yes",1979,1983,1984,2
225,1225,"yes",1979,1983,1985,1
225,1225,"yes",1979,1983,1986,2
225,1225,"yes",1979,1983,1987,0
225,1225,"yes",1979,1983,1988,3
225,1225,"yes",1979,1983,1989,0
225,1225,"yes",1979,1983,1990,1
225,1225,"yes",1979,1983,1991,1
225,1225,"yes",1979,1983,1992,1
225,1225,"yes",1979,1983,1993,0
225,1225,"yes",1979,1983,1994,2
225,1225,"yes",1979,1983,1995,0
225,1225,"yes",1979,1983,1996,0
225,1225,"yes",1979,1983,1997,2
225,1225,"yes",1979,1983,1998,1
225,1225,"yes",1979,1983,1999,1
225,1225,"yes",1979,1983,2000,1
225,1225,"yes",1979,1983,2001,5
226,1226,"yes",1979,1983,1979,0
226,1226,"yes",1979,1983,1980,4
226,1226,"yes",1979,1983,1981,4
226,1226,"yes",1979,1983,1982,2
226,1226,"yes",1979,1983,1983,5
226,1226,"yes",1979,1983,1984,1
226,1226,"yes",1979,1983,1985,2
226,1226,"yes",1979,1983,1986,2
226,1226,"yes",1979,1983,1987,1
226,1226,"yes",1979,1983,1988,4
226,1226,"yes",1979,1983,1989,1
226,1226,"yes",1979,1983,1990,1
226,1226,"yes",1979,1983,1991,2
226,1226,"yes",1979,1983,1992,3
226,1226,"yes",1979,1983,1993,0
226,1226,"yes",1979,1983,1994,2
226,1226,"yes",1979,1983,1995,1
226,1226,"yes",1979,1983,1996,3
226,1226,"yes",1979,1983,1997,1
226,1226,"yes",1979,1983,1998,0
226,1226,"yes",1979,1983,1999,5
226,1226,"yes",1979,1983,2000,0
226,1226,"yes",1979,1983,2001,2
228,1228,"yes",1974,1984,1974,4
228,1228,"yes",1974,1984,1975,16
228,1228,"yes",1974,1984,1976,7
228,1228,"yes",1974,1984,1977,11
228,1228,"yes",1974,1984,1978,6
228,1228,"yes",1974,1984,1979,6
228,1228,"yes",1974,1984,1980,3
228,1228,"yes",1974,1984,1981,5
228,1228,"yes",1974,1984,1982,1
228,1228,"yes",1974,1984,1983,1
228,1228,"yes",1974,1984,1984,1
228,1228,"yes",1974,1984,1985,3
228,1228,"yes",1974,1984,1986,0
228,1228,"yes",1974,1984,1987,3
228,1228,"yes",1974,1984,1988,0
228,1228,"yes",1974,1984,1989,0
228,1228,"yes",1974,1984,1990,1
228,1228,"yes",1974,1984,1991,0
228,1228,"yes",1974,1984,1992,2
228,1228,"yes",1974,1984,1993,1
228,1228,"yes",1974,1984,1994,2
228,1228,"yes",1974,1984,1995,2
228,1228,"yes",1974,1984,1996,1
228,1228,"yes",1974,1984,1997,0
228,1228,"yes",1974,1984,1998,0
228,1228,"yes",1974,1984,1999,0
228,1228,"yes",1974,1984,2000,0
228,1228,"yes",1974,1984,2001,1
229,1229,"yes",1983,1985,1983,0
229,1229,"yes",1983,1985,1984,7
229,1229,"yes",1983,1985,1985,10
229,1229,"yes",1983,1985,1986,4
229,1229,"yes",1983,1985,1987,13
229,1229,"yes",1983,1985,1988,10
229,1229,"yes",1983,1985,1989,16
229,1229,"yes",1983,1985,1990,13
229,1229,"yes",1983,1985,1991,10
229,1229,"yes",1983,1985,1992,17
229,1229,"yes",1983,1985,1993,22
229,1229,"yes",1983,1985,1994,26
229,1229,"yes",1983,1985,1995,13
229,1229,"yes",1983,1985,1996,17
229,1229,"yes",1983,1985,1997,13
229,1229,"yes",1983,1985,1998,7
229,1229,"yes",1983,1985,1999,12
229,1229,"yes",1983,1985,2000,7
229,1229,"yes",1983,1985,2001,16
230,1230,"yes",1976,1985,1976,0
230,1230,"yes",1976,1985,1977,5
230,1230,"yes",1976,1985,1978,4
230,1230,"yes",1976,1985,1979,6
230,1230,"yes",1976,1985,1980,10
230,1230,"yes",1976,1985,1981,6
230,1230,"yes",1976,1985,1982,1
230,1230,"yes",1976,1985,1983,0
230,1230,"yes",1976,1985,1984,2
230,1230,"yes",1976,1985,1985,1
230,1230,"yes",1976,1985,1986,2
230,1230,"yes",1976,1985,1987,1
230,1230,"yes",1976,1985,1988,0
230,1230,"yes",1976,1985,1989,0
230,1230,"yes",1976,1985,1990,0
230,1230,"yes",1976,1985,1991,1
230,1230,"yes",1976,1985,1992,0
230,1230,"yes",1976,1985,1993,0
230,1230,"yes",1976,1985,1994,0
230,1230,"yes",1976,1985,1995,0
230,1230,"yes",1976,1985,1996,0
230,1230,"yes",1976,1985,1997,1
230,1230,"yes",1976,1985,1998,0
230,1230,"yes",1976,1985,1999,0
230,1230,"yes",1976,1985,2000,1
230,1230,"yes",1976,1985,2001,0
231,1231,"yes",1985,1988,1985,2
231,1231,"yes",1985,1988,1986,5
231,1231,"yes",1985,1988,1987,8
231,1231,"yes",1985,1988,1988,6
231,1231,"yes",1985,1988,1989,5
231,1231,"yes",1985,1988,1990,5
231,1231,"yes",1985,1988,1991,5
231,1231,"yes",1985,1988,1992,3
231,1231,"yes",1985,1988,1993,6
231,1231,"yes",1985,1988,1994,2
231,1231,"yes",1985,1988,1995,7
231,1231,"yes",1985,1988,1996,9
231,1231,"yes",1985,1988,1997,3
231,1231,"yes",1985,1988,1998,5
231,1231,"yes",1985,1988,1999,5
231,1231,"yes",1985,1988,2000,5
231,1231,"yes",1985,1988,2001,3
233,1233,"yes",1981,1989,1981,1
233,1233,"yes",1981,1989,1982,27
233,1233,"yes",1981,1989,1983,33
233,1233,"yes",1981,1989,1984,37
233,1233,"yes",1981,1989,1985,39
233,1233,"yes",1981,1989,1986,21
233,1233,"yes",1981,1989,1987,23
233,1233,"yes",1981,1989,1988,14
233,1233,"yes",1981,1989,1989,21
233,1233,"yes",1981,1989,1990,15
233,1233,"yes",1981,1989,1991,12
233,1233,"yes",1981,1989,1992,7
233,1233,"yes",1981,1989,1993,16
233,1233,"yes",1981,1989,1994,17
233,1233,"yes",1981,1989,1995,4
233,1233,"yes",1981,1989,1996,15
233,1233,"yes",1981,1989,1997,7
233,1233,"yes",1981,1989,1998,2
233,1233,"yes",1981,1989,1999,4
233,1233,"yes",1981,1989,2000,2
233,1233,"yes",1981,1989,2001,2
235,1235,"yes",1988,1990,1988,1
235,1235,"yes",1988,1990,1989,8
235,1235,"yes",1988,1990,1990,13
235,1235,"yes",1988,1990,1991,10
235,1235,"yes",1988,1990,1992,15
235,1235,"yes",1988,1990,1993,6
235,1235,"yes",1988,1990,1994,8
235,1235,"yes",1988,1990,1995,9
235,1235,"yes",1988,1990,1996,5
235,1235,"yes",1988,1990,1997,7
235,1235,"yes",1988,1990,1998,2
235,1235,"yes",1988,1990,1999,5
235,1235,"yes",1988,1990,2000,3
235,1235,"yes",1988,1990,2001,1
247,1247,"yes",1973,1981,1973,2
247,1247,"yes",1973,1981,1974,2
247,1247,"yes",1973,1981,1975,6
247,1247,"yes",1973,1981,1976,3
247,1247,"yes",1973,1981,1977,7
247,1247,"yes",1973,1981,1978,3
247,1247,"yes",1973,1981,1979,5
247,1247,"yes",1973,1981,1980,3
247,1247,"yes",1973,1981,1981,4
247,1247,"yes",1973,1981,1982,3
247,1247,"yes",1973,1981,1983,7
247,1247,"yes",1973,1981,1984,4
247,1247,"yes",1973,1981,1985,5
247,1247,"yes",1973,1981,1986,3
247,1247,"yes",1973,1981,1987,6
247,1247,"yes",1973,1981,1988,2
247,1247,"yes",1973,1981,1989,4
247,1247,"yes",1973,1981,1990,6
247,1247,"yes",1973,1981,1991,7
247,1247,"yes",1973,1981,1992,9
247,1247,"yes",1973,1981,1993,4
247,1247,"yes",1973,1981,1994,3
247,1247,"yes",1973,1981,1995,7
247,1247,"yes",1973,1981,1996,2
247,1247,"yes",1973,1981,1997,2
247,1247,"yes",1973,1981,1998,2
247,1247,"yes",1973,1981,1999,2
247,1247,"yes",1973,1981,2000,2
247,1247,"yes",1973,1981,2001,2
248,1248,"yes",1977,1981,1977,0
248,1248,"yes",1977,1981,1978,10
248,1248,"yes",1977,1981,1979,21
248,1248,"yes",1977,1981,1980,30
248,1248,"yes",1977,1981,1981,24
248,1248,"yes",1977,1981,1982,27
248,1248,"yes",1977,1981,1983,15
248,1248,"yes",1977,1981,1984,16
248,1248,"yes",1977,1981,1985,4
248,1248,"yes",1977,1981,1986,6
248,1248,"yes",1977,1981,1987,5
248,1248,"yes",1977,1981,1988,3
248,1248,"yes",1977,1981,1989,1
248,1248,"yes",1977,1981,1990,4
248,1248,"yes",1977,1981,1991,5
248,1248,"yes",1977,1981,1992,1
248,1248,"yes",1977,1981,1993,1
248,1248,"yes",1977,1981,1994,1
248,1248,"yes",1977,1981,1995,0
248,1248,"yes",1977,1981,1996,0
248,1248,"yes",1977,1981,1997,0
248,1248,"yes",1977,1981,1998,1
248,1248,"yes",1977,1981,1999,1
248,1248,"yes",1977,1981,2000,0
248,1248,"yes",1977,1981,2001,0
249,1249,"yes",1970,1981,1970,0
249,1249,"yes",1970,1981,1971,0
249,1249,"yes",1970,1981,1972,21
249,1249,"yes",1970,1981,1973,24
249,1249,"yes",1970,1981,1974,21
249,1249,"yes",1970,1981,1975,25
249,1249,"yes",1970,1981,1976,17
249,1249,"yes",1970,1981,1977,31
249,1249,"yes",1970,1981,1978,28
249,1249,"yes",1970,1981,1979,26
249,1249,"yes",1970,1981,1980,33
249,1249,"yes",1970,1981,1981,30
249,1249,"yes",1970,1981,1982,24
249,1249,"yes",1970,1981,1983,21
249,1249,"yes",1970,1981,1984,21
249,1249,"yes",1970,1981,1985,31
249,1249,"yes",1970,1981,1986,17
249,1249,"yes",1970,1981,1987,17
249,1249,"yes",1970,1981,1988,12
249,1249,"yes",1970,1981,1989,14
249,1249,"yes",1970,1981,1990,16
249,1249,"yes",1970,1981,1991,11
249,1249,"yes",1970,1981,1992,10
249,1249,"yes",1970,1981,1993,10
249,1249,"yes",1970,1981,1994,7
249,1249,"yes",1970,1981,1995,7
249,1249,"yes",1970,1981,1996,4
249,1249,"yes",1970,1981,1997,5
249,1249,"yes",1970,1981,1998,4
249,1249,"yes",1970,1981,1999,3
249,1249,"yes",1970,1981,2000,3
249,1249,"yes",1970,1981,2001,2
250,1250,"yes",1977,1981,1977,0
250,1250,"yes",1977,1981,1978,2
250,1250,"yes",1977,1981,1979,1
250,1250,"yes",1977,1981,1980,1
250,1250,"yes",1977,1981,1981,2
250,1250,"yes",1977,1981,1982,2
250,1250,"yes",1977,1981,1983,0
250,1250,"yes",1977,1981,1984,1
250,1250,"yes",1977,1981,1985,0
250,1250,"yes",1977,1981,1986,0
250,1250,"yes",1977,1981,1987,0
250,1250,"yes",1977,1981,1988,0
250,1250,"yes",1977,1981,1989,0
250,1250,"yes",1977,1981,1990,0
250,1250,"yes",1977,1981,1991,0
250,1250,"yes",1977,1981,1992,0
250,1250,"yes",1977,1981,1993,0
250,1250,"yes",1977,1981,1994,0
250,1250,"yes",1977,1981,1995,0
250,1250,"yes",1977,1981,1996,0
250,1250,"yes",1977,1981,1997,0
250,1250,"yes",1977,1981,1998,0
250,1250,"yes",1977,1981,1999,0
250,1250,"yes",1977,1981,2000,0
250,1250,"yes",1977,1981,2001,0
251,1251,"yes",1973,1981,1973,0
251,1251,"yes",1973,1981,1974,6
251,1251,"yes",1973,1981,1975,4
251,1251,"yes",1973,1981,1976,2
251,1251,"yes",1973,1981,1977,4
251,1251,"yes",1973,1981,1978,3
251,1251,"yes",1973,1981,1979,3
251,1251,"yes",1973,1981,1980,2
251,1251,"yes",1973,1981,1981,2
251,1251,"yes",1973,1981,1982,3
251,1251,"yes",1973,1981,1983,4
251,1251,"yes",1973,1981,1984,0
251,1251,"yes",1973,1981,1985,1
251,1251,"yes",1973,1981,1986,1
251,1251,"yes",1973,1981,1987,4
251,1251,"yes",1973,1981,1988,4
251,1251,"yes",1973,1981,1989,2
251,1251,"yes",1973,1981,1990,2
251,1251,"yes",1973,1981,1991,1
251,1251,"yes",1973,1981,1992,2
251,1251,"yes",1973,1981,1993,3
251,1251,"yes",1973,1981,1994,1
251,1251,"yes",1973,1981,1995,1
251,1251,"yes",1973,1981,1996,1
251,1251,"yes",1973,1981,1997,2
251,1251,"yes",1973,1981,1998,0
251,1251,"yes",1973,1981,1999,0
251,1251,"yes",1973,1981,2000,0
251,1251,"yes",1973,1981,2001,1
252,1252,"yes",1970,1981,1970,0
252,1252,"yes",1970,1981,1971,0
252,1252,"yes",1970,1981,1972,0
252,1252,"yes",1970,1981,1973,0
252,1252,"yes",1970,1981,1974,0
252,1252,"yes",1970,1981,1975,0
252,1252,"yes",1970,1981,1976,0
252,1252,"yes",1970,1981,1977,0
252,1252,"yes",1970,1981,1978,0
252,1252,"yes",1970,1981,1979,0
252,1252,"yes",1970,1981,1980,0
252,1252,"yes",1970,1981,1981,11
252,1252,"yes",1970,1981,1982,12
252,1252,"yes",1970,1981,1983,9
252,1252,"yes",1970,1981,1984,6
252,1252,"yes",1970,1981,1985,14
252,1252,"yes",1970,1981,1986,7
252,1252,"yes",1970,1981,1987,5
252,1252,"yes",1970,1981,1988,9
252,1252,"yes",1970,1981,1989,5
252,1252,"yes",1970,1981,1990,5
252,1252,"yes",1970,1981,1991,11
252,1252,"yes",1970,1981,1992,6
252,1252,"yes",1970,1981,1993,1
252,1252,"yes",1970,1981,1994,5
252,1252,"yes",1970,1981,1995,1
252,1252,"yes",1970,1981,1996,5
252,1252,"yes",1970,1981,1997,3
252,1252,"yes",1970,1981,1998,NA
252,1252,"yes",1970,1981,1999,NA
252,1252,"yes",1970,1981,2000,NA
252,1252,"yes",1970,1981,2001,NA
253,1253,"yes",1972,1981,1972,2
253,1253,"yes",1972,1981,1973,10
253,1253,"yes",1972,1981,1974,9
253,1253,"yes",1972,1981,1975,11
253,1253,"yes",1972,1981,1976,2
253,1253,"yes",1972,1981,1977,4
253,1253,"yes",1972,1981,1978,6
253,1253,"yes",1972,1981,1979,7
253,1253,"yes",1972,1981,1980,3
253,1253,"yes",1972,1981,1981,0
253,1253,"yes",1972,1981,1982,2
253,1253,"yes",1972,1981,1983,2
253,1253,"yes",1972,1981,1984,5
253,1253,"yes",1972,1981,1985,0
253,1253,"yes",1972,1981,1986,3
253,1253,"yes",1972,1981,1987,3
253,1253,"yes",1972,1981,1988,2
253,1253,"yes",1972,1981,1989,4
253,1253,"yes",1972,1981,1990,1
253,1253,"yes",1972,1981,1991,2
253,1253,"yes",1972,1981,1992,0
253,1253,"yes",1972,1981,1993,2
253,1253,"yes",1972,1981,1994,1
253,1253,"yes",1972,1981,1995,1
253,1253,"yes",1972,1981,1996,0
253,1253,"yes",1972,1981,1997,1
253,1253,"yes",1972,1981,1998,1
253,1253,"yes",1972,1981,1999,1
253,1253,"yes",1972,1981,2000,0
253,1253,"yes",1972,1981,2001,0
254,1254,"yes",1972,1981,1972,0
254,1254,"yes",1972,1981,1973,4
254,1254,"yes",1972,1981,1974,7
254,1254,"yes",1972,1981,1975,4
254,1254,"yes",1972,1981,1976,5
254,1254,"yes",1972,1981,1977,3
254,1254,"yes",1972,1981,1978,2
254,1254,"yes",1972,1981,1979,0
254,1254,"yes",1972,1981,1980,5
254,1254,"yes",1972,1981,1981,1
254,1254,"yes",1972,1981,1982,1
254,1254,"yes",1972,1981,1983,3
254,1254,"yes",1972,1981,1984,0
254,1254,"yes",1972,1981,1985,2
254,1254,"yes",1972,1981,1986,0
254,1254,"yes",1972,1981,1987,2
254,1254,"yes",1972,1981,1988,0
254,1254,"yes",1972,1981,1989,0
254,1254,"yes",1972,1981,1990,1
254,1254,"yes",1972,1981,1991,0
254,1254,"yes",1972,1981,1992,1
254,1254,"yes",1972,1981,1993,0
254,1254,"yes",1972,1981,1994,0
254,1254,"yes",1972,1981,1995,0
254,1254,"yes",1972,1981,1996,0
254,1254,"yes",1972,1981,1997,0
254,1254,"yes",1972,1981,1998,0
254,1254,"yes",1972,1981,1999,0
254,1254,"yes",1972,1981,2000,0
254,1254,"yes",1972,1981,2001,0
255,1255,"yes",1973,1981,1973,0
255,1255,"yes",1973,1981,1974,2
255,1255,"yes",1973,1981,1975,1
255,1255,"yes",1973,1981,1976,2
255,1255,"yes",1973,1981,1977,1
255,1255,"yes",1973,1981,1978,0
255,1255,"yes",1973,1981,1979,1
255,1255,"yes",1973,1981,1980,2
255,1255,"yes",1973,1981,1981,2
255,1255,"yes",1973,1981,1982,1
255,1255,"yes",1973,1981,1983,0
255,1255,"yes",1973,1981,1984,2
255,1255,"yes",1973,1981,1985,0
255,1255,"yes",1973,1981,1986,1
255,1255,"yes",1973,1981,1987,1
255,1255,"yes",1973,1981,1988,0
255,1255,"yes",1973,1981,1989,2
255,1255,"yes",1973,1981,1990,1
255,1255,"yes",1973,1981,1991,1
255,1255,"yes",1973,1981,1992,1
255,1255,"yes",1973,1981,1993,0
255,1255,"yes",1973,1981,1994,0
255,1255,"yes",1973,1981,1995,0
255,1255,"yes",1973,1981,1996,2
255,1255,"yes",1973,1981,1997,0
255,1255,"yes",1973,1981,1998,0
255,1255,"yes",1973,1981,1999,0
255,1255,"yes",1973,1981,2000,1
255,1255,"yes",1973,1981,2001,0
256,1256,"yes",1971,1981,1971,2
256,1256,"yes",1971,1981,1972,7
256,1256,"yes",1971,1981,1973,8
256,1256,"yes",1971,1981,1974,1
256,1256,"yes",1971,1981,1975,1
256,1256,"yes",1971,1981,1976,5
256,1256,"yes",1971,1981,1977,5
256,1256,"yes",1971,1981,1978,2
256,1256,"yes",1971,1981,1979,3
256,1256,"yes",1971,1981,1980,2
256,1256,"yes",1971,1981,1981,3
256,1256,"yes",1971,1981,1982,2
256,1256,"yes",1971,1981,1983,3
256,1256,"yes",1971,1981,1984,0
256,1256,"yes",1971,1981,1985,0
256,1256,"yes",1971,1981,1986,3
256,1256,"yes",1971,1981,1987,1
256,1256,"yes",1971,1981,1988,2
256,1256,"yes",1971,1981,1989,1
256,1256,"yes",1971,1981,1990,2
256,1256,"yes",1971,1981,1991,4
256,1256,"yes",1971,1981,1992,1
256,1256,"yes",1971,1981,1993,0
256,1256,"yes",1971,1981,1994,1
256,1256,"yes",1971,1981,1995,0
256,1256,"yes",1971,1981,1996,0
256,1256,"yes",1971,1981,1997,1
256,1256,"yes",1971,1981,1998,1
256,1256,"yes",1971,1981,1999,0
256,1256,"yes",1971,1981,2000,0
256,1256,"yes",1971,1981,2001,1
257,1257,"yes",1974,1981,1974,1
257,1257,"yes",1974,1981,1975,3
257,1257,"yes",1974,1981,1976,4
257,1257,"yes",1974,1981,1977,4
257,1257,"yes",1974,1981,1978,3
257,1257,"yes",1974,1981,1979,2
257,1257,"yes",1974,1981,1980,1
257,1257,"yes",1974,1981,1981,0
257,1257,"yes",1974,1981,1982,3
257,1257,"yes",1974,1981,1983,4
257,1257,"yes",1974,1981,1984,4
257,1257,"yes",1974,1981,1985,1
257,1257,"yes",1974,1981,1986,2
257,1257,"yes",1974,1981,1987,0
257,1257,"yes",1974,1981,1988,1
257,1257,"yes",1974,1981,1989,1
257,1257,"yes",1974,1981,1990,1
257,1257,"yes",1974,1981,1991,0
257,1257,"yes",1974,1981,1992,2
257,1257,"yes",1974,1981,1993,0
257,1257,"yes",1974,1981,1994,2
257,1257,"yes",1974,1981,1995,1
257,1257,"yes",1974,1981,1996,0
257,1257,"yes",1974,1981,1997,1
257,1257,"yes",1974,1981,1998,0
257,1257,"yes",1974,1981,1999,1
257,1257,"yes",1974,1981,2000,0
257,1257,"yes",1974,1981,2001,0
258,1258,"yes",1978,1981,1978,0
258,1258,"yes",1978,1981,1979,11
258,1258,"yes",1978,1981,1980,10
258,1258,"yes",1978,1981,1981,10
258,1258,"yes",1978,1981,1982,12
258,1258,"yes",1978,1981,1983,13
258,1258,"yes",1978,1981,1984,15
258,1258,"yes",1978,1981,1985,22
258,1258,"yes",1978,1981,1986,22
258,1258,"yes",1978,1981,1987,17
258,1258,"yes",1978,1981,1988,16
258,1258,"yes",1978,1981,1989,20
258,1258,"yes",1978,1981,1990,18
258,1258,"yes",1978,1981,1991,11
258,1258,"yes",1978,1981,1992,10
258,1258,"yes",1978,1981,1993,9
258,1258,"yes",1978,1981,1994,12
258,1258,"yes",1978,1981,1995,22
258,1258,"yes",1978,1981,1996,19
258,1258,"yes",1978,1981,1997,14
258,1258,"yes",1978,1981,1998,19
258,1258,"yes",1978,1981,1999,20
258,1258,"yes",1978,1981,2000,22
258,1258,"yes",1978,1981,2001,6
259,1259,"yes",1978,1981,1978,2
259,1259,"yes",1978,1981,1979,4
259,1259,"yes",1978,1981,1980,6
259,1259,"yes",1978,1981,1981,3
259,1259,"yes",1978,1981,1982,2
259,1259,"yes",1978,1981,1983,13
259,1259,"yes",1978,1981,1984,10
259,1259,"yes",1978,1981,1985,6
259,1259,"yes",1978,1981,1986,4
259,1259,"yes",1978,1981,1987,5
259,1259,"yes",1978,1981,1988,4
259,1259,"yes",1978,1981,1989,0
259,1259,"yes",1978,1981,1990,2
259,1259,"yes",1978,1981,1991,1
259,1259,"yes",1978,1981,1992,1
259,1259,"yes",1978,1981,1993,1
259,1259,"yes",1978,1981,1994,2
259,1259,"yes",1978,1981,1995,2
259,1259,"yes",1978,1981,1996,0
259,1259,"yes",1978,1981,1997,0
259,1259,"yes",1978,1981,1998,1
259,1259,"yes",1978,1981,1999,1
259,1259,"yes",1978,1981,2000,0
259,1259,"yes",1978,1981,2001,1
260,1260,"yes",1973,1981,1973,0
260,1260,"yes",1973,1981,1974,15
260,1260,"yes",1973,1981,1975,18
260,1260,"yes",1973,1981,1976,13
260,1260,"yes",1973,1981,1977,13
260,1260,"yes",1973,1981,1978,8
260,1260,"yes",1973,1981,1979,6
260,1260,"yes",1973,1981,1980,13
260,1260,"yes",1973,1981,1981,6
260,1260,"yes",1973,1981,1982,8
260,1260,"yes",1973,1981,1983,9
260,1260,"yes",1973,1981,1984,7
260,1260,"yes",1973,1981,1985,6
260,1260,"yes",1973,1981,1986,7
260,1260,"yes",1973,1981,1987,7
260,1260,"yes",1973,1981,1988,5
260,1260,"yes",1973,1981,1989,9
260,1260,"yes",1973,1981,1990,4
260,1260,"yes",1973,1981,1991,4
260,1260,"yes",1973,1981,1992,5
260,1260,"yes",1973,1981,1993,3
260,1260,"yes",1973,1981,1994,3
260,1260,"yes",1973,1981,1995,5
260,1260,"yes",1973,1981,1996,3
260,1260,"yes",1973,1981,1997,3
260,1260,"yes",1973,1981,1998,1
260,1260,"yes",1973,1981,1999,1
260,1260,"yes",1973,1981,2000,1
260,1260,"yes",1973,1981,2001,4
261,1261,"yes",1978,1981,1978,0
261,1261,"yes",1978,1981,1979,2
261,1261,"yes",1978,1981,1980,2
261,1261,"yes",1978,1981,1981,2
261,1261,"yes",1978,1981,1982,2
261,1261,"yes",1978,1981,1983,0
261,1261,"yes",1978,1981,1984,2
261,1261,"yes",1978,1981,1985,0
261,1261,"yes",1978,1981,1986,0
261,1261,"yes",1978,1981,1987,0
261,1261,"yes",1978,1981,1988,2
261,1261,"yes",1978,1981,1989,0
261,1261,"yes",1978,1981,1990,0
261,1261,"yes",1978,1981,1991,0
261,1261,"yes",1978,1981,1992,0
261,1261,"yes",1978,1981,1993,0
261,1261,"yes",1978,1981,1994,0
261,1261,"yes",1978,1981,1995,1
261,1261,"yes",1978,1981,1996,0
261,1261,"yes",1978,1981,1997,0
261,1261,"yes",1978,1981,1998,0
261,1261,"yes",1978,1981,1999,0
261,1261,"yes",1978,1981,2000,0
261,1261,"yes",1978,1981,2001,1
262,1262,"yes",1979,1981,1979,2
262,1262,"yes",1979,1981,1980,14
262,1262,"yes",1979,1981,1981,13
262,1262,"yes",1979,1981,1982,9
262,1262,"yes",1979,1981,1983,10
262,1262,"yes",1979,1981,1984,11
262,1262,"yes",1979,1981,1985,13
262,1262,"yes",1979,1981,1986,15
262,1262,"yes",1979,1981,1987,12
262,1262,"yes",1979,1981,1988,8
262,1262,"yes",1979,1981,1989,5
262,1262,"yes",1979,1981,1990,6
262,1262,"yes",1979,1981,1991,3
262,1262,"yes",1979,1981,1992,1
262,1262,"yes",1979,1981,1993,6
262,1262,"yes",1979,1981,1994,0
262,1262,"yes",1979,1981,1995,0
262,1262,"yes",1979,1981,1996,1
262,1262,"yes",1979,1981,1997,0
262,1262,"yes",1979,1981,1998,0
262,1262,"yes",1979,1981,1999,0
262,1262,"yes",1979,1981,2000,1
262,1262,"yes",1979,1981,2001,1
263,1263,"yes",1977,1981,1977,0
263,1263,"yes",1977,1981,1978,9
263,1263,"yes",1977,1981,1979,7
263,1263,"yes",1977,1981,1980,13
263,1263,"yes",1977,1981,1981,10
263,1263,"yes",1977,1981,1982,10
263,1263,"yes",1977,1981,1983,8
263,1263,"yes",1977,1981,1984,5
263,1263,"yes",1977,1981,1985,8
263,1263,"yes",1977,1981,1986,3
263,1263,"yes",1977,1981,1987,3
263,1263,"yes",1977,1981,1988,4
263,1263,"yes",1977,1981,1989,4
263,1263,"yes",1977,1981,1990,5
263,1263,"yes",1977,1981,1991,3
263,1263,"yes",1977,1981,1992,3
263,1263,"yes",1977,1981,1993,0
263,1263,"yes",1977,1981,1994,1
263,1263,"yes",1977,1981,1995,10
263,1263,"yes",1977,1981,1996,5
263,1263,"yes",1977,1981,1997,5
263,1263,"yes",1977,1981,1998,7
263,1263,"yes",1977,1981,1999,6
263,1263,"yes",1977,1981,2000,5
263,1263,"yes",1977,1981,2001,6
264,1264,"yes",1978,1981,1978,0
264,1264,"yes",1978,1981,1979,1
264,1264,"yes",1978,1981,1980,4
264,1264,"yes",1978,1981,1981,4
264,1264,"yes",1978,1981,1982,3
264,1264,"yes",1978,1981,1983,8
264,1264,"yes",1978,1981,1984,2
264,1264,"yes",1978,1981,1985,2
264,1264,"yes",1978,1981,1986,5
264,1264,"yes",1978,1981,1987,4
264,1264,"yes",1978,1981,1988,14
264,1264,"yes",1978,1981,1989,5
264,1264,"yes",1978,1981,1990,4
264,1264,"yes",1978,1981,1991,1
264,1264,"yes",1978,1981,1992,2
264,1264,"yes",1978,1981,1993,4
264,1264,"yes",1978,1981,1994,3
264,1264,"yes",1978,1981,1995,3
264,1264,"yes",1978,1981,1996,8
264,1264,"yes",1978,1981,1997,5
264,1264,"yes",1978,1981,1998,6
264,1264,"yes",1978,1981,1999,7
264,1264,"yes",1978,1981,2000,2
264,1264,"yes",1978,1981,2001,1
265,1265,"yes",1978,1981,1978,0
265,1265,"yes",1978,1981,1979,0
265,1265,"yes",1978,1981,1980,0
265,1265,"yes",1978,1981,1981,0
265,1265,"yes",1978,1981,1982,0
265,1265,"yes",1978,1981,1983,0
265,1265,"yes",1978,1981,1984,0
265,1265,"yes",1978,1981,1985,0
265,1265,"yes",1978,1981,1986,0
265,1265,"yes",1978,1981,1987,0
265,1265,"yes",1978,1981,1988,0
265,1265,"yes",1978,1981,1989,0
265,1265,"yes",1978,1981,1990,0
265,1265,"yes",1978,1981,1991,0
265,1265,"yes",1978,1981,1992,0
265,1265,"yes",1978,1981,1993,0
265,1265,"yes",1978,1981,1994,0
265,1265,"yes",1978,1981,1995,0
265,1265,"yes",1978,1981,1996,0
265,1265,"yes",1978,1981,1997,0
