"state","year","farsocc","farsnocc","usage","percapin","unemp","meanage","precentb","precenth","densurb","densrur","viopcap","proppcap","vmtrural","vmturban","fueltax","lim65","lim70p","mlda21","bac08","ds","dp","dsp"
"DE",1986,116,20,NA,16257,4.32999992370605,34.7090301513672,0.165802195668221,0.020742405205965,2.05058360099792,0.686015844345093,0.000680438941344619,0.00701861595734954,2600,3162,13,0,0,1,0,0,0,0
"DE",1987,122,24,NA,17423,3.29999995231628,34.9120903015137,0.166630551218987,0.0215211771428585,2.13759684562683,0.732138156890869,0.000676254974678159,0.00707751791924238,2777,3309,16,1,0,1,0,0,0,0
"DE",1988,131,29,NA,18878,3.16000008583069,35.0613479614258,0.167825594544411,0.022341538220644,2.23072028160095,0.760607659816742,0.000697463110554963,0.0067132874391973,2904,3500,16,1,0,1,0,0,0,0
"DE",1989,97,19,NA,20563,3.57999992370605,35.174129486084,0.169093877077103,0.0231271032243967,2.23159217834473,0.757575750350952,0.000845390022732317,0.00654595950618386,2900,3546,16,1,0,1,0,0,0,0
"DE",1990,115,23,0.449999988079071,21590,5.19000005722046,35.4238891601562,0.170607835054398,0.0238861422985792,2.24396276473999,0.763645887374878,0.000979360425844789,0.00703254854306579,2924,3624,16,1,0,1,0,0,0,0
"DE",1991,83,19,0.540000021457672,22241,6.26000022888184,35.4912490844727,0.173436462879181,0.0247988905757666,2.33779668807983,0.744378387928009,0.00104965758509934,0.00757581787183881,2880,3841,19,1,0,1,0,0,0,0
"DE",1992,120,20,0.699999988079071,23004,5.32999992370605,35.6515617370605,0.175897434353828,0.0254585929214954,2.26792454719543,0.731807053089142,0.000900143757462502,0.00612560519948602,2685,4207,19,1,0,1,0,1,0,0
"DE",1993,87,23,0.629999995231628,23542,5.34000015258789,35.8443756103516,0.178361460566521,0.0266443081200123,2.25093626976013,0.731428563594818,0.000979639124125242,0.00597945135086775,2688,4207,22,1,0,1,0,1,0,0
"DE",1994,89,23,0.589999973773956,24465,4.88000011444092,35.9684982299805,0.181254714727402,0.0282469931989908,2.28264284133911,0.72510176897049,0.000908889225684106,0.00598819926381111,2672,4353,22,1,0,1,0,1,0,0
"DE",1995,91,30,0.629999995231628,25603,4.34000015258789,36.2402687072754,0.184540137648582,0.0297551136463881,2.37552094459534,0.796011865139008,0.00100871734321117,0.00616912730038166,2954,4561,23,1,0,1,0,1,0,0
"DE",1996,93,23,0.620000004768372,27125,5.15999984741211,36.4600944519043,0.187578827142715,0.0312152300029993,2.39404630661011,0.782480597496033,0.000919114332646132,0.00581285171210766,2921,4745,23,1,0,1,0,1,0,0
"DE",1997,126,17,0.589999973773956,28493,4.03000020980835,36.5989189147949,0.191241711378098,0.0328725166618824,2.46239280700684,0.836407363414764,0.000922091130632907,0.00606736680492759,3129,4878,23,1,0,1,0,1,0,0
"FL",1983,1983,703,NA,12469,8.60999965667725,38.5154190063477,0.13705287873745,0.0989608243107796,1.78932869434357,0.434860408306122,7.69038160797209e-05,0.000553909223526716,27214,54562,9.69999980926514,0,0,0,0,0,0,0
"FL",1984,2071,743,NA,13476,6.32999992370605,38.6366119384766,0.136487156152725,0.102153040468693,1.82692432403564,0.414541304111481,7.86223608884029e-05,0.00053924776148051,27989,57486,9.69999980926514,0,0,0,0,0,0,0
"FL",1985,2082,750,0.22299998998642,14367,5.98999977111816,38.7098579406738,0.136069983243942,0.105262733995914,1.87243568897247,0.425287365913391,8.2912425568793e-05,0.000584356195759028,28638,59418,9.69999980926514,0,0,1,0,0,0,0
"FL",1986,2122,709,0.344500005245209,15102,5.73999977111816,38.7351837158203,0.135797157883644,0.108478635549545,1.90226364135742,0.39396333694458,8.88376744114794e-05,0.000616401899605989,26431,60842,9.69999980926514,0,0,1,0,0,0,0
"FL",1987,2138,701,0.551500022411346,16001,5.32999992370605,38.8027610778809,0.135867238044739,0.111911199986935,1.9941920042038,0.437951415777206,8.53889941936359e-05,0.000623367785010487,29955,63864,9.69999980926514,1,0,1,0,1,0,0
"FL",1988,2339,739,0.470999985933304,17092,4.98999977111816,38.8233985900879,0.136284798383713,0.115524724125862,1.58206593990326,0.520473718643188,9.082614997169e-05,0.000635433767456561,29489,75830,9.69999980926514,1,0,1,0,1,0,0
"FL",1989,2239,745,0.550000011920929,18405,5.63000011444092,38.8744239807129,0.136582642793655,0.118924878537655,1.59284687042236,0.52921336889267,8.77867278177291e-05,0.000608897360507399,31385,77492,9.69999980926514,1,0,1,0,1,0,0
"FL",1990,2168,723,0.529999971389771,19127,6.03000020980835,38.6966133117676,0.137727856636047,0.12249393761158,1.6244535446167,0.532347500324249,9.55803188844584e-05,0.000581202446483076,31968,78029,10.8999996185303,1,0,1,0,1,0,0
"FL",1991,1849,614,0.529500007629395,19451,7.40999984741211,38.7663116455078,0.139434173703194,0.125099673867226,1.687624335289,0.533921837806702,8.91161616891623e-05,0.000554029655177146,32904,80579,11.1999998092651,1,0,1,0,1,0,0
"FL",1992,1835,592,0.557999968528748,19910,8.27999973297119,38.8350448608398,0.141363546252251,0.127791211009026,1.67288279533386,0.531377494335175,8.94092081580311e-05,0.000529630400706083,32947,81364,11.6000003814697,1,0,1,0,1,0,0
"FL",1993,2022,614,0.61599999666214,21080,7.03999996185303,38.8647804260254,0.143200889229774,0.130593284964561,1.75186061859131,0.539273917675018,8.79551662364975e-05,0.000521073641721159,34314,86153,11.8000001907349,1,0,1,0,1,0,0
"FL",1994,2035,652,0.601999998092651,21761,6.57000017166138,38.9269676208496,0.14516481757164,0.134038910269737,1.86514854431152,0.487477719783783,8.2186859799549e-05,0.000509047938976437,31727,90262,12.1000003814697,1,0,1,1,1,0,0
"FL",1995,2096,709,0.589999973773956,22676,5.48999977111816,38.9981727600098,0.146839037537575,0.138459831476212,1.97356116771698,0.495155870914459,7.55244327592663e-05,0.000467594247311354,32403,95398,12.3000001907349,1,1,1,1,1,0,0
"FL",1996,2102,651,0.627000033855438,23834,5.05999994277954,39.1027679443359,0.148492589592934,0.143059059977531,1.99640047550201,0.506938219070435,7.28602826711722e-05,0.000446887948783115,33500,96504,12.5,1,1,1,1,1,0,0
"FL",1997,2123,662,0.600000023841858,24799,4.76000022888184,39.1695823669434,0.150300517678261,0.146719798445702,2.05914616584778,0.520852506160736,6.97398209013045e-05,0.000425709265982732,34507,99500,12.8000001907349,1,1,1,1,1,0,0
"GA",1983,1078,218,NA,10742,7.48999977111816,32.9332847595215,0.271581768989563,0.0127604100853205,1.32869946956635,0.281592339277267,7.97304965090007e-05,0.000706765975337476,24369,24468,7.5,0,0,0,0,0,0,0
"GA",1984,1195,215,NA,12028,6.01000022888184,33.103385925293,0.27140536904335,0.0133570702746511,1.35609710216522,0.286674201488495,8.20202985778451e-05,0.000688873988110572,24830,25656,7.5,0,0,0,0,0,0,0
"GA",1985,1130,231,NA,12928,6.53000020980835,33.2022361755371,0.271055310964584,0.0139343477785587,1.42977297306061,0.294668346643448,8.50646028993651e-05,0.000771955004893243,25495,28218,7.5,0,0,0,0,0,0,0
"GA",1986,1290,240,NA,13768,5.92999982833862,33.3027687072754,0.270289927721024,0.0145348981022835,1.55651295185089,0.299024909734726,9.65758008533157e-05,0.000800010981038213,25944,30889,7.5,0,0,1,0,0,0,0
"GA",1987,1360,239,0.197999998927116,14562,5.46999979019165,33.4336624145508,0.269721180200577,0.0151338120922446,1.61820256710052,0.319294631481171,9.28523004404269e-05,0.000840069027617574,27649,32644,7.5,0,0,1,0,0,0,0
"GA",1988,1404,250,0.277999997138977,15591,5.82999992370605,33.5074729919434,0.26972022652626,0.0157654266804457,1.61938238143921,0.336898326873779,0.00010534100147197,0.000896311015821993,29327,32935,7.5,1,0,1,0,1,0,0
"GA",1989,1394,238,0.387999981641769,16466,5.55000019073486,33.585865020752,0.270068794488907,0.016351044178009,2.02932500839233,0.386616289615631,0.000114772003144026,0.000988489016890526,33769,41936,7.5,1,0,1,0,1,0,0
"GA",1990,1368,194,0.416999995708466,17385,5.53000020980835,33.8595314025879,0.270732551813126,0.016913253813982,1.79791057109833,0.383291810750961,0.00011600000289036,0.000923299987334758,33681,39065,7.5,1,0,1,0,1,0,0
"GA",1991,1207,182,0.455999970436096,17930,5.03999996185303,33.9618911743164,0.272870033979416,0.0179188176989555,1.74806189537048,0.389573097229004,0.000111468179966323,0.000868977163918316,34448,38557,7.5,1,0,1,0,1,0,0
"GA",1992,1118,197,0.460999995470047,18888,6.98000001907349,34.0948753356934,0.274578034877777,0.0191264878958464,1.74903428554535,0.38009050488472,0.000108455642475747,0.000839085027109832,32172,45732,7.5,1,0,1,0,1,0,0
"GA",1993,1181,213,0.572000026702881,19668,5.82999992370605,34.179443359375,0.27675074338913,0.0201213303953409,1.76554763317108,0.378677397966385,0.000104876569821499,0.000793295388575643,32038,46388,7.5,1,0,1,0,1,0,0
"GA",1994,1240,185,0.529000043869019,20632,5.17999982833862,34.3039474487305,0.278775364160538,0.0213648024946451,1.85319745540619,0.399559259414673,9.47579901549034e-05,0.000758269045036286,33905,48917,7.5,1,0,1,0,1,0,0
"GA",1995,1301,187,0.507000029087067,21696,4.86999988555908,34.4150772094727,0.280187129974365,0.023336686193943,1.88705396652222,0.419012397527695,9.1408277512528e-05,0.000743763230275363,35562,49822,7.5,1,1,1,0,1,0,0
"GA",1996,1397,176,0.611000001430511,22900,4.59999990463257,34.5256843566895,0.281889200210571,0.0252351220697165,1.96004498004913,0.433500617742538,8.70853691594675e-05,0.00077322858851403,36887,52245,7.5,1,1,1,0,1,0,1
"GA",1997,1370,207,0.680000007152557,23882,4.53999996185303,34.6350784301758,0.283676385879517,0.027413684874773,2.02408647537231,0.46067151427269,8.09844786999747e-05,0.000692268484272063,39199,54118,7.5,1,1,1,1,1,0,1
"HI",1983,113,28,NA,13028,6.36999988555908,32.7169303894043,0.0209940187633038,0.0625357329845428,3.08653855323792,0.577249586582184,0.000248935946729034,0.00548769114539027,1700,4173,8.5,0,0,0,0,0,0,0
"HI",1984,110,28,NA,13740,5.71999979019165,32.9384651184082,0.0218069329857826,0.0638632997870445,3.18258428573608,0.74933534860611,0.000225556635996327,0.00510971434414387,1973,4532,8.5,0,0,0,0,0,0,0
"HI",1985,101,25,0.330000013113022,14494,5.63000011444092,33.1608581542969,0.0225368943065405,0.0652291625738144,3.29809093475342,0.880869209766388,0.000211073682294227,0.00479099852964282,2270,4492,11,0,0,0,0,0,0,0
"HI",1986,89,31,0.726000010967255,15325,4.88000011444092,33.4808578491211,0.0232280641794205,0.0667310059070587,3.48552823066711,0.81038373708725,0.000233131111599505,0.00515914522111416,2154,4817,11,0,0,1,0,0,1,0
"HI",1987,101,38,0.66100001335144,16262,3.89000010490417,33.8161849975586,0.0238374602049589,0.0684100240468979,3.59569883346558,0.823177576065063,0.000246509531280026,0.00520142866298556,2202,5016,11,0,0,1,0,0,1,0
"HI",1988,115,33,0.665000021457672,17815,3.07999992370605,34.1053123474121,0.0243891831487417,0.0702791139483452,3.62206411361694,0.870702564716339,0.000238085849559866,0.0053082131780684,2330,5089,11,0,0,1,0,0,1,0
"HI",1989,113,36,0.78300005197525,19395,2.48000001907349,34.3718566894531,0.0249163154512644,0.072070300579071,3.73854827880859,0.918137431144714,0.000246800511376932,0.00548178143799305,2445,5305,11,0,0,1,0,0,1,0
"HI",1990,138,39,0.805000007152557,21529,2.9300000667572,34.8789749145508,0.0250644329935312,0.0731641352176666,3.4761905670166,1.08620023727417,0.00025243143318221,0.00523537769913673,2810,5256,11,0,0,1,0,0,1,0
"HI",1991,107,28,0.853000044822693,22171,2.77999997138977,34.9796752929688,0.026287941262126,0.074557438492775,3.49635028839111,1.10751450061798,0.000213563223951496,0.00506045203655958,2874,5269,16,0,0,1,0,0,1,0
"HI",1992,98,31,0.830999970436096,22906,4.55000019073486,35.177173614502,0.0285926703363657,0.0754283666610718,3.28960537910461,0.93107932806015,0.000224475283175707,0.00508408853784204,2148,5918,16,0,0,1,0,0,1,0
"HI",1993,110,24,0.84199994802475,23638,4.28000020980835,35.34814453125,0.0286715906113386,0.075770191848278,3.2879376411438,0.935847401618958,0.000224411065573804,0.00516893295571208,2159,5915,16,0,0,1,0,0,1,0
"HI",1994,92,30,0.824999988079071,24090,6.07000017166138,35.5265808105469,0.0295022949576378,0.0763673856854439,3.24048542976379,0.898386418819427,0.000222920018131845,0.00545739382505417,2060,5875,16,0,0,1,0,0,1,0
"HI",1995,96,34,0.799000024795532,24848,5.86999988555908,35.7653923034668,0.0297870114445686,0.0768748298287392,3.17771744728088,0.914958596229553,0.000249875505687669,0.00583479600027204,2098,5847,16,0,0,1,0,0,1,0
"HI",1996,114,34,0.800000011920929,25086,6.38000011444092,36.0712394714355,0.0297292228788137,0.0781641751527786,3.17233920097351,0.941946744918823,0.000236337931710295,0.00530960178002715,2158,5872,16,0,0,1,0,0,1,0
"HI",1997,109,22,0.800000011920929,25598,6.3899998664856,36.3965072631836,0.029511172324419,0.079769678413868,3.11462235450745,0.927763283252716,0.000233149548876099,0.00481938989832997,2132,5815,16,0,0,1,1,0,1,0
"IA",1983,476,38,NA,11218,8.06999969482422,35.4137687683105,0.0152165750041604,0.00969534087926149,0.835810244083405,0.121594563126564,6.31014845566824e-05,0.00130216672550887,12631,7030,13,0,0,0,0,0,0,0
"IA",1984,369,51,NA,12460,7.03999996185303,35.6049995422363,0.0154504301026464,0.00998731516301632,0.85637366771698,0.126916110515594,6.94948976160958e-05,0.00125964765902609,13181,7316,13,0,0,0,0,0,0,0
"IA",1985,437,37,0.180000007152557,13042,7.92999982833862,35.8148460388184,0.0157363638281822,0.010256608016789,0.850256145000458,0.124063916504383,7.48209931771271e-05,0.00131858210079372,12889,7302,15,0,0,0,0,0,0,0
"IA",1986,402,39,0.430000007152557,13688,7.01000022888184,36.0849342346191,0.016013054177165,0.0105194468051195,0.861565232276917,0.124979540705681,8.42096560518257e-05,0.00140244315844029,12982,7431,16,0,0,1,0,0,1,0
"IA",1987,453,38,0.560000002384186,14511,5.5,36.3715324401855,0.0163266602903605,0.0108084259554744,0.879518091678619,0.127272725105286,8.35661485325545e-05,0.00141271797474474,13216,7592,16,1,0,1,0,0,1,0
"IA",1988,506,51,0.550000011920929,14882,4.48000001907349,36.5685653686523,0.0166413988918066,0.0111396592110395,0.908015608787537,0.134900748729706,9.27778528421186e-05,0.00137980119325221,14000,7907,18,1,0,1,0,0,1,0
"IA",1989,467,47,0.589999973773956,16058,4.30000019073486,36.6688194274902,0.0170938447117805,0.011480956338346,0.919411838054657,0.1397695094347,9.61179030127823e-05,0.00137700361665338,14505,8066,20,1,0,1,0,0,1,0
"IA",1990,426,39,0.610000014305115,16885,4.28999996185303,36.6696014404297,0.0174626875668764,0.01180584076792,0.929433166980743,0.142903953790665,0.000107807572931051,0.00136751460377127,14827,8166,20,1,0,1,0,0,1,0
"IA",1991,443,45,0.680000007152557,17304,4.65999984741211,36.6919631958008,0.0178373474627733,0.0128605328500271,0.907893240451813,0.144830316305161,0.000108669977635145,0.00137255934532732,15026,7994,20,1,0,1,0,0,1,0
"IA",1992,395,42,0.709999978542328,18368,4.71999979019165,36.8526496887207,0.018227381631732,0.0132478242740035,0.941292881965637,0.148458793759346,9.90252592600882e-05,0.00131077982950956,15364,8562,20,1,0,1,0,0,1,0
"IA",1993,421,38,0.730000019073486,18461,4.01999998092651,36.9394454956055,0.0185618437826633,0.0141532458364964,0.985571682453156,0.154923185706139,0.000115392773295753,0.0012482930906117,16033,9085,20,1,0,1,0,0,1,0
"IA",1994,443,35,0.730000019073486,19964,3.65000009536743,37.0533256530762,0.0189229026436806,0.0151728186756372,0.994527280330658,0.159160748124123,0.000111369241494685,0.00118034658953547,16469,9268,20,1,0,1,0,0,1,0
"IA",1995,491,36,0.759999990463257,20412,3.5,37.2043228149414,0.0191141366958618,0.0162615906447172,1.01092433929443,0.160092875361443,0.000124748519738205,0.00131925486493856,16548,9439,20,1,0,1,0,0,1,0
"IA",1996,431,34,0.75,22032,3.76999998092651,37.2995758056641,0.0193863455206156,0.0174720734357834,1.0459942817688,0.16545245051384,9.56609292188659e-05,0.00118528271559626,17101,9779,20,1,0,1,0,0,1,0
"IA",1997,435,33,0.75,23120,3.23000001907349,37.3758659362793,0.0196028482168913,0.0185269396752119,1.07101154327393,0.173086225986481,0.000108604464912787,0.0012282463721931,17894,10090,20,1,0,1,0,0,1,0
"ID",1983,234,29,NA,10122,9.8100004196167,32.1727142333984,0.00307987513951957,0.0431101024150848,1.20284068584442,0.0842523500323296,0.0002431369794067,0.00369411683641374,5577,2710,14.5,0,0,0,0,0,0,0
"ID",1984,222,20,NA,10780,7.13000011444092,32.3633193969727,0.00310141826048493,0.0445118620991707,1.12352645397186,0.0836420878767967,0.000237439453485422,0.00346812815405428,5576,2192,14.5,0,0,0,0,0,0,0
"ID",1985,233,22,0.234999999403954,11331,7.94999980926514,32.6007766723633,0.00325136515311897,0.0457877106964588,0.914308488368988,0.0812481269240379,0.000236232401221059,0.00369523535482585,5416,2294,14.5,0,0,0,0,0,0,0
"ID",1986,238,20,0.270000010728836,11663,8.65999984741211,32.862232208252,0.0033053127117455,0.0470489487051964,0.980285227298737,0.078716017305851,0.000224728908506222,0.00402377499267459,5444,2337,14.5,0,0,0,0,1,0,0
"ID",1987,241,19,0.319999992847443,12265,8.03999996185303,33.1909637451172,0.00333704217337072,0.0483987890183926,1.02556574344635,0.0819025859236717,0.000217489927308634,0.00400209985673428,5672,2447,14.5,1,0,1,0,1,0,0
"ID",1988,240,17,0.340000003576279,13108,5.84999990463257,33.4885635375977,0.00341595755890012,0.0498656742274761,1.05383968353271,0.0961436182260513,0.000238147636991926,0.00379258999601007,5602,2525,18,1,0,1,0,1,0,0
"ID",1989,224,14,0.330000013113022,14283,5.1100001335144,33.7009353637695,0.00348844798281789,0.0513653606176376,1.11512887477875,0.0974181368947029,0.000256062397966161,0.0036969380453229,5739,2683,18,1,0,1,0,1,0,0
"ID",1990,217,27,0.349999994039536,15346,5.90999984741211,33.7630462646484,0.00349841429851949,0.0528517514467239,1.24248659610748,0.113838613033295,0.000272499833954498,0.00373695814050734,6831,3018,18,1,0,1,0,1,0,0
"ID",1991,243,21,0.46000000834465,15664,6.23000001907349,33.9172782897949,0.00395664945244789,0.0549241453409195,1.17129290103912,0.119570881128311,0.00027951633092016,0.00376068102195859,7111,3207,21,1,0,1,0,1,0,0
"ID",1992,231,12,0.529999971389771,16607,6.51000022888184,33.9941329956055,0.00432803342118859,0.0578537918627262,1.07332527637482,0.130386799573898,0.000264057249296457,0.00348523911088705,7207,3557,21,1,0,1,0,1,0,0
"ID",1993,216,14,0.589999973773956,17699,6.19999980926514,34.0411148071289,0.00487581873312593,0.0602474883198738,1.10919201374054,0.138797163963318,0.00025610692682676,0.0032384255900979,7692,3789,21,1,0,1,0,1,0,0
"ID",1994,237,13,0.540000021457672,18186,5.55000019073486,34.0649604797363,0.0050755157135427,0.0628475248813629,1.11351823806763,0.138158947229385,0.000251959572779015,0.00334239401854575,7797,3855,21,1,0,1,0,1,0,0
"ID",1995,242,20,0.5,18961,5.40000009536743,34.2065353393555,0.00545575469732285,0.0652017742395401,1.14354205131531,0.146670937538147,0.000276751525234431,0.00350606138817966,8241,4055,21,1,1,1,0,1,0,0
"ID",1996,242,16,0.5,19741,5.23000001907349,34.3540840148926,0.00552333891391754,0.0674771293997765,1.1357010602951,0.155202955007553,0.000225249721552245,0.00315728969871998,8676,4285,25,1,1,1,0,1,0,0
"ID",1997,239,20,0.490000009536743,20392,5.34999990463257,34.5040626525879,0.00557961408048868,0.0699292346835136,1.19110989570618,0.148280784487724,0.000212411527172662,0.00303460657596588,8405,4475,25,1,1,1,1,1,0,0
"IL",1983,1239,287,NA,13180,11.3999996185303,34.360767364502,0.147647067904472,0.0634024888277054,1.4892373085022,0.207133084535599,6.38185956631787e-05,0.000421893841121346,21500,45870,11,0,0,1,0,0,0,0
"IL",1984,1200,347,NA,14547,9.10999965667725,34.4693031311035,0.148064687848091,0.0657336935400963,1.54978716373444,0.214134871959686,6.35183823760599e-05,0.000401266326662153,22206,47704,12,0,0,1,0,0,0,0
"IL",1985,1197,337,0.158999994397163,15322,9.06999969482422,34.6009178161621,0.148071587085724,0.0679162740707397,1.5679829120636,0.214791104197502,6.26996479695663e-05,0.000403207697672769,22282,48562,13,0,0,1,0,0,0,0
"IL",1986,1288,308,0.362000018358231,16106,8.10999965667725,34.7123565673828,0.148207753896713,0.0701539814472198,1.63531112670898,0.224665567278862,7.10368913132697e-05,0.000416785915149376,23294,50850,13,0,0,1,0,1,0,0
"IL",1987,1309,345,0.372999995946884,17066,7.34999990463257,34.8764572143555,0.148504942655563,0.0724740326404572,1.65205919742584,0.228895828127861,6.98962976457551e-05,0.00040560559136793,23769,51987,13,1,0,1,0,1,0,0
"IL",1988,1527,310,0.395000010728836,18212,6.80000019073486,35.0331192016602,0.148677304387093,0.0749360024929047,1.70519685745239,0.237065687775612,7.11523971403949e-05,0.000422331475419924,24638,53845,13,1,0,1,0,1,0,0
"IL",1989,1437,311,0.400000005960464,19427,5.98999977111816,35.1508026123047,0.149089440703392,0.0772812813520432,1.74866080284119,0.245082095265388,7.41350959287956e-05,0.000420104392105713,25478,55819,16,1,0,1,0,1,0,0
"IL",1990,1288,301,0.470999985933304,20494,6.23999977111816,35.4204139709473,0.149451494216919,0.0794411525130272,1.78717625141144,0.251479208469391,8.45087779453024e-05,0.000433981884270906,26139,57195,19,1,0,1,0,1,0,0
"IL",1991,1196,252,0.504000008106232,20966,7.28000020980835,35.4195442199707,0.15004788339138,0.0814114809036255,1.82070279121399,0.258833140134811,9.01097955647856e-05,0.00044160446850583,26929,58501,19,1,0,1,0,1,0,0
"IL",1992,1170,214,0.639999985694885,22209,7.61999988555908,35.515552520752,0.150795727968216,0.0837166830897331,1.84057521820068,0.271318286657333,8.40304855955765e-05,0.000411709770560265,28254,59388,19,1,0,1,0,1,0,0
"IL",1993,1150,242,0.670000016689301,22895,7.51000022888184,35.5936088562012,0.151538223028183,0.0861922279000282,1.81316614151001,0.254499733448029,8.19015549495816e-05,0.000397520168917254,25904,63789,19,1,0,1,0,1,0,0
"IL",1994,1293,261,0.683000028133392,23956,5.6399998664856,35.6267280578613,0.152046009898186,0.0890669152140617,1.85135364532471,0.26455020904541,8.14749801065773e-05,0.000395529699744657,26941,65375,19,1,0,1,0,1,0,0
"IL",1995,1344,242,0.686999976634979,25135,5.15999984741211,35.6713218688965,0.152441143989563,0.0919590592384338,1.86897969245911,0.27212655544281,8.39440253912471e-05,0.000375831819837913,27715,66474,19,1,0,1,0,1,0,0
"IL",1996,1244,233,0.639999985694885,26393,5.28000020980835,35.7241096496582,0.152497604489326,0.0951153263449669,1.91977918148041,0.276921719312668,7.46102668927051e-05,0.000371187343262136,28215,68515,19,1,0,1,0,1,0,0
"IL",1997,1159,238,0.641999959945679,27688,4.69999980926514,35.7832221984863,0.152717590332031,0.0983729586005211,1.94799315929413,0.289993613958359,7.18497904017568e-05,0.000356958335032687,29575,69744,19,1,0,1,1,1,0,0
"IN",1983,900,116,NA,11001,11.0600004196167,34.0799827575684,0.0760288760066032,0.0163813568651676,1.10839223861694,0.273145973682404,5.20615103596356e-05,0.000705644953995943,20224,19613,11.1000003814697,0,0,1,0,0,0,0
"IN",1984,800,125,NA,12199,8.61999988555908,34.2933158874512,0.0761525705456734,0.0165537744760513,1.13498222827911,0.284446120262146,5.59182408323977e-05,0.000663974497001618,21020,20054,11.1000003814697,0,0,1,0,0,0,0
"IN",1985,860,114,NA,12844,7.88000011444092,34.4917640686035,0.0763036906719208,0.0167036522179842,1.13481020927429,0.283495873212814,5.66751150472555e-05,0.000660288089420646,20958,19824,14,0,0,1,0,0,0,0
"IN",1986,917,121,0.196000009775162,13513,6.73999977111816,34.6955490112305,0.076275646686554,0.0168716311454773,1.12932848930359,0.283824533224106,5.6420100008836e-05,0.000650355126708746,20984,19796,14,0,0,1,0,0,0,0
"IN",1987,940,115,0.367000013589859,14324,6.3600001335144,34.8960151672363,0.0765340626239777,0.0170854665338993,1.25031065940857,0.297820746898651,6.00207240495365e-05,0.000692720816005021,21989,22133,14,1,0,1,0,1,0,0
"IN",1988,979,120,0.440999984741211,15231,5.30999994277954,35.0628700256348,0.0770974084734917,0.0173481907695532,1.27463364601135,0.386090338230133,6.9201436417643e-05,0.000686484621837735,28512,22612,15,1,0,1,0,1,0,0
"IN",1989,874,97,0.460999995470047,16296,4.73000001907349,35.1572685241699,0.0777537077665329,0.0176038276404142,1.35381674766541,0.433994680643082,7.35904250177555e-05,0.000730213825590909,32090,24102,15,1,0,1,0,1,0,0
"IN",1990,932,117,0.47299998998642,17167,5.32999992370605,35.4417037963867,0.0783626511693001,0.0178786218166351,1.36030888557434,0.396961092948914,8.53134479257278e-05,0.000757758796680719,29391,24306,15,1,0,1,0,1,0,0
"IN",1991,914,108,0.519999980926514,17624,6.03000020980835,35.4977035522461,0.0789076685905457,0.0182036384940147,1.38198864459991,0.39804607629776,9.02227475307882e-05,0.000769959762692451,29498,24768,15,1,0,1,0,1,0,0
"IN",1992,806,95,0.560000002384186,18763,6.61999988555908,35.6531867980957,0.0797029733657837,0.0187114682048559,1.4558584690094,0.401014477014542,9.00373051990755e-05,0.000739862618502229,29252,27820,15,1,0,1,0,1,0,0
"IN",1993,824,77,0.560000002384186,19649,5.38000011444092,35.7683982849121,0.0802602022886276,0.0193237233906984,1.5488007068634,0.418918907642365,8.57892300700769e-05,0.00069743167841807,30628,29833,15,1,0,1,0,1,0,0
"IN",1994,876,95,0.560000002384186,20734,4.92999982833862,35.8347549438477,0.0809433162212372,0.0200174748897552,1.57126581668854,0.434097409248352,9.147371747531e-05,0.000708576815668494,31759,30349,15,1,0,1,0,1,0,0
"IN",1995,867,93,0.639999985694885,21427,4.6399998664856,35.9361839294434,0.0814801454544067,0.0210757181048393,1.6163250207901,0.451311498880386,9.06827408471145e-05,0.000709705345798284,33087,31465,15,1,0,1,0,1,0,0
"IN",1996,901,83,0.620000004768372,22234,4.11999988555908,36.0628471374512,0.0817057564854622,0.0220847185701132,1.63306868076324,0.46559202671051,9.21505125006661e-05,0.000679751567076892,34140,32080,15,1,0,1,0,1,0,0
"IN",1997,849,86,0.629999995231628,23202,3.5,36.1093406677246,0.0825336128473282,0.023345535621047,1.7245842218399,0.47000652551651,8.77514248713851e-05,0.000673780625220388,34506,34114,15,1,0,1,0,1,0,0
"KS",1983,378,33,NA,12273,6.07000017166138,34.9704513549805,0.0552575550973415,0.0301509853452444,0.955048084259033,0.0823510438203812,0.000135190100991167,0.001740075298585,10207,7946,10,0,0,0,0,0,0,0
"KS",1984,460,50,NA,13421,5.26999998092651,35.0815353393555,0.0555282831192017,0.0312250424176455,0.960393667221069,0.0857853814959526,0.000137853494379669,0.00165224529337138,10618,8099,11,0,0,0,0,0,0,0
"KS",1985,445,41,0.0989999994635582,14121,5.01000022888184,35.149772644043,0.0561679340898991,0.0322565101087093,0.98657637834549,0.0873936116695404,0.000146557358675636,0.00165581575129181,10823,8452,11,0,0,1,0,0,0,0
"KS",1986,456,44,0.236000001430511,14703,5.42000007629395,35.295280456543,0.0566278100013733,0.0332719311118126,1.00126206874847,0.0895615145564079,0.000151603540871292,0.00183085154276341,11099,8727,11,0,0,1,0,1,0,0
"KS",1987,460,31,0.422999978065491,15327,4.96999979019165,35.3615913391113,0.0571132749319077,0.0344248302280903,1.02336871623993,0.0926551297307014,0.000147519851452671,0.00185783859342337,11496,9065,11,1,0,1,0,1,0,0
"KS",1988,448,35,0.48199999332428,16040,4.76999998092651,35.4469337463379,0.0576273202896118,0.035652432590723,1.03012251853943,0.096688911318779,0.000148343242472038,0.00183375307824463,11996,9165,11,1,0,1,0,1,0,0
