"firm","id","period","place","bonus1","bonus2","bonus3","effort"
"301","303",23,"Cleveland","6","14","6",40
"301","304",23,"Cleveland","6","14","6",40
"301","301",24,"Cleveland","6","14","6",40
"301","302",24,"Cleveland","6","14","6",40
"301","303",24,"Cleveland","6","14","6",40
"301","304",24,"Cleveland","6","14","6",40
"301","301",25,"Cleveland","6","14","6",40
"301","302",25,"Cleveland","6","14","6",40
"301","303",25,"Cleveland","6","14","6",40
"301","304",25,"Cleveland","6","14","6",40
"301","301",26,"Cleveland","6","14","6",40
"301","302",26,"Cleveland","6","14","6",40
"301","303",26,"Cleveland","6","14","6",40
"301","304",26,"Cleveland","6","14","6",40
"301","301",27,"Cleveland","6","14","6",40
"301","302",27,"Cleveland","6","14","6",40
"301","303",27,"Cleveland","6","14","6",40
"301","304",27,"Cleveland","6","14","6",40
"301","301",28,"Cleveland","6","14","6",40
"301","302",28,"Cleveland","6","14","6",40
"301","303",28,"Cleveland","6","14","6",40
"301","304",28,"Cleveland","6","14","6",40
"301","301",29,"Cleveland","6","14","6",40
"301","302",29,"Cleveland","6","14","6",40
"301","303",29,"Cleveland","6","14","6",40
"301","304",29,"Cleveland","6","14","6",40
"301","301",30,"Cleveland","6","14","6",40
"301","302",30,"Cleveland","6","14","6",40
"301","303",30,"Cleveland","6","14","6",40
"301","304",30,"Cleveland","6","14","6",40
"302","305",1,"Cleveland","6","6","14",40
"302","306",1,"Cleveland","6","6","14",0
"302","307",1,"Cleveland","6","6","14",10
"302","308",1,"Cleveland","6","6","14",30
"302","305",2,"Cleveland","6","6","14",30
"302","306",2,"Cleveland","6","6","14",0
"302","307",2,"Cleveland","6","6","14",20
"302","308",2,"Cleveland","6","6","14",0
"302","305",3,"Cleveland","6","6","14",10
"302","306",3,"Cleveland","6","6","14",0
"302","307",3,"Cleveland","6","6","14",10
"302","308",3,"Cleveland","6","6","14",20
"302","305",4,"Cleveland","6","6","14",0
"302","306",4,"Cleveland","6","6","14",10
"302","307",4,"Cleveland","6","6","14",10
"302","308",4,"Cleveland","6","6","14",40
"302","305",5,"Cleveland","6","6","14",20
"302","306",5,"Cleveland","6","6","14",10
"302","307",5,"Cleveland","6","6","14",0
"302","308",5,"Cleveland","6","6","14",20
"302","305",6,"Cleveland","6","6","14",20
"302","306",6,"Cleveland","6","6","14",0
"302","307",6,"Cleveland","6","6","14",0
"302","308",6,"Cleveland","6","6","14",20
"302","305",7,"Cleveland","6","6","14",10
"302","306",7,"Cleveland","6","6","14",0
"302","307",7,"Cleveland","6","6","14",0
"302","308",7,"Cleveland","6","6","14",20
"302","305",8,"Cleveland","6","6","14",10
"302","306",8,"Cleveland","6","6","14",0
"302","307",8,"Cleveland","6","6","14",0
"302","308",8,"Cleveland","6","6","14",20
"302","305",9,"Cleveland","6","6","14",10
"302","306",9,"Cleveland","6","6","14",0
"302","307",9,"Cleveland","6","6","14",0
"302","308",9,"Cleveland","6","6","14",0
"302","305",10,"Cleveland","6","6","14",10
"302","306",10,"Cleveland","6","6","14",0
"302","307",10,"Cleveland","6","6","14",10
"302","308",10,"Cleveland","6","6","14",0
"302","305",11,"Cleveland","6","6","14",20
"302","306",11,"Cleveland","6","6","14",0
"302","307",11,"Cleveland","6","6","14",0
"302","308",11,"Cleveland","6","6","14",40
"302","305",12,"Cleveland","6","6","14",10
"302","306",12,"Cleveland","6","6","14",0
"302","307",12,"Cleveland","6","6","14",0
"302","308",12,"Cleveland","6","6","14",40
"302","305",13,"Cleveland","6","6","14",10
"302","306",13,"Cleveland","6","6","14",0
"302","307",13,"Cleveland","6","6","14",40
"302","308",13,"Cleveland","6","6","14",40
"302","305",14,"Cleveland","6","6","14",30
"302","306",14,"Cleveland","6","6","14",10
"302","307",14,"Cleveland","6","6","14",0
"302","308",14,"Cleveland","6","6","14",40
"302","305",15,"Cleveland","6","6","14",30
"302","306",15,"Cleveland","6","6","14",10
"302","307",15,"Cleveland","6","6","14",0
"302","308",15,"Cleveland","6","6","14",40
"302","305",16,"Cleveland","6","6","14",20
"302","306",16,"Cleveland","6","6","14",0
"302","307",16,"Cleveland","6","6","14",0
"302","308",16,"Cleveland","6","6","14",40
"302","305",17,"Cleveland","6","6","14",10
"302","306",17,"Cleveland","6","6","14",0
"302","307",17,"Cleveland","6","6","14",0
"302","308",17,"Cleveland","6","6","14",40
"302","305",18,"Cleveland","6","6","14",10
"302","306",18,"Cleveland","6","6","14",0
"302","307",18,"Cleveland","6","6","14",0
"302","308",18,"Cleveland","6","6","14",40
"302","305",19,"Cleveland","6","6","14",10
"302","306",19,"Cleveland","6","6","14",0
"302","307",19,"Cleveland","6","6","14",0
"302","308",19,"Cleveland","6","6","14",40
"302","305",20,"Cleveland","6","6","14",20
"302","306",20,"Cleveland","6","6","14",0
"302","307",20,"Cleveland","6","6","14",0
"302","308",20,"Cleveland","6","6","14",40
"302","305",21,"Cleveland","6","6","14",40
"302","306",21,"Cleveland","6","6","14",10
"302","307",21,"Cleveland","6","6","14",40
"302","308",21,"Cleveland","6","6","14",40
"302","305",22,"Cleveland","6","6","14",40
"302","306",22,"Cleveland","6","6","14",40
"302","307",22,"Cleveland","6","6","14",40
"302","308",22,"Cleveland","6","6","14",40
"302","305",23,"Cleveland","6","6","14",40
"302","306",23,"Cleveland","6","6","14",40
"302","307",23,"Cleveland","6","6","14",40
"302","308",23,"Cleveland","6","6","14",40
"302","305",24,"Cleveland","6","6","14",40
"302","306",24,"Cleveland","6","6","14",40
"302","307",24,"Cleveland","6","6","14",40
"302","308",24,"Cleveland","6","6","14",40
"302","305",25,"Cleveland","6","6","14",40
"302","306",25,"Cleveland","6","6","14",40
"302","307",25,"Cleveland","6","6","14",40
"302","308",25,"Cleveland","6","6","14",40
"302","305",26,"Cleveland","6","6","14",40
"302","306",26,"Cleveland","6","6","14",40
"302","307",26,"Cleveland","6","6","14",40
"302","308",26,"Cleveland","6","6","14",40
"302","305",27,"Cleveland","6","6","14",40
"302","306",27,"Cleveland","6","6","14",40
"302","307",27,"Cleveland","6","6","14",40
"302","308",27,"Cleveland","6","6","14",40
"302","305",28,"Cleveland","6","6","14",40
"302","306",28,"Cleveland","6","6","14",40
"302","307",28,"Cleveland","6","6","14",40
"302","308",28,"Cleveland","6","6","14",40
"302","305",29,"Cleveland","6","6","14",40
"302","306",29,"Cleveland","6","6","14",40
"302","307",29,"Cleveland","6","6","14",40
"302","308",29,"Cleveland","6","6","14",40
"302","305",30,"Cleveland","6","6","14",40
"302","306",30,"Cleveland","6","6","14",40
"302","307",30,"Cleveland","6","6","14",40
"302","308",30,"Cleveland","6","6","14",40
"303","309",1,"Cleveland","6","10","10",30
"303","310",1,"Cleveland","6","10","10",20
"303","311",1,"Cleveland","6","10","10",0
"303","312",1,"Cleveland","6","10","10",10
"303","309",2,"Cleveland","6","10","10",20
"303","310",2,"Cleveland","6","10","10",10
"303","311",2,"Cleveland","6","10","10",0
"303","312",2,"Cleveland","6","10","10",30
"303","309",3,"Cleveland","6","10","10",0
"303","310",3,"Cleveland","6","10","10",0
"303","311",3,"Cleveland","6","10","10",10
"303","312",3,"Cleveland","6","10","10",0
"303","309",4,"Cleveland","6","10","10",0
"303","310",4,"Cleveland","6","10","10",10
"303","311",4,"Cleveland","6","10","10",0
"303","312",4,"Cleveland","6","10","10",0
"303","309",5,"Cleveland","6","10","10",10
"303","310",5,"Cleveland","6","10","10",0
"303","311",5,"Cleveland","6","10","10",0
"303","312",5,"Cleveland","6","10","10",10
"303","309",6,"Cleveland","6","10","10",0
"303","310",6,"Cleveland","6","10","10",20
"303","311",6,"Cleveland","6","10","10",10
"303","312",6,"Cleveland","6","10","10",10
"303","309",7,"Cleveland","6","10","10",20
"303","310",7,"Cleveland","6","10","10",20
"303","311",7,"Cleveland","6","10","10",0
"303","312",7,"Cleveland","6","10","10",10
"303","309",8,"Cleveland","6","10","10",10
"303","310",8,"Cleveland","6","10","10",20
"303","311",8,"Cleveland","6","10","10",0
"303","312",8,"Cleveland","6","10","10",10
"303","309",9,"Cleveland","6","10","10",0
"303","310",9,"Cleveland","6","10","10",10
"303","311",9,"Cleveland","6","10","10",0
"303","312",9,"Cleveland","6","10","10",0
"303","309",10,"Cleveland","6","10","10",0
"303","310",10,"Cleveland","6","10","10",0
"303","311",10,"Cleveland","6","10","10",0
"303","312",10,"Cleveland","6","10","10",0
"303","309",11,"Cleveland","6","10","10",10
"303","310",11,"Cleveland","6","10","10",20
"303","311",11,"Cleveland","6","10","10",0
"303","312",11,"Cleveland","6","10","10",10
"303","309",12,"Cleveland","6","10","10",10
"303","310",12,"Cleveland","6","10","10",20
"303","311",12,"Cleveland","6","10","10",10
"303","312",12,"Cleveland","6","10","10",10
"303","309",13,"Cleveland","6","10","10",20
"303","310",13,"Cleveland","6","10","10",20
"303","311",13,"Cleveland","6","10","10",20
"303","312",13,"Cleveland","6","10","10",20
"303","309",14,"Cleveland","6","10","10",30
"303","310",14,"Cleveland","6","10","10",40
"303","311",14,"Cleveland","6","10","10",30
"303","312",14,"Cleveland","6","10","10",30
"303","309",15,"Cleveland","6","10","10",40
"303","310",15,"Cleveland","6","10","10",40
"303","311",15,"Cleveland","6","10","10",40
"303","312",15,"Cleveland","6","10","10",40
"303","309",16,"Cleveland","6","10","10",40
"303","310",16,"Cleveland","6","10","10",40
"303","311",16,"Cleveland","6","10","10",40
"303","312",16,"Cleveland","6","10","10",40
"303","309",17,"Cleveland","6","10","10",40
"303","310",17,"Cleveland","6","10","10",40
"303","311",17,"Cleveland","6","10","10",40
"303","312",17,"Cleveland","6","10","10",40
"303","309",18,"Cleveland","6","10","10",40
"303","310",18,"Cleveland","6","10","10",40
"303","311",18,"Cleveland","6","10","10",40
"303","312",18,"Cleveland","6","10","10",40
"303","309",19,"Cleveland","6","10","10",40
"303","310",19,"Cleveland","6","10","10",40
"303","311",19,"Cleveland","6","10","10",40
"303","312",19,"Cleveland","6","10","10",40
"303","309",20,"Cleveland","6","10","10",40
"303","310",20,"Cleveland","6","10","10",40
"303","311",20,"Cleveland","6","10","10",40
"303","312",20,"Cleveland","6","10","10",40
"303","309",21,"Cleveland","6","10","10",40
"303","310",21,"Cleveland","6","10","10",40
"303","311",21,"Cleveland","6","10","10",40
"303","312",21,"Cleveland","6","10","10",40
"303","309",22,"Cleveland","6","10","10",40
"303","310",22,"Cleveland","6","10","10",40
"303","311",22,"Cleveland","6","10","10",40
"303","312",22,"Cleveland","6","10","10",40
"303","309",23,"Cleveland","6","10","10",40
"303","310",23,"Cleveland","6","10","10",40
"303","311",23,"Cleveland","6","10","10",40
"303","312",23,"Cleveland","6","10","10",40
"303","309",24,"Cleveland","6","10","10",40
"303","310",24,"Cleveland","6","10","10",40
"303","311",24,"Cleveland","6","10","10",40
"303","312",24,"Cleveland","6","10","10",40
"303","309",25,"Cleveland","6","10","10",40
"303","310",25,"Cleveland","6","10","10",40
"303","311",25,"Cleveland","6","10","10",40
"303","312",25,"Cleveland","6","10","10",40
"303","309",26,"Cleveland","6","10","10",40
"303","310",26,"Cleveland","6","10","10",40
"303","311",26,"Cleveland","6","10","10",40
"303","312",26,"Cleveland","6","10","10",40
"303","309",27,"Cleveland","6","10","10",40
"303","310",27,"Cleveland","6","10","10",40
"303","311",27,"Cleveland","6","10","10",40
"303","312",27,"Cleveland","6","10","10",40
"303","309",28,"Cleveland","6","10","10",40
"303","310",28,"Cleveland","6","10","10",40
"303","311",28,"Cleveland","6","10","10",40
"303","312",28,"Cleveland","6","10","10",40
"303","309",29,"Cleveland","6","10","10",40
"303","310",29,"Cleveland","6","10","10",40
"303","311",29,"Cleveland","6","10","10",40
"303","312",29,"Cleveland","6","10","10",40
"303","309",30,"Cleveland","6","10","10",40
"303","310",30,"Cleveland","6","10","10",40
"303","311",30,"Cleveland","6","10","10",40
"303","312",30,"Cleveland","6","10","10",40
"304","313",1,"Cleveland","6","14","10",10
"304","314",1,"Cleveland","6","14","10",20
"304","315",1,"Cleveland","6","14","10",20
"304","316",1,"Cleveland","6","14","10",40
"304","313",2,"Cleveland","6","14","10",20
"304","314",2,"Cleveland","6","14","10",10
"304","315",2,"Cleveland","6","14","10",10
"304","316",2,"Cleveland","6","14","10",30
"304","313",3,"Cleveland","6","14","10",10
"304","314",3,"Cleveland","6","14","10",20
"304","315",3,"Cleveland","6","14","10",10
"304","316",3,"Cleveland","6","14","10",10
"304","313",4,"Cleveland","6","14","10",20
"304","314",4,"Cleveland","6","14","10",10
"304","315",4,"Cleveland","6","14","10",10
"304","316",4,"Cleveland","6","14","10",10
"304","313",5,"Cleveland","6","14","10",10
"304","314",5,"Cleveland","6","14","10",10
"304","315",5,"Cleveland","6","14","10",10
"304","316",5,"Cleveland","6","14","10",10
"304","313",6,"Cleveland","6","14","10",10
"304","314",6,"Cleveland","6","14","10",10
"304","315",6,"Cleveland","6","14","10",10
"304","316",6,"Cleveland","6","14","10",10
"304","313",7,"Cleveland","6","14","10",10
"304","314",7,"Cleveland","6","14","10",10
"304","315",7,"Cleveland","6","14","10",10
"304","316",7,"Cleveland","6","14","10",10
"304","313",8,"Cleveland","6","14","10",10
"304","314",8,"Cleveland","6","14","10",10
"304","315",8,"Cleveland","6","14","10",10
"304","316",8,"Cleveland","6","14","10",10
"304","313",9,"Cleveland","6","14","10",10
"304","314",9,"Cleveland","6","14","10",10
"304","315",9,"Cleveland","6","14","10",10
"304","316",9,"Cleveland","6","14","10",10
"304","313",10,"Cleveland","6","14","10",10
"304","314",10,"Cleveland","6","14","10",10
"304","315",10,"Cleveland","6","14","10",10
"304","316",10,"Cleveland","6","14","10",10
"304","313",11,"Cleveland","6","14","10",30
"304","314",11,"Cleveland","6","14","10",20
"304","315",11,"Cleveland","6","14","10",30
"304","316",11,"Cleveland","6","14","10",40
"304","313",12,"Cleveland","6","14","10",30
"304","314",12,"Cleveland","6","14","10",30
"304","315",12,"Cleveland","6","14","10",30
"304","316",12,"Cleveland","6","14","10",40
"304","313",13,"Cleveland","6","14","10",40
"304","314",13,"Cleveland","6","14","10",40
"304","315",13,"Cleveland","6","14","10",40
"304","316",13,"Cleveland","6","14","10",40
"304","313",14,"Cleveland","6","14","10",40
"304","314",14,"Cleveland","6","14","10",40
"304","315",14,"Cleveland","6","14","10",40
"304","316",14,"Cleveland","6","14","10",40
"304","313",15,"Cleveland","6","14","10",40
"304","314",15,"Cleveland","6","14","10",40
"304","315",15,"Cleveland","6","14","10",40
"304","316",15,"Cleveland","6","14","10",40
"304","313",16,"Cleveland","6","14","10",40
"304","314",16,"Cleveland","6","14","10",40
"304","315",16,"Cleveland","6","14","10",40
"304","316",16,"Cleveland","6","14","10",40
"304","313",17,"Cleveland","6","14","10",40
"304","314",17,"Cleveland","6","14","10",40
"304","315",17,"Cleveland","6","14","10",40
"304","316",17,"Cleveland","6","14","10",40
"304","313",18,"Cleveland","6","14","10",40
"304","314",18,"Cleveland","6","14","10",40
"304","315",18,"Cleveland","6","14","10",40
"304","316",18,"Cleveland","6","14","10",40
"304","313",19,"Cleveland","6","14","10",40
"304","314",19,"Cleveland","6","14","10",40
"304","315",19,"Cleveland","6","14","10",40
"304","316",19,"Cleveland","6","14","10",40
"304","313",20,"Cleveland","6","14","10",40
"304","314",20,"Cleveland","6","14","10",40
"304","315",20,"Cleveland","6","14","10",40
"304","316",20,"Cleveland","6","14","10",40
"304","313",21,"Cleveland","6","14","10",40
"304","314",21,"Cleveland","6","14","10",40
"304","315",21,"Cleveland","6","14","10",30
"304","316",21,"Cleveland","6","14","10",30
"304","313",22,"Cleveland","6","14","10",40
"304","314",22,"Cleveland","6","14","10",40
"304","315",22,"Cleveland","6","14","10",40
"304","316",22,"Cleveland","6","14","10",40
"304","313",23,"Cleveland","6","14","10",40
"304","314",23,"Cleveland","6","14","10",40
"304","315",23,"Cleveland","6","14","10",40
"304","316",23,"Cleveland","6","14","10",40
"304","313",24,"Cleveland","6","14","10",40
"304","314",24,"Cleveland","6","14","10",40
"304","315",24,"Cleveland","6","14","10",40
"304","316",24,"Cleveland","6","14","10",40
"304","313",25,"Cleveland","6","14","10",40
"304","314",25,"Cleveland","6","14","10",40
"304","315",25,"Cleveland","6","14","10",40
"304","316",25,"Cleveland","6","14","10",40
"304","313",26,"Cleveland","6","14","10",40
"304","314",26,"Cleveland","6","14","10",40
"304","315",26,"Cleveland","6","14","10",40
"304","316",26,"Cleveland","6","14","10",40
"304","313",27,"Cleveland","6","14","10",40
"304","314",27,"Cleveland","6","14","10",40
"304","315",27,"Cleveland","6","14","10",40
"304","316",27,"Cleveland","6","14","10",40
"304","313",28,"Cleveland","6","14","10",40
"304","314",28,"Cleveland","6","14","10",40
"304","315",28,"Cleveland","6","14","10",40
"304","316",28,"Cleveland","6","14","10",40
"304","313",29,"Cleveland","6","14","10",40
"304","314",29,"Cleveland","6","14","10",40
"304","315",29,"Cleveland","6","14","10",40
"304","316",29,"Cleveland","6","14","10",40
"304","313",30,"Cleveland","6","14","10",40
"304","314",30,"Cleveland","6","14","10",40
"304","315",30,"Cleveland","6","14","10",40
"304","316",30,"Cleveland","6","14","10",40
"401","401",1,"Cleveland","6","14","14",10
"401","402",1,"Cleveland","6","14","14",20
"401","403",1,"Cleveland","6","14","14",10
"401","404",1,"Cleveland","6","14","14",40
"401","401",2,"Cleveland","6","14","14",20
"401","402",2,"Cleveland","6","14","14",20
"401","403",2,"Cleveland","6","14","14",10
"401","404",2,"Cleveland","6","14","14",10
"401","401",3,"Cleveland","6","14","14",10
"401","402",3,"Cleveland","6","14","14",20
"401","403",3,"Cleveland","6","14","14",20
"401","404",3,"Cleveland","6","14","14",10
"401","401",4,"Cleveland","6","14","14",20
"401","402",4,"Cleveland","6","14","14",10
"401","403",4,"Cleveland","6","14","14",10
"401","404",4,"Cleveland","6","14","14",10
"401","401",5,"Cleveland","6","14","14",10
"401","402",5,"Cleveland","6","14","14",10
"401","403",5,"Cleveland","6","14","14",0
"401","404",5,"Cleveland","6","14","14",10
"401","401",6,"Cleveland","6","14","14",10
"401","402",6,"Cleveland","6","14","14",10
"401","403",6,"Cleveland","6","14","14",10
"401","404",6,"Cleveland","6","14","14",0
"401","401",7,"Cleveland","6","14","14",0
"401","402",7,"Cleveland","6","14","14",0
"401","403",7,"Cleveland","6","14","14",0
"401","404",7,"Cleveland","6","14","14",10
"401","401",8,"Cleveland","6","14","14",0
"401","402",8,"Cleveland","6","14","14",0
"401","403",8,"Cleveland","6","14","14",0
"401","404",8,"Cleveland","6","14","14",0
"401","401",9,"Cleveland","6","14","14",0
"401","402",9,"Cleveland","6","14","14",0
"401","403",9,"Cleveland","6","14","14",0
"401","404",9,"Cleveland","6","14","14",0
"401","401",10,"Cleveland","6","14","14",0
"401","402",10,"Cleveland","6","14","14",0
"401","403",10,"Cleveland","6","14","14",0
"401","404",10,"Cleveland","6","14","14",0
"401","401",11,"Cleveland","6","14","14",30
"401","402",11,"Cleveland","6","14","14",10
"401","403",11,"Cleveland","6","14","14",20
"401","404",11,"Cleveland","6","14","14",10
"401","401",12,"Cleveland","6","14","14",10
"401","402",12,"Cleveland","6","14","14",20
"401","403",12,"Cleveland","6","14","14",30
"401","404",12,"Cleveland","6","14","14",10
"401","401",13,"Cleveland","6","14","14",10
"401","402",13,"Cleveland","6","14","14",20
"401","403",13,"Cleveland","6","14","14",20
"401","404",13,"Cleveland","6","14","14",10
"401","401",14,"Cleveland","6","14","14",10
"401","402",14,"Cleveland","6","14","14",20
"401","403",14,"Cleveland","6","14","14",10
"401","404",14,"Cleveland","6","14","14",20
"401","401",15,"Cleveland","6","14","14",10
"401","402",15,"Cleveland","6","14","14",20
"401","403",15,"Cleveland","6","14","14",10
"401","404",15,"Cleveland","6","14","14",20
"401","401",16,"Cleveland","6","14","14",10
"401","402",16,"Cleveland","6","14","14",20
"401","403",16,"Cleveland","6","14","14",10
"401","404",16,"Cleveland","6","14","14",20
"401","401",17,"Cleveland","6","14","14",10
"401","402",17,"Cleveland","6","14","14",20
"401","403",17,"Cleveland","6","14","14",10
"401","404",17,"Cleveland","6","14","14",10
"401","401",18,"Cleveland","6","14","14",10
"401","402",18,"Cleveland","6","14","14",10
"401","403",18,"Cleveland","6","14","14",10
"401","404",18,"Cleveland","6","14","14",10
"401","401",19,"Cleveland","6","14","14",10
"401","402",19,"Cleveland","6","14","14",10
"401","403",19,"Cleveland","6","14","14",10
"401","404",19,"Cleveland","6","14","14",10
"401","401",20,"Cleveland","6","14","14",10
"401","402",20,"Cleveland","6","14","14",10
"401","403",20,"Cleveland","6","14","14",10
"401","404",20,"Cleveland","6","14","14",10
"401","401",21,"Cleveland","6","14","14",20
"401","402",21,"Cleveland","6","14","14",20
"401","403",21,"Cleveland","6","14","14",40
"401","404",21,"Cleveland","6","14","14",10
"401","401",22,"Cleveland","6","14","14",10
"401","402",22,"Cleveland","6","14","14",20
"401","403",22,"Cleveland","6","14","14",40
"401","404",22,"Cleveland","6","14","14",20
"401","401",23,"Cleveland","6","14","14",10
"401","402",23,"Cleveland","6","14","14",30
"401","403",23,"Cleveland","6","14","14",10
"401","404",23,"Cleveland","6","14","14",20
"401","401",24,"Cleveland","6","14","14",10
"401","402",24,"Cleveland","6","14","14",10
"401","403",24,"Cleveland","6","14","14",10
"401","404",24,"Cleveland","6","14","14",10
"401","401",25,"Cleveland","6","14","14",10
"401","402",25,"Cleveland","6","14","14",10
"401","403",25,"Cleveland","6","14","14",10
"401","404",25,"Cleveland","6","14","14",10
"401","401",26,"Cleveland","6","14","14",10
"401","402",26,"Cleveland","6","14","14",10
"401","403",26,"Cleveland","6","14","14",10
"401","404",26,"Cleveland","6","14","14",10
"401","401",27,"Cleveland","6","14","14",10
"401","402",27,"Cleveland","6","14","14",20
"401","403",27,"Cleveland","6","14","14",10
"401","404",27,"Cleveland","6","14","14",10
"401","401",28,"Cleveland","6","14","14",10
"401","402",28,"Cleveland","6","14","14",20
"401","403",28,"Cleveland","6","14","14",10
"401","404",28,"Cleveland","6","14","14",10
"401","401",29,"Cleveland","6","14","14",10
"401","402",29,"Cleveland","6","14","14",10
"401","403",29,"Cleveland","6","14","14",10
"401","404",29,"Cleveland","6","14","14",10
"401","401",30,"Cleveland","6","14","14",10
"401","402",30,"Cleveland","6","14","14",10
"401","403",30,"Cleveland","6","14","14",10
"401","404",30,"Cleveland","6","14","14",10
"402","405",1,"Cleveland","6","6","14",30
"402","406",1,"Cleveland","6","6","14",0
"402","407",1,"Cleveland","6","6","14",40
"402","408",1,"Cleveland","6","6","14",10
"402","405",2,"Cleveland","6","6","14",0
"402","406",2,"Cleveland","6","6","14",10
"402","407",2,"Cleveland","6","6","14",10
"402","408",2,"Cleveland","6","6","14",30
"402","405",3,"Cleveland","6","6","14",0
"402","406",3,"Cleveland","6","6","14",10
"402","407",3,"Cleveland","6","6","14",0
"402","408",3,"Cleveland","6","6","14",30
"402","405",4,"Cleveland","6","6","14",0
"402","406",4,"Cleveland","6","6","14",0
"402","407",4,"Cleveland","6","6","14",0
"402","408",4,"Cleveland","6","6","14",0
"402","405",5,"Cleveland","6","6","14",0
"402","406",5,"Cleveland","6","6","14",0
"402","407",5,"Cleveland","6","6","14",10
"402","408",5,"Cleveland","6","6","14",0
"402","405",6,"Cleveland","6","6","14",0
"402","406",6,"Cleveland","6","6","14",0
"402","407",6,"Cleveland","6","6","14",0
"402","408",6,"Cleveland","6","6","14",0
"402","405",7,"Cleveland","6","6","14",0
"402","406",7,"Cleveland","6","6","14",0
"402","407",7,"Cleveland","6","6","14",0
"402","408",7,"Cleveland","6","6","14",0
"402","405",8,"Cleveland","6","6","14",0
"402","406",8,"Cleveland","6","6","14",0
"402","407",8,"Cleveland","6","6","14",0
"402","408",8,"Cleveland","6","6","14",0
"402","405",9,"Cleveland","6","6","14",0
"402","406",9,"Cleveland","6","6","14",0
"402","407",9,"Cleveland","6","6","14",0
"402","408",9,"Cleveland","6","6","14",0
"402","405",10,"Cleveland","6","6","14",0
"402","406",10,"Cleveland","6","6","14",0
"402","407",10,"Cleveland","6","6","14",0
"402","408",10,"Cleveland","6","6","14",0
"402","405",11,"Cleveland","6","6","14",0
"402","406",11,"Cleveland","6","6","14",10
"402","407",11,"Cleveland","6","6","14",0
"402","408",11,"Cleveland","6","6","14",40
"402","405",12,"Cleveland","6","6","14",0
"402","406",12,"Cleveland","6","6","14",10
"402","407",12,"Cleveland","6","6","14",0
"402","408",12,"Cleveland","6","6","14",40
"402","405",13,"Cleveland","6","6","14",0
"402","406",13,"Cleveland","6","6","14",10
"402","407",13,"Cleveland","6","6","14",0
"402","408",13,"Cleveland","6","6","14",10
"402","405",14,"Cleveland","6","6","14",0
"402","406",14,"Cleveland","6","6","14",0
"402","407",14,"Cleveland","6","6","14",0
"402","408",14,"Cleveland","6","6","14",0
"402","405",15,"Cleveland","6","6","14",0
"402","406",15,"Cleveland","6","6","14",0
"402","407",15,"Cleveland","6","6","14",0
"402","408",15,"Cleveland","6","6","14",0
"402","405",16,"Cleveland","6","6","14",0
"402","406",16,"Cleveland","6","6","14",0
"402","407",16,"Cleveland","6","6","14",0
"402","408",16,"Cleveland","6","6","14",0
"402","405",17,"Cleveland","6","6","14",0
"402","406",17,"Cleveland","6","6","14",0
"402","407",17,"Cleveland","6","6","14",0
"402","408",17,"Cleveland","6","6","14",0
"402","405",18,"Cleveland","6","6","14",0
"402","406",18,"Cleveland","6","6","14",0
"402","407",18,"Cleveland","6","6","14",0
"402","408",18,"Cleveland","6","6","14",0
"402","405",19,"Cleveland","6","6","14",0
"402","406",19,"Cleveland","6","6","14",0
"402","407",19,"Cleveland","6","6","14",0
"402","408",19,"Cleveland","6","6","14",0
"402","405",20,"Cleveland","6","6","14",0
"402","406",20,"Cleveland","6","6","14",0
"402","407",20,"Cleveland","6","6","14",0
"402","408",20,"Cleveland","6","6","14",0
"402","405",21,"Cleveland","6","6","14",10
"402","406",21,"Cleveland","6","6","14",40
"402","407",21,"Cleveland","6","6","14",30
"402","408",21,"Cleveland","6","6","14",40
"402","405",22,"Cleveland","6","6","14",10
"402","406",22,"Cleveland","6","6","14",40
"402","407",22,"Cleveland","6","6","14",20
"402","408",22,"Cleveland","6","6","14",40
"402","405",23,"Cleveland","6","6","14",10
"402","406",23,"Cleveland","6","6","14",40
"402","407",23,"Cleveland","6","6","14",10
"402","408",23,"Cleveland","6","6","14",40
"402","405",24,"Cleveland","6","6","14",10
"402","406",24,"Cleveland","6","6","14",20
"402","407",24,"Cleveland","6","6","14",10
"402","408",24,"Cleveland","6","6","14",20
"402","405",25,"Cleveland","6","6","14",10
"402","406",25,"Cleveland","6","6","14",10
"402","407",25,"Cleveland","6","6","14",10
"402","408",25,"Cleveland","6","6","14",10
"402","405",26,"Cleveland","6","6","14",10
"402","406",26,"Cleveland","6","6","14",10
"402","407",26,"Cleveland","6","6","14",10
"402","408",26,"Cleveland","6","6","14",10
"402","405",27,"Cleveland","6","6","14",10
"402","406",27,"Cleveland","6","6","14",10
"402","407",27,"Cleveland","6","6","14",10
"402","408",27,"Cleveland","6","6","14",10
"402","405",28,"Cleveland","6","6","14",10
"402","406",28,"Cleveland","6","6","14",10
"402","407",28,"Cleveland","6","6","14",10
"402","408",28,"Cleveland","6","6","14",10
"402","405",29,"Cleveland","6","6","14",10
"402","406",29,"Cleveland","6","6","14",10
"402","407",29,"Cleveland","6","6","14",10
"402","408",29,"Cleveland","6","6","14",10
"402","405",30,"Cleveland","6","6","14",10
"402","406",30,"Cleveland","6","6","14",10
"402","407",30,"Cleveland","6","6","14",10
"402","408",30,"Cleveland","6","6","14",10
"403","409",1,"Cleveland","6","10","10",20
"403","410",1,"Cleveland","6","10","10",20
"403","411",1,"Cleveland","6","10","10",30
"403","412",1,"Cleveland","6","10","10",10
"403","409",2,"Cleveland","6","10","10",10
