"country","period","growth","yssw","yssm","pinv","lgdp","gini"
"CPV","1981-85",0.0237943641841412,NA,NA,59.7000007629395,6.95844841003418,NA
"CPV","1986-90",0.00113744731061161,NA,NA,89.8199996948242,6.96413564682007,NA
"CPV","1991-95",0.0125997066497803,NA,NA,102.51000213623,6.98933506011963,NA
"CRI","1961-65",0.031944751739502,0.42399999499321,0.453000009059906,62.4599990844727,7.8075098991394,50
"CRI","1966-70",0.0332669243216515,0.419999986886978,0.462000012397766,74.2099990844727,7.97384452819824,NA
"CRI","1971-75",0.0261114127933979,0.689999997615814,0.758000016212463,79.7600021362305,8.10440158843994,44.4000015258789
"CRI","1976-80",0.0232542045414448,0.796999990940094,0.837999999523163,89.5800018310547,8.22067260742188,45
"CRI","1981-85",-0.0309558864682913,1.02100002765656,1.0110000371933,75.8099975585938,8.06589317321777,47
"CRI","1986-90",0.0188678745180368,1.24399995803833,1.14800000190735,63.6399993896484,8.16023254394531,46.0699996948242
"CRI","1991-95",0.00990390777587891,1.3309999704361,1.23699998855591,64.5599975585938,8.18004035949707,NA
"CSK","1961-65",0.0231820102781057,NA,NA,132.020004272461,7.49554204940796,22.6100006103516
"CSK","1966-70",0.0672944039106369,NA,NA,143.580001831055,7.8320140838623,22.5
"CSK","1971-75",0.0511253364384174,NA,NA,101.73999786377,8.0876407623291,21.0100002288818
"CSK","1976-80",0.0273582451045513,NA,NA,92.5999984741211,8.22443199157715,20.6700000762939
"CSK","1981-85",0.00988292694091797,NA,NA,72.9400024414062,8.27384662628174,19.8600006103516
"CSK","1986-90",0.00873508490622044,NA,NA,59.8400001525879,8.3175220489502,20.0699996948242
"CSK","1991-95",NA,NA,NA,NA,NA,24.5100002288818
"CTE","1961-65",NA,NA,NA,NA,NA,NA
"CTE","1966-70",NA,NA,NA,NA,NA,NA
"CTE","1971-75",NA,NA,NA,NA,NA,NA
"CTE","1976-80",NA,NA,NA,NA,NA,NA
"CTE","1981-85",NA,NA,NA,NA,NA,NA
"CTE","1986-90",NA,NA,NA,NA,NA,NA
"CTE","1991-95",NA,NA,NA,NA,NA,NA
"CUB","1961-65",NA,NA,NA,NA,NA,NA
"CUB","1966-70",NA,NA,NA,NA,NA,NA
"CUB","1971-75",NA,NA,NA,NA,NA,NA
"CUB","1976-80",NA,NA,NA,NA,NA,NA
"CUB","1981-85",NA,NA,NA,NA,NA,NA
"CUB","1986-90",NA,NA,NA,NA,NA,NA
"CUB","1991-95",NA,NA,NA,NA,NA,NA
"CXR","1961-65",NA,NA,NA,NA,NA,NA
"CXR","1966-70",NA,NA,NA,NA,NA,NA
"CXR","1971-75",NA,NA,NA,NA,NA,NA
"CXR","1976-80",NA,NA,NA,NA,NA,NA
"CXR","1981-85",NA,NA,NA,NA,NA,NA
"CXR","1986-90",NA,NA,NA,NA,NA,NA
"CXR","1991-95",NA,NA,NA,NA,NA,NA
"CYM","1961-65",NA,NA,NA,NA,NA,NA
"CYM","1966-70",NA,NA,NA,NA,NA,NA
"CYM","1971-75",NA,NA,NA,NA,NA,NA
"CYM","1976-80",NA,NA,NA,NA,NA,NA
"CYM","1981-85",NA,NA,NA,NA,NA,NA
"CYM","1986-90",NA,NA,NA,NA,NA,NA
"CYM","1991-95",NA,NA,NA,NA,NA,NA
"CYP","1961-65",0.057610034942627,0.493000000715256,1.08599996566772,53.9199981689453,7.90728378295898,NA
"CYP","1966-70",0.0646053329110146,0.639999985694885,1.2610000371933,53.0999984741211,8.23031044006348,NA
"CYP","1971-75",-0.0282882694154978,1.23699998855591,2.1010000705719,87.6999969482422,8.08886909484863,NA
"CYP","1976-80",0.0971298217773438,1.37100005149841,2.05100011825562,102.419998168945,8.57451820373535,NA
"CYP","1981-85",0.0405765548348427,2.03600001335144,2.70099997520447,67.5100021362305,8.77740097045898,NA
"CYP","1986-90",0.0509538650512695,2.22399997711182,2.88599991798401,88.4000015258789,9.03217029571533,NA
"CYP","1991-95",0.0475573539733887,2.48099994659424,2.96000003814697,93.5100021362305,9.12728500366211,NA
"CZE","1961-65",NA,NA,NA,NA,NA,NA
"CZE","1966-70",NA,NA,NA,NA,NA,NA
"CZE","1971-75",NA,NA,NA,NA,NA,NA
"CZE","1976-80",NA,NA,NA,NA,NA,NA
"CZE","1981-85",NA,NA,NA,NA,NA,NA
"CZE","1986-90",NA,NA,NA,NA,NA,NA
"CZE","1991-95",NA,NA,NA,NA,NA,NA
"DDR","1961-65",NA,NA,NA,NA,NA,NA
"DDR","1966-70",NA,NA,NA,104.940002441406,8.48156642913818,NA
"DDR","1971-75",0.0510808937251568,NA,NA,76.6100006103516,8.73697090148926,NA
"DDR","1976-80",0.0407840721309185,NA,NA,73.1100006103516,8.94089126586914,NA
"DDR","1981-85",0.0401697158813477,NA,NA,64.1399993896484,9.14173984527588,NA
"DDR","1986-90",0.0370604209601879,NA,NA,71.3000030517578,9.25292110443115,NA
"DDR","1991-95",NA,NA,NA,NA,NA,NA
"DEU","1961-65",NA,3.93199992179871,5.28700017929077,NA,NA,NA
"DEU","1966-70",NA,3.97300004959106,5.2480001449585,NA,NA,NA
"DEU","1971-75",NA,3.86999988555908,4.16499996185303,NA,NA,NA
"DEU","1976-80",NA,4.44199991226196,4.69600009918213,NA,NA,NA
"DEU","1981-85",NA,4.99499988555908,5.17999982833862,NA,NA,NA
"DEU","1986-90",NA,4.81400012969971,5.37400007247925,NA,NA,NA
"DEU","1991-95",NA,4.31599998474121,4.9539999961853,NA,NA,NA
"DFA","1961-65",0.0371734611690044,NA,NA,73.6399993896484,8.97613620758057,28.1299991607666
"DFA","1966-70",0.0349969863891602,NA,NA,75.7900009155273,9.15112113952637,33.5699996948242
"DFA","1971-75",0.0137149812653661,NA,NA,98.879997253418,9.21969604492188,30.6200008392334
"DFA","1976-80",0.0332553870975971,NA,NA,120.430000305176,9.38597297668457,32.060001373291
"DFA","1981-85",0.0100614549592137,NA,NA,67.5100021362305,9.43628025054932,32.2000007629395
"DFA","1986-90",0.0269195549190044,NA,NA,110.230003356934,9.57087802886963,NA
"DFA","1991-95",0.0126686096191406,NA,NA,117.629997253418,9.59621524810791,NA
"DJI","1961-65",NA,NA,NA,NA,NA,NA
"DJI","1966-70",NA,NA,NA,93.2300033569336,7.54855585098267,NA
"DJI","1971-75",-0.0240445137023926,NA,NA,145.610000610352,7.4283332824707,NA
"DJI","1976-80",-0.0182792656123638,NA,NA,153.039993286133,7.33693695068359,NA
"DJI","1981-85",-0.0601576790213585,NA,NA,128.830001831055,7.03614854812622,NA
"DJI","1986-90",0.0282125473022461,NA,NA,135.779998779297,7.09257364273071,NA
"DJI","1991-95",NA,NA,NA,NA,NA,NA
"DMA","1961-65",NA,NA,NA,NA,NA,NA
"DMA","1966-70",NA,NA,NA,NA,NA,NA
"DMA","1971-75",NA,NA,NA,NA,NA,NA
"DMA","1976-80",NA,NA,NA,NA,NA,NA
"DMA","1981-85",NA,NA,NA,81.7300033569336,7.84893369674683,NA
"DMA","1986-90",NA,NA,NA,NA,NA,NA
"DMA","1991-95",NA,NA,NA,NA,NA,NA
"DNK","1961-65",0.0442970283329487,2.68899989128113,3.16400003433228,78.9599990844727,9.04026317596436,NA
"DNK","1966-70",0.0273040775209665,2.56800007820129,3.30699992179871,76.4899978637695,9.17678356170654,NA
"DNK","1971-75",0.011376571841538,2.51300001144409,3.6470000743866,116.089996337891,9.23366641998291,NA
"DNK","1976-80",0.0205202102661133,2.54200005531311,3.95900011062622,122.459999084473,9.33626747131348,31
"DNK","1981-85",0.0268098823726177,2.60500001907349,4.3600001335144,74.620002746582,9.47031688690186,30.9899997711182
"DNK","1986-90",0.0139949796721339,3.02300000190735,4.87900018692017,119.680000305176,9.54029178619385,33.1500015258789
"DNK","1991-95",0.0064997673034668,2.90599989891052,4.58400011062622,125.01000213623,9.55329132080078,33.2000007629395
"DOM","1961-65",0.0123315807431936,0.100000001490116,0.184000000357628,90.7799987792969,7.14755916595459,NA
"DOM","1966-70",0.0378755554556847,0.395999997854233,0.513999998569489,79.120002746582,7.33693695068359,NA
"DOM","1971-75",0.0488545410335064,0.444999992847443,0.519999980926514,78.8300018310547,7.58120965957642,NA
"DOM","1976-80",0.0355955138802528,0.535000026226044,0.595000028610229,81.7900009155273,7.7591872215271,45
"DOM","1981-85",-0.0208539962768555,0.669000029563904,0.792999982833862,44.7200012207031,7.65491724014282,43.2900009155273
"DOM","1986-90",0.00514402380213141,0.888000011444092,0.958000004291534,40.439998626709,7.68063735961914,50.4599990844727
"DOM","1991-95",0.019024133682251,1.15699994564056,1.10500001907349,39.7000007629395,7.71868562698364,49
"DZA","1961-65",-0.0168227199465036,0.119999997317791,0.116999998688698,104.330001831055,7.36770868301392,NA
"DZA","1966-70",0.0284348484128714,0.0439999997615814,0.256000012159348,97.5400009155273,7.50988292694092,NA
"DZA","1971-75",0.0498608574271202,0.0850000008940697,0.308999985456467,125.190002441406,7.7591872215271,NA
"DZA","1976-80",0.0326148048043251,0.131999999284744,0.446999996900558,142.699996948242,7.92226123809814,NA
"DZA","1981-85",0.016019631177187,0.25900000333786,0.657999992370605,121.629997253418,8.00235939025879,NA
"DZA","1986-90",-0.0146466251462698,0.51800000667572,1.03100001811981,112.110000610352,7.92912626266479,45.3300018310547
"DZA","1991-95",-0.0105533599853516,0.860000014305115,1.47699999809265,91.3399963378906,7.90801954269409,NA
"ECU","1961-65",0.0170483589172363,0.310000002384186,0.456999987363815,31.3600006103516,7.37211799621582,NA
"ECU","1966-70",0.0234588626772165,0.33500000834465,0.495999991893768,31.8700008392334,7.48941230773926,NA
"ECU","1971-75",0.0797843933105469,0.629999995231628,0.745000004768372,42.0999984741211,7.88833427429199,NA
"ECU","1976-80",0.0388753898441792,1.10699999332428,1.24000000953674,55.2400016784668,8.0827112197876,NA
"ECU","1981-85",-0.021154498681426,1.25300002098083,1.49600005149841,43.9700012207031,7.97693872451782,NA
"ECU","1986-90",-0.0111532211303711,1.49300003051758,1.73199999332428,35.5699996948242,7.92117261886597,NA
"ECU","1991-95",0.0134296417236328,1.71200001239777,1.84599995613098,36.8300018310547,7.94803190231323,49.5999984741211
"EGY","1961-65",0.0471345894038677,NA,NA,274.029998779297,6.931471824646,46.5999984741211
"EGY","1966-70",0.0254572872072458,NA,NA,281.970001220703,7.05875825881958,NA
"EGY","1971-75",0.0211924556642771,0.214000001549721,0.707000017166138,253.779998779297,7.16472053527832,44.5999984741211
"EGY","1976-80",0.0481550209224224,0.368000000715256,1.01800000667572,203.970001220703,7.40549564361572,NA
"EGY","1981-85",0.0343252196907997,0.515999972820282,1.36300003528595,157.690002441406,7.57712173461914,NA
"EGY","1986-90",-0.00424337387084961,0.712000012397766,1.625,140.990005493164,7.55590486526489,NA
"EGY","1991-95",-0.0113730430603027,0.976999998092651,1.86000001430511,122.220001220703,7.53315877914429,38.5999984741211
"ERI","1961-65",NA,NA,NA,NA,NA,NA
"ERI","1966-70",NA,NA,NA,NA,NA,NA
"ERI","1971-75",NA,NA,NA,NA,NA,NA
"ERI","1976-80",NA,NA,NA,NA,NA,NA
"ERI","1981-85",NA,NA,NA,NA,NA,NA
"ERI","1986-90",NA,NA,NA,NA,NA,NA
"ERI","1991-95",NA,NA,NA,NA,NA,NA
"ESH","1961-65",NA,NA,NA,NA,NA,NA
"ESH","1966-70",NA,NA,NA,NA,NA,NA
"ESH","1971-75",NA,NA,NA,NA,NA,NA
"ESH","1976-80",NA,NA,NA,NA,NA,NA
"ESH","1981-85",NA,NA,NA,NA,NA,NA
"ESH","1986-90",NA,NA,NA,NA,NA,NA
"ESH","1991-95",NA,NA,NA,NA,NA,NA
"ESP","1961-65",0.0765808075666428,0.314999997615814,0.619000017642975,56.0800018310547,8.42945384979248,31.9899997711182
"ESP","1966-70",0.0493244156241417,0.361000001430511,0.734000027179718,49.4300003051758,8.67607593536377,NA
"ESP","1971-75",0.0422048568725586,0.472000002861023,0.943000018596649,77.1500015258789,8.88710021972656,37.1100006103516
"ESP","1976-80",0.00415649404749274,0.888000011444092,1.38399994373322,94.0500030517578,8.90788269042969,33.3899993896484
"ESP","1981-85",0.00391273479908705,1.12300002574921,1.63399994373322,52.939998626709,8.92744636535645,31.7900009155273
"ESP","1986-90",0.048059843480587,1.57700002193451,2.06900000572205,92.5400009155273,9.16774559020996,32.5099983215332
"ESP","1991-95",0.0112981796264648,2.01699995994568,2.41700005531311,93.1900024414062,9.19034194946289,NA
"EST","1961-65",NA,NA,NA,NA,NA,NA
"EST","1966-70",NA,NA,NA,NA,NA,NA
"EST","1971-75",NA,NA,NA,NA,NA,NA
"EST","1976-80",NA,NA,NA,NA,NA,NA
"EST","1981-85",NA,NA,NA,NA,NA,NA
"EST","1986-90",NA,NA,NA,NA,NA,NA
"EST","1991-95",NA,NA,NA,NA,NA,43.2299995422363
"ETH","1961-65",0.0241609569638968,NA,NA,152.639999389648,5.66988086700439,NA
"ETH","1966-70",0.00409574527293444,NA,NA,144.669998168945,5.69035959243774,NA
"ETH","1971-75",0.00664510717615485,NA,NA,118.910003662109,5.72358512878418,NA
"ETH","1976-80",0.0101932529360056,NA,NA,115.349998474121,5.77455139160156,NA
"ETH","1981-85",-0.0148215293884277,NA,NA,135.259994506836,5.70044374465942,NA
"ETH","1986-90",0.0425596237182617,NA,NA,138.009994506836,5.74300336837769,NA
"ETH","1991-95",NA,NA,NA,NA,NA,NA
"FIN","1961-65",0.0415891632437706,0.787999987602234,0.757000029087067,67.3499984741211,8.78170871734619,NA
"FIN","1966-70",0.0437795631587505,1.24199998378754,1.307000041008,59.0900001525879,9.00060653686523,31.7999992370605
"FIN","1971-75",0.0339696891605854,1.88699996471405,1.87999999523163,96.7300033569336,9.17045497894287,27
"FIN","1976-80",0.0243114475160837,2.6010000705719,2.80599999427795,104.199996948242,9.29201221466064,30.8600006103516
"FIN","1981-85",0.0209781639277935,2.18099999427795,2.45900011062622,71.9100036621094,9.3969030380249,30.8400001525879
"FIN","1986-90",0.0308229438960552,3.33999991416931,3.60599994659424,129.270004272461,9.55101776123047,26.1900005340576
"FIN","1991-95",-0.0791778564453125,3.46900010108948,3.90199995040894,99.2699966430664,9.39266204833984,26.1100006103516
"FJI","1961-65",0.00487375259399414,0.33500000834465,0.497999995946884,59.4099998474121,7.67786359786987,NA
"FJI","1966-70",0.0364643111824989,0.310000002384186,0.495000004768372,52.810001373291,7.86018514633179,NA
"FJI","1971-75",0.0493865013122559,0.30799999833107,0.533999979496002,79.0100021362305,8.10711765289307,NA
"FJI","1976-80",0.0168136600404978,0.412999987602234,0.822000026702881,90.0899963378906,8.19118595123291,42.5
"FJI","1981-85",-0.0190565101802349,0.777999997138977,1.03100001811981,70.6100006103516,8.09590339660645,NA
"FJI","1986-90",0.0399789810180664,1.06900000572205,1.20500004291534,55,8.29579830169678,NA
"FJI","1991-95",NA,1.16199994087219,1.27199995517731,56.5099983215332,NA,NA
"FLK","1961-65",NA,NA,NA,NA,NA,NA
"FLK","1966-70",NA,NA,NA,NA,NA,NA
"FLK","1971-75",NA,NA,NA,NA,NA,NA
"FLK","1976-80",NA,NA,NA,NA,NA,NA
"FLK","1981-85",NA,NA,NA,NA,NA,NA
"FLK","1986-90",NA,NA,NA,NA,NA,NA
"FLK","1991-95",NA,NA,NA,NA,NA,NA
"FOS","1961-65",NA,NA,NA,NA,NA,NA
"FOS","1966-70",NA,NA,NA,NA,NA,NA
"FOS","1971-75",NA,NA,NA,NA,NA,NA
"FOS","1976-80",NA,NA,NA,NA,NA,NA
"FOS","1981-85",NA,NA,NA,NA,NA,NA
"FOS","1986-90",NA,NA,NA,NA,NA,NA
"FOS","1991-95",NA,NA,NA,NA,NA,NA
"FRA","1961-65",0.045321274548769,1.45099997520447,1.625,90.2200012207031,8.89617729187012,47
"FRA","1966-70",0.0461563095450401,1.51600003242493,1.62199997901917,73.5,9.1269588470459,44
"FRA","1971-75",0.0225297920405865,1.73300004005432,1.79900002479553,104.800003051758,9.23960781097412,43
"FRA","1976-80",0.0265022274106741,2.38100004196167,2.34100008010864,117.26000213623,9.37211894989014,34.8499984741211
"FRA","1981-85",0.00751285534352064,2.68499994277954,2.84899997711182,63.810001373291,9.40968322753906,34.9099998474121
"FRA","1986-90",0.0260498039424419,2.70499992370605,3.19700002670288,98.8000030517578,9.53993225097656,NA
"FRA","1991-95",0.000503063201904297,2.98300004005432,3.3989999294281,97.6100006103516,9.54093837738037,NA
"FRO","1961-65",NA,NA,NA,NA,NA,NA
"FRO","1966-70",NA,NA,NA,NA,NA,NA
"FRO","1971-75",NA,NA,NA,NA,NA,NA
"FRO","1976-80",NA,NA,NA,NA,NA,NA
"FRO","1981-85",NA,NA,NA,NA,NA,NA
"FRO","1986-90",NA,NA,NA,NA,NA,NA
"FRO","1991-95",NA,NA,NA,NA,NA,NA
"FSM","1961-65",NA,NA,NA,NA,NA,NA
"FSM","1966-70",NA,NA,NA,NA,NA,NA
"FSM","1971-75",NA,NA,NA,NA,NA,NA
"FSM","1976-80",NA,NA,NA,NA,NA,NA
"FSM","1981-85",NA,NA,NA,NA,NA,NA
"FSM","1986-90",NA,NA,NA,NA,NA,NA
"FSM","1991-95",NA,NA,NA,NA,NA,NA
"GAB","1961-65",0.0737683326005936,NA,NA,129.350006103516,7.85825395584106,NA
"GAB","1966-70",0.0717829689383507,NA,NA,104.089996337891,8.2171688079834,NA
"GAB","1971-75",0.0858592987060547,NA,NA,172.440002441406,8.64646530151367,59.2700004577637
"GAB","1976-80",-0.034143827855587,NA,NA,187.259994506836,8.47574615478516,63.1800003051758
"GAB","1981-85",-0.0327713005244732,NA,NA,117.379997253418,8.3118896484375,NA
"GAB","1986-90",-0.00567913055419922,NA,NA,170.919998168945,8.2834939956665,NA
"GAB","1991-95",-0.0443563461303711,NA,NA,173.5,8.19478130340576,NA
"GBR","1961-65",0.0236379615962505,1.13800001144409,1.01499998569489,85.1699981689453,8.94624423980713,24.2999992370605
"GBR","1966-70",0.0211841575801373,1.60399997234344,1.45099997520447,69.1399993896484,9.05216503143311,25.1000003814697
"GBR","1971-75",0.0173788070678711,1.81299996376038,1.84800004959106,91.629997253418,9.13905906677246,23.2999992370605
"GBR","1976-80",0.0175685882568359,1.95700001716614,1.99399995803833,127.839996337891,9.22690200805664,24.8999996185303
"GBR","1981-85",0.0200130455195904,2.1340000629425,2.18499994277954,71.5800018310547,9.32696723937988,27.1000003814697
"GBR","1986-90",0.0324583053588867,2.33100008964539,2.36999988555908,106.279998779297,9.48925876617432,32.2999992370605
"GBR","1991-95",-0.0190067291259766,2.5220000743866,2.52099990844727,96.3600006103516,9.45124530792236,32.4000015258789
"GEO","1961-65",NA,NA,NA,NA,NA,NA
"GEO","1966-70",NA,NA,NA,NA,NA,NA
"GEO","1971-75",NA,NA,NA,NA,NA,NA
"GEO","1976-80",NA,NA,NA,NA,NA,NA
"GEO","1981-85",NA,NA,NA,NA,NA,NA
"GEO","1986-90",NA,NA,NA,NA,NA,NA
"GEO","1991-95",NA,NA,NA,NA,NA,NA
"GHA","1961-65",-0.00247611990198493,0.0500000007450581,0.248999997973442,172.429992675781,6.7833251953125,NA
"GHA","1966-70",0.0363510139286518,0.335999995470047,1.307000041008,133.220001220703,6.96508026123047,NA
"GHA","1971-75",-0.0294499397277832,0.340999990701675,1.18400001525879,193.309997558594,6.81783056259155,NA
"GHA","1976-80",0.0131263732910156,0.337999999523163,1.12399995326996,268,6.88346242904663,NA
"GHA","1981-85",-0.0417801849544048,0.50900000333786,1.34700000286102,145.240005493164,6.67456150054932,NA
"GHA","1986-90",0.0260106083005667,0.649999976158142,1.51300001144409,96.9700012207031,6.80461454391479,43.3400001525879
"GHA","1991-95",0.029071569442749,0.617999970912933,1.83800005912781,90.2900009155273,6.86275768280029,40.5099983215332
"GIB","1961-65",NA,NA,NA,NA,NA,NA
"GIB","1966-70",NA,NA,NA,NA,NA,NA
"GIB","1971-75",NA,NA,NA,NA,NA,NA
"GIB","1976-80",NA,NA,NA,NA,NA,NA
"GIB","1981-85",NA,NA,NA,NA,NA,NA
"GIB","1986-90",NA,NA,NA,NA,NA,NA
"GIB","1991-95",NA,NA,NA,NA,NA,NA
"GIN","1961-65",-0.00507268914952874,NA,NA,162.25,6.30078601837158,NA
"GIN","1966-70",-0.0308913234621286,NA,NA,158.029998779297,6.14632940292358,NA
"GIN","1971-75",0.076909638941288,NA,NA,182.600006103516,6.53087759017944,NA
"GIN","1976-80",0.0349522605538368,NA,NA,166.130004882812,6.70563888549805,NA
"GIN","1981-85",-0.0275121685117483,NA,NA,161.169998168945,6.56807804107666,NA
"GIN","1986-90",0.0148817058652639,NA,NA,168.550003051758,6.64248657226562,NA
"GIN","1991-95",-0.0179181098937988,NA,NA,162.070007324219,6.60665035247803,47
"GLP","1961-65",NA,NA,NA,NA,NA,NA
"GLP","1966-70",NA,NA,NA,NA,NA,NA
"GLP","1971-75",NA,NA,NA,NA,NA,NA
"GLP","1976-80",NA,NA,NA,NA,NA,NA
"GLP","1981-85",NA,NA,NA,NA,NA,NA
"GLP","1986-90",NA,NA,NA,NA,NA,NA
"GLP","1991-95",NA,NA,NA,NA,NA,NA
"GMB","1961-65",0.0369067192077637,0.090999998152256,0.294999986886978,141.389999389648,6.58479118347168,NA
"GMB","1966-70",-0.000553226447664201,0.0939999967813492,0.282000005245209,143.229995727539,6.58202505111694,NA
"GMB","1971-75",0.0202671997249126,0.116999998688698,0.314999997615814,110.849998474121,6.6833610534668,NA
"GMB","1976-80",0.0482502952218056,0.131999999284744,0.354999989271164,138.630004882812,6.92461252212524,NA
"GMB","1981-85",-0.0559042915701866,0.153999999165535,0.437000006437302,80.4800033569336,6.64509105682373,NA
"GMB","1986-90",0.00765399914234877,0.195999994874001,0.514999985694885,85.370002746582,6.6833610534668,NA
"GMB","1991-95",NA,0.24600000679493,0.694000005722046,NA,NA,45.5999984741211
"GNB","1961-65",0.0392284393310547,NA,NA,78.6699981689453,6.41673231124878,NA
"GNB","1966-70",0.0265836715698242,NA,NA,68.7300033569336,6.5496506690979,NA
"GNB","1971-75",0.0193479545414448,NA,NA,101.730003356934,6.64639043807983,NA
"GNB","1976-80",-0.0983064621686935,NA,NA,78.879997253418,6.15485811233521,NA
"GNB","1981-85",0.0644228905439377,NA,NA,57,6.47697257995605,NA
"GNB","1986-90",0.0116537092253566,NA,NA,59.6500015258789,6.53524112701416,NA
"GNB","1991-95",-0.0415961742401123,NA,NA,25.2199993133545,6.45204877853394,62.7200012207031
"GNQ","1961-65",NA,NA,NA,NA,NA,NA
"GNQ","1966-70",NA,NA,NA,NA,NA,NA
"GNQ","1971-75",NA,NA,NA,NA,NA,NA
"GNQ","1976-80",NA,NA,NA,NA,NA,NA
"GNQ","1981-85",NA,NA,NA,NA,NA,NA
"GNQ","1986-90",NA,NA,NA,NA,NA,NA
"GNQ","1991-95",NA,NA,NA,NA,NA,NA
"GRC","1961-65",0.0764202103018761,0.416999995708466,0.778999984264374,71.8199996948242,8.02845478057861,NA
"GRC","1966-70",0.0640165358781815,0.556999981403351,0.885999977588654,68.5299987792969,8.34853744506836,NA
"GRC","1971-75",0.0416137687861919,0.739000022411346,1.09500002861023,83.9700012207031,8.55660629272461,41.7099990844727
"GRC","1976-80",0.0252542495727539,1.2059999704361,1.72800004482269,85.5999984741211,8.68287754058838,NA
"GRC","1981-85",0.0106580732390285,1.37600004673004,2.01999998092651,57.9799995422363,8.73616790771484,39.8899993896484
"GRC","1986-90",0.0167585369199514,1.57099997997284,2.55299997329712,86.75,8.81996059417725,41.7900009155273
"GRC","1991-95",0.00221443176269531,1.87199997901917,2.79399991035461,79.9400024414062,8.82217502593994,NA
"GRD","1961-65",NA,NA,NA,NA,NA,NA
"GRD","1966-70",NA,NA,NA,NA,NA,NA
"GRD","1971-75",NA,NA,NA,NA,NA,NA
"GRD","1976-80",NA,NA,NA,NA,NA,NA
"GRD","1981-85",0.00642776489257812,NA,NA,122.080001831055,7.53529691696167,NA
"GRD","1986-90",0.0861191749572754,NA,NA,146.600006103516,7.96589279174805,NA
"GRD","1991-95",NA,NA,NA,NA,NA,NA
"GRL","1961-65",NA,NA,NA,NA,NA,NA
"GRL","1966-70",NA,NA,NA,NA,NA,NA
"GRL","1971-75",NA,NA,NA,NA,NA,NA
"GRL","1976-80",NA,NA,NA,NA,NA,NA
"GRL","1981-85",NA,NA,NA,NA,NA,NA
"GRL","1986-90",NA,NA,NA,NA,NA,NA
"GRL","1991-95",NA,NA,NA,NA,NA,NA
"GTM","1961-65",0.0140715595334768,0.145999997854233,0.17399999499321,78.9199981689453,7.48493051528931,NA
"GTM","1966-70",0.025974940508604,0.155000001192093,0.209000006318092,67.4599990844727,7.61480522155762,NA
"GTM","1971-75",0.0199744217097759,0.209999993443489,0.261000007390976,85.6699981689453,7.71467733383179,NA
"GTM","1976-80",0.0277077667415142,0.337999999523163,0.412000000476837,96.7300033569336,7.85321617126465,49.7200012207031
"GTM","1981-85",-0.0416593551635742,0.363999992609024,0.449999988079071,102.98999786377,7.64491939544678,NA
"GTM","1986-90",0.00350971217267215,0.416000008583069,0.507000029087067,58.9700012207031,7.66246795654297,59.060001373291
"GTM","1991-95",0.0274417400360107,0.47299998998642,0.551999986171722,63.8199996948242,7.71735143661499,NA
"GUF","1961-65",NA,NA,NA,NA,NA,NA
"GUF","1966-70",NA,NA,NA,NA,NA,NA
"GUF","1971-75",NA,NA,NA,NA,NA,NA
"GUF","1976-80",NA,NA,NA,NA,NA,NA
"GUF","1981-85",NA,NA,NA,NA,NA,NA
"GUF","1986-90",NA,NA,NA,NA,NA,NA
"GUF","1991-95",NA,NA,NA,NA,NA,NA
"GUM","1961-65",NA,NA,NA,NA,NA,NA
"GUM","1966-70",NA,NA,NA,NA,NA,NA
"GUM","1971-75",NA,NA,NA,NA,NA,NA
"GUM","1976-80",NA,NA,NA,NA,NA,NA
"GUM","1981-85",NA,NA,NA,NA,NA,NA
"GUM","1986-90",NA,NA,NA,NA,NA,NA
"GUM","1991-95",NA,NA,NA,NA,NA,NA
"GUY","1961-65",-0.00264902110211551,0.0970000028610229,0.321999996900558,63.6100006103516,7.36201047897339,NA
"GUY","1966-70",0.0284762382507324,0.321000009775162,0.439999997615814,50.8199996948242,7.50439167022705,NA
"GUY","1971-75",0.0579215064644814,0.541999995708466,0.72299998998642,58.2200012207031,7.79399919509888,NA
"GUY","1976-80",-0.0460558906197548,0.64300000667572,0.778999984264374,80.0599975585938,7.56371974945068,NA
"GUY","1981-85",-0.0841784477233887,0.907000005245209,0.917999982833862,71.5500030517578,7.14282751083374,NA
"GUY","1986-90",-0.0290463455021381,1.24500000476837,1.14499998092651,38.8899993896484,6.99759578704834,NA
"GUY","1991-95",NA,1.46700000762939,1.29999995231628,NA,NA,46.8199996948242
"GZS","1961-65",NA,NA,NA,NA,NA,NA
"GZS","1966-70",NA,NA,NA,NA,NA,NA
"GZS","1971-75",NA,NA,NA,NA,NA,NA
"GZS","1976-80",NA,NA,NA,NA,NA,NA
"GZS","1981-85",NA,NA,NA,NA,NA,NA
"GZS","1986-90",NA,NA,NA,NA,NA,NA
"GZS","1991-95",NA,NA,NA,NA,NA,NA
"HKG","1961-65",0.0881756767630577,0.894999980926514,2.11899995803833,77.5299987792969,8.15822982788086,NA
"HKG","1966-70",0.0508094802498817,1.00699996948242,2.20600008964539,68.6800003051758,8.41227722167969,NA
"HKG","1971-75",0.0446819290518761,1.30099999904633,2.36899995803833,92.2600021362305,8.63568687438965,39.7999992370605
"HKG","1976-80",0.0875146836042404,1.85300004482269,2.83899998664856,119.180000305176,9.07326030731201,37.2999992370605
"HKG","1981-85",0.0390508659183979,2.40700006484985,3.29800009727478,72.0400009155273,9.26851463317871,45.1800003051758
