"id","solsex","solmin","beauty","assertive","social","efficacy","performance","confidence","age","sex","min","treatment","refgift","donation","prior","prtreat","prcontr","prdonation","prsolsex","prsolmin","prbeauty"
18,"female","no",0.498,5,4,5,6,6,"20","male","no","vcm","no",5,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"40","male","no","vcm","no",6,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"50","male","no","vcm","no",10,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"60","male","no","vcm","no",4,"yes","lottery","yes",2,"male","no",27
20,"female","no",-0.802,7,3,6,7,6,"50","female","no","vcm","no",0,"yes","lottery","no",0,"female","no",31
20,"female","no",-0.802,7,3,6,7,6,"60","female","no","vcm","no",0,"yes","lottery","yes",5,"female","no",31
20,"female","no",-0.802,7,3,6,7,6,"70","female","no","vcm","no",3,"yes","lottery","yes",2,"female","no",31
20,"female","no",-0.802,7,3,6,7,6,"20","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"20","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"40","female","no","vcm","no",3,"no","none","no",0,NA,NA,NA
20,"female","no",-0.802,7,3,6,7,6,"20","female","no","vcm","no",5,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","male","no","vcm","no",25,"yes","lottery","yes",5,"female","yes",17
22,"female","yes",-0.162,5,5,4,7,5,"60","female","no","sgift","no",1,"yes","lottery","yes",2,"female","no",13
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","vcm","no",0,"yes","lottery","yes",1.5,"male","no",10
22,"female","yes",-0.162,5,5,4,7,5,"5","male","no","vcm","no",0,"yes","lottery","yes",5,"male","no",10
22,"female","yes",-0.162,5,5,4,7,5,"40","male","no","vcm","no",0,"yes","lottery","no",0,"female","yes",7
22,"female","yes",-0.162,5,5,4,7,5,"30","male","no","vcm","no",0,"yes","lottery","yes",3,"female","yes",7
22,"female","yes",-0.162,5,5,4,7,5,"70","male","no","vcm","no",0,"yes","lottery","yes",5,"female","yes",7
22,"female","yes",-0.162,5,5,4,7,5,"50","female","no","sgift","yes",0,"yes","lottery","no",0,"male","no",6
22,"female","yes",-0.162,5,5,4,7,5,"40","female","no","sgift","yes",0,"yes","lottery","no",0,"male","no",6
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","vcm","no",5,"yes","lottery","yes",3,"female","no",37
22,"female","yes",-0.162,5,5,4,7,5,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"20","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"40","male","yes","sgift","yes",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"70","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"40","male","no","sgift","no",2,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","yes","sgift","no",11,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"60","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"60","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"60","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"30","female","yes","vcm","no",1.5,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"3","male","no","vcm","no",10,"no","none","no",0,NA,NA,NA
22,"female","yes",-0.162,5,5,4,7,5,"40","female","no","vcm","no",20,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"60","female","no","sgift","no",0,"yes","vcm","yes",3,"female","no",34
23,"female","yes",0.259,1,4,3,2,3,"60","male","no","sgift","no",0,"yes","lottery","no",0,"male","yes",35
23,"female","yes",0.259,1,4,3,2,3,"40","male","yes","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"40","female","yes","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"45","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"50","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"45","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
23,"female","yes",0.259,1,4,3,2,3,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"80","female","no","sgift","no",0,"yes","vcm","yes",1,"female","no",4
24,"male","yes",0.023,4,5,4,5,5,"70","female","no","vcm","no",0,"yes","vcm","yes",5,"female","no",3
24,"male","yes",0.023,4,5,4,5,5,"30","male","no","vcm","no",0,"yes","vcm","no",0,"male","no",22
24,"male","yes",0.023,4,5,4,5,5,"30","female","no","vcm","no",3,"yes","vcm","no",0,"male","no",22
24,"male","yes",0.023,4,5,4,5,5,"50","female","no","vcm","no",5,"yes","vcm","yes",2,"female","yes",28
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","sgift","yes",0,"yes","lottery","yes",5,"male","no",29
24,"male","yes",0.023,4,5,4,5,5,"30","male","no","sgift","no",5,"yes","lottery","yes",5,"female","no",37
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","vcm","no",10,"yes","vcm","no",0,"female","no",39
24,"male","yes",0.023,4,5,4,5,5,"40","female","no","vcm","no",0,"yes","vcm","no",0,"female","no",41
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","vcm","no",10,"yes","vcm","yes",5,"female","no",41
24,"male","yes",0.023,4,5,4,5,5,"20","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"60","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"30","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"30","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"50","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"25","male","yes","sgift","no",2,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"20","male","yes","sgift","yes",5,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","sgift","yes",10,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"30","male","no","sgift","yes",20,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"25","male","no","sgift","yes",20,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"25","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"35","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"60","male","no","vcm","no",2,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"25","male","no","vcm","no",5,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"30","female","no","vcm","no",20,"no","none","no",0,NA,NA,NA
24,"male","yes",0.023,4,5,4,5,5,"40","male","no","vcm","no",20,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"40","female","no","sgift","no",0,"yes","vcm","no",0,"male","no",32
25,"male","yes",-1.037,6,3,6,7,0,"40","male","no","sgift","no",0,"yes","lottery","yes",1,"male","yes",35
25,"male","yes",-1.037,6,3,6,7,0,"30","male","yes","sgift","no",0,"yes","vcm","no",0,"female","no",40
25,"male","yes",-1.037,6,3,6,7,0,"20","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"25","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"20","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"45","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"70","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"30","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
25,"male","yes",-1.037,6,3,6,7,0,"60","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"50","male","no","sgift","no",0,"yes","lottery","yes",1,"male","no",29
26,"female","yes",-0.032,5,4,3,7,6,"55","male","no","sgift","no",0,"yes","lottery","no",0,"female","no",33
26,"female","yes",-0.032,5,4,3,7,6,"55","male","no","sgift","yes",0,"yes","vcm","no",0,"female","no",34
26,"female","yes",-0.032,5,4,3,7,6,"30","female","yes","sgift","no",25,"yes","lottery","yes",1,"male","yes",35
26,"female","yes",-0.032,5,4,3,7,6,"40","female","yes","sgift","no",0,"yes","vcm","no",0,"female","no",40
26,"female","yes",-0.032,5,4,3,7,6,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"35","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"55","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"50","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"21","male","no","sgift","no",1,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"60","female","no","sgift","no",4,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"60","male","no","sgift","no",5,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"50","male","no","sgift","no",5,"no","none","no",0,NA,NA,NA
26,"female","yes",-0.032,5,4,3,7,6,"35","female","no","sgift","no",20,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","male","no","sgift","no",0,"yes","vcm","no",0,"male","yes",18
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","vcm","no",0,"yes","vcm","no",0,"male","yes",18
4,"female","yes",-0.347,7,7,1,7,7,"30","female","no","vcm","no",0,"yes","vcm","no",0,"male","yes",18
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","vcm","no",0,"yes","vcm","no",0,"female","no",3
4,"female","yes",-0.347,7,7,1,7,7,"80","male","no","vcm","no",0,"yes","vcm","yes",10,"female","no",3
4,"female","yes",-0.347,7,7,1,7,7,"65","male","no","vcm","no",5,"yes","vcm","no",0,"female","no",3
4,"female","yes",-0.347,7,7,1,7,7,"70","female","no","sgift","no",1,"yes","lottery","yes",1,"female","yes",22
4,"female","yes",-0.347,7,7,1,7,7,"40","female","yes","sgift","no",0,"yes","vcm","no",0,"male","no",35
4,"female","yes",-0.347,7,7,1,7,7,"20","female","yes","sgift","no",6,"yes","vcm","no",0,"male","no",35
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","vcm","no",0,"yes","vcm","no",0,"male","no",35
4,"female","yes",-0.347,7,7,1,7,7,"45","male","no","vcm","no",0,"yes","vcm","no",0,"male","no",35
4,"female","yes",-0.347,7,7,1,7,7,"40","male","no","sgift","no",0,"yes","lottery","no",0,"female","no",36
4,"female","yes",-0.347,7,7,1,7,7,"20","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"45","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"45","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","male","yes","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"18","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"45","female","no","sgift","no",2,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","sgift","no",3,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"60","female","yes","sgift","no",5,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","sgift","no",20,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"20","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"80","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"80","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"45","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"80","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"20","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"65","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"70","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"35","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"40","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
4,"female","yes",-0.347,7,7,1,7,7,"65","male","no","vcm","no",4,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"60","female","yes","lgift","yes",0,"yes","lottery","no",0,"male","yes",14
7,"male","no",0.185,7,8,7,4,8,"40","female","no","lgift","no",10,"yes","lottery","yes",2,"male","yes",14
7,"male","no",0.185,7,8,7,4,8,"60","male","no","lgift","yes",0,"yes","lottery","no",0,"female","no",12
7,"male","no",0.185,7,8,7,4,8,"40","female","no","lgift","no",10,"yes","lottery","yes",5,"male","no",21
7,"male","no",0.185,7,8,7,4,8,"50","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"60","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"50","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","female","yes","lgift","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"22","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"25","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","female","yes","lgift","no",2,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"70","female","no","lgift","no",4,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","female","no","lgift","no",5,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","male","no","lgift","no",5,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"55","male","yes","lgift","no",5.75,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"80","female","no","vcm","no",0,"yes","vcm","no",0,"male","yes",18
12,"female","no",-0.05,6,3,4,4,6,"70","male","no","vcm","no",0,"yes","vcm","no",0,"male","yes",18
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","vcm","no",0,"yes","vcm","yes",1,"female","no",3
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","vcm","no",0,"yes","vcm","yes",5,"female","no",3
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","vcm","no",0,"yes","lottery","yes",2,"female","yes",42
12,"female","no",-0.05,6,3,4,4,6,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"80","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"80","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"70","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"20","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","male","no","vcm","no",5,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","vcm","no",10,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"80","female","no","sgift","no",0,"yes","vcm","no",0,"male","yes",15
14,"male","yes",-0.981,3,4,6,5,7,"30","female","no","sgift","no",0,"yes","lottery","yes",2,"female","yes",22
14,"male","yes",-0.981,3,4,6,5,7,"50","male","no","sgift","no",0,"yes","lottery","yes",1,"female","yes",22
14,"male","yes",-0.981,3,4,6,5,7,"50","female","no","sgift","yes",0,"yes","vcm","no",0,"male","no",35
14,"male","yes",-0.981,3,4,6,5,7,"60","male","no","sgift","yes",0,"yes","vcm","yes",5,"male","no",35
14,"male","yes",-0.981,3,4,6,5,7,"30","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"40","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"50","female","yes","sgift","yes",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"60","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"80","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"30","female","yes","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"40","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"60","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"60","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
14,"male","yes",-0.981,3,4,6,5,7,"30","female","no","sgift","no",5,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","female","no","sgift","yes",0,"yes","lottery","no",0,"male","no",10
16,"male","no",-0.145,2,0,3,2,4,"60","male","no","sgift","yes",0,"yes","lottery","no",0,"male","no",10
16,"male","no",-0.145,2,0,3,2,4,"60","female","no","sgift","yes",0,"yes","lottery","no",0,"female","yes",7
16,"male","no",-0.145,2,0,3,2,4,"25","female","yes","sgift","yes",5,"yes","vcm","yes",2,"female","no",3
16,"male","no",-0.145,2,0,3,2,4,"40","female","no","sgift","yes",0,"yes","lottery","yes",10,"male","no",23
16,"male","no",-0.145,2,0,3,2,4,"30","female","no","sgift","yes",0,"yes","vcm","no",0,"male","no",35
16,"male","no",-0.145,2,0,3,2,4,"70","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"80","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"18","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"25","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","female","yes","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"50","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"30","male","yes","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"30","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"70","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"40","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"30","male","no","sgift","yes",10,"no","none","no",0,NA,NA,NA
16,"male","no",-0.145,2,0,3,2,4,"60","male","no","sgift","no",10,"no","none","no",0,NA,NA,NA
