"cusip","year","isic","ikb","ikn","qb","qn","kstock","ikicb","ikicn","omphi","qicb","qicn","sb","sn"
99599,1971,2020,0.0814602,0.10765949,0.27437429,0.19001017,538.6148265,0.05030716,0.02563034,0.05541661,-0.03998854,0.00774306,2.684433,4.08097872
99599,1972,2020,0.0943368,0.11111545,0.22801932,0.11593233,568.5887941,-0.00508383,0.00572282,0.08260573,0.09301223,0.10956695,2.76780916,4.30265749
99599,1973,2020,0.1551719,0.15147945,0.40709498,0.39768875,615.7798925,-0.0502562,-0.03003679,0.06817566,-0.03098188,-0.06471664,2.81312266,4.32906628
99599,1974,2020,0.2222013,0.15253739,-0.29729632,-0.71995365,714.5199161,-0.05469946,0.00740636,0.05548996,0.8139583,1.33651928,3.01247489,4.64829993
99599,1975,2020,0.0173951,0.12348799,-0.30243657,-0.87696729,842.8269222,0.20581986,0.03624538,0.05827275,0.37210018,0.91945436,3.4540892,5.52088887
99599,1976,2020,0.1242007,0.15248067,-0.20885312,-0.57186197,947.9169042,-0.09678167,-0.01668633,0.08070761,-0.31973688,-0.96369029,2.90681749,5.12393661
99599,1977,2020,0.1232959,0.14902824,-0.00562529,-0.25408999,1060.557375,0.00982078,0.0142292,0.07231363,-0.14392627,-0.27420404,2.84963384,4.38225306
99599,1978,2020,0.1435367,0.16750884,-0.26805709,-0.63160868,1230.3947603,-0.01003799,-0.00657387,0.0710812,0.11953794,0.12323573,2.65998826,4.01674821
99599,1979,2020,0.138092,0.16613172,-0.5428899,-0.99090512,1435.2466627,0.00975063,0.00655747,0.03118217,0.58558065,0.78552882,2.65843742,3.95394395
99599,1980,2020,0.0890795,0.13878301,-0.70086147,-1.16312508,1632.317957,0.0569304,0.0396845,0.08888544,0.27439771,0.28925644,2.64743912,3.86335644
99599,1981,2020,0.0660133,0.13676838,-0.84993928,-1.2723254,1859.4502,0.02974928,0.01586075,0.10123773,0.18842453,0.0785485,2.49250563,3.54080984
99599,1982,2020,0.1166951,0.14004393,-0.93997033,-1.2554089,2065.9725153,-0.03565221,0.01476126,0.12879388,-0.53631379,-0.94218202,2.2248082,2.99282851
99599,1983,2020,0.0837805,0.10108529,-0.46081707,-0.64287277,2013.586732,0.04388211,0.05219146,0.13090757,-0.65667913,-0.85959172,1.98542664,2.46212507
99599,1984,2020,0.0856861,0.09324018,-0.30189148,-0.44910815,1971.2747092,0.00988086,0.02067069,0.13755418,-0.22996236,-0.28804921,1.79878117,2.18589849
99599,1985,2020,0.0958627,0.11411736,-0.14676091,-0.26901955,1985.7102002,0.0023151,-0.00600671,0.13030856,-0.0279067,-0.02348319,1.89770397,2.31513945
99725,1951,3714,0.1668452,0.18127108,0.17263829,-0.24105849,68.9574979,NA,0.05998718,0.18409851,NA,NA,NA,NA
99725,1952,3714,0.0975063,0.19423978,0.13847275,-0.35820269,72.075866,0.07878084,0.00584041,0.0968345,-0.00564581,0.03206609,3.31259449,6.70903313
99725,1953,3714,0.1128675,0.16786774,0.48097268,0.35834851,75.0590919,-0.00695699,0.03887167,0.0744612,-0.129527,-0.39409788,2.74150259,5.69887101
99725,1954,3714,0.1569271,0.28004661,0.20391997,-0.20545562,85.7000205,-0.03264491,-0.09180869,0.07273855,-0.11138045,-0.25300674,3.14824556,6.35689799
99725,1955,3714,0.2100371,0.15029182,1.45815925,2.23734156,87.1637615,-0.04139729,0.13813582,0.05576506,-1.39041363,-2.87945488,2.77360779,5.63388295
99725,1956,3714,0.2659183,0.25779519,1.54650305,2.68200838,105.8980201,-0.03997837,-0.09208639,0.05980321,0.75822859,1.5261394,3.72932832,7.0926171
99725,1957,3714,0.0466901,0.17528368,1.60726748,2.98158002,115.8122641,0.22224407,0.09383391,0.06459472,-0.08077184,-0.21476069,3.55508,7.85754686
99725,1958,3714,0.0251159,0.1179281,-0.1027038,-0.9060717,111.084637,0.02354033,0.06658721,0.07828181,1.48040761,3.09205298,2.85251067,6.75992699
99725,1959,3714,0.1631916,0.17075161,0.85077528,1.1516811,115.3722659,-0.12530093,-0.03945692,0.07828093,-1.22355738,-2.71892213,2.45898719,5.30491537
99725,1960,3714,0.0554946,0.15382928,1.34327492,2.32656939,116.3627641,0.11246101,0.03012802,0.08584642,-0.09234346,-0.22162852,3.17069298,6.74475324
99725,1961,3714,0.1401984,0.24179647,0.18231256,-0.29917117,126.1391426,-0.07194463,-0.06596188,0.09100762,0.69219132,1.4476064,2.55678868,5.84609403
99725,1962,3714,0.1249928,0.1654811,1.21354885,1.87208782,128.7156045,0.02508663,0.08939707,0.07905252,-0.97132612,-2.13731892,2.5566046,5.7003897
99725,1963,3714,0.110232,0.17877923,0.68058076,0.70631849,133.1250863,0.02400074,0.00168766,0.08382286,0.68597348,1.50044368,2.69080159,5.87188579
99725,1964,3714,0.1397113,0.17113283,0.74898277,0.92854172,135.5672097,-0.02310599,0.01545311,0.04561782,-0.11967571,-0.35909975,2.64132216,5.99669979
99725,1965,3714,0.2093108,0.28710629,0.70854717,0.920188,159.1744992,-0.06200071,-0.10555038,0.03630392,-0.02612243,-0.0804922,2.6204428,6.00350573
99725,1966,3714,0.2234886,0.32683322,0.64008805,0.77261618,201.0199562,0.00207242,-0.01596237,0.0727116,0.40856433,0.9148285,2.72553267,6.62650837
99725,1967,3714,0.1555167,0.26611046,-0.01131168,-0.72975466,234.4890927,0.08135578,0.08362437,0.08606051,1.0393203,2.27995032,2.60887051,6.33306158
99725,1968,3714,0.078701,0.18037407,0.93136659,1.28664743,251.6991472,0.08909378,0.11387638,0.15600908,-0.42322313,-1.08401578,2.28845019,5.26625645
99725,1969,3714,0.1884882,0.18671307,1.24922228,1.9294584,275.8242848,-0.09614092,0.0071788,0.07239881,-0.30310733,-0.78818298,2.11826524,4.59442021
99725,1970,3714,0.1378939,0.22237737,0.11766369,-0.24536141,313.4581512,0.05243153,-0.0327015,0.01332329,1.92872667,3.98320352,2.32352184,4.77248062
99725,1971,3714,0.0754482,0.16418045,0.40509895,0.30971633,335.94743,0.06662675,0.06729525,0.05541661,-0.54071222,-1.23728978,2.03673157,4.455822
99725,1972,3714,0.1088322,0.17377791,0.31461418,0.12775471,361.5419325,-0.02439381,0.00475759,0.08260573,-0.11083938,-0.38092532,1.92521034,4.04020268
99725,1973,3714,0.1899823,0.18073613,0.5083404,0.52722783,384.8704743,-0.06819795,0.00536358,0.06817566,-0.16240378,-0.40959321,2.11906269,4.23242054
99725,1974,3714,0.1740998,0.18752499,-0.5710018,-1.74124672,442.6076842,0.02554329,0.0036169,0.05548996,1.4476991,3.13152032,2.35975854,4.61404777
99725,1975,3714,-0.0601412,0.11349925,-0.81902276,-2.37031699,492.5142569,0.23073637,0.08063965,0.05827275,0.39250756,0.94292478,2.35012146,4.98489873
99725,1976,3714,0.0462308,0.07393906,-0.78498315,-1.8319877,486.887423,-0.10264078,0.04552763,0.08070761,-0.50759815,-1.91288185,1.94117976,4.19589016
99725,1977,3714,0.084917,0.1483979,-0.48518333,-1.3216364,518.8752821,-0.03254554,-0.06372764,0.07231363,-0.17424221,-0.30285489,2.39886402,4.30482772
99725,1978,3714,0.1556061,0.19505435,-0.7262673,-1.67882345,591.1172825,-0.05962846,-0.03279176,0.0710812,0.2302162,0.24880499,2.62949993,4.75664227
99725,1979,3714,0.1515853,0.19311455,-0.84603828,-1.81697407,676.8003822,0.00874752,0.00796154,0.03118217,0.35647214,0.51415765,2.94551692,5.1517622
99725,1980,3714,0.0483209,0.17555845,-0.67828009,-1.46099861,764.4177903,0.1075595,0.03316069,0.08888544,-0.16598272,-0.41547039,3.06219745,5.28052736
99725,1981,3714,0.1687564,0.19770303,-0.65350012,-1.18049274,889.21247,-0.10335098,-0.00212958,0.10123773,-0.15218535,-0.70842587,2.69499927,4.55172701
99725,1982,3714,0.0959545,0.17934154,-0.54125496,-0.99085424,983.0405313,0.08516018,0.04145959,0.12879388,0.04839265,0.00043861,2.80327347,4.16510973
99725,1983,3714,0.1263694,0.15801171,0.31265875,0.26656763,967.0169142,-0.01387214,0.04201475,0.13090757,-0.58797438,-1.01227131,2.85233373,4.17009971
99725,1984,3714,0.1597086,0.20318891,0.9766125,1.18248968,1008.9133097,-0.01137067,-0.01722772,0.13755418,-0.48602852,-0.67583316,2.93401964,3.97622636
99725,1985,3714,0.1212233,0.20270404,0.48634392,0.50881537,1061.1529848,0.05428177,0.02689894,0.13030856,0.41247421,0.53793066,3.14031398,4.30631628
110097,1951,2836,0.1782975,0.1564227,0.4637831,0.50199061,31.3253761,NA,-0.01137778,0.18409851,NA,NA,NA,NA
110097,1952,2836,0.169265,0.21579556,0.39991566,0.41193194,37.535526,0.02542321,-0.03847641,0.0968345,0.32639729,0.46017127,1.80145347,2.43721251
110097,1953,2836,0.0204523,0.05944033,-0.13171929,-0.29393965,38.6942695,0.15033564,0.16078124,0.0744612,0.25918364,0.27426203,1.32483621,1.83095463
110097,1954,2836,0.0042549,0.0393648,-0.636393,-0.91736294,38.1051048,0.01650693,0.02293886,0.07273855,0.2972788,0.30905498,1.14575802,1.51751235
110097,1955,2836,0.08977,0.08244203,0.28633021,0.26669324,40.0281256,-0.08050908,-0.03847984,0.05576506,-0.67029174,-0.89580509,1.27927492,1.63640399
110097,1956,2836,0.0058808,0.05579627,0.00200438,-0.09671686,43.0136314,0.08424087,0.02998256,0.05980321,0.24438955,0.32552045,1.59986172,1.99559001
110097,1957,2836,0.0823339,0.05668188,0.30911335,0.29861409,45.8700377,-0.07113482,0.00277573,0.06459472,-0.42788121,-0.6143377,1.83993533,2.33159714
110097,1958,2836,0.1357674,0.16720474,0.67945219,0.7544098,51.4339498,-0.04280539,-0.09743377,0.07828181,0.0098674,0.02732327,2.22699933,2.6656429
110097,1959,2836,0.0848859,0.07117056,1.73705653,2.01448177,53.3928654,0.0575265,0.10160548,0.07828093,-1.3475478,-1.6499891,2.12204068,2.61196885
110097,1960,2836,0.038527,0.04136156,4.28034719,5.17035848,53.1894799,0.04966625,0.03335974,0.08584642,-1.88788663,-2.34344887,2.24200093,2.6897817
110097,1961,2836,0.0680647,0.04769757,8.17616175,10.00117729,52.4135741,-0.02334324,-0.00199516,0.09100762,-3.14546887,-3.9068365,2.35010041,2.88149342
110097,1962,2836,0.0714305,0.06191588,12.24300211,15.51396378,53.2981163,0.00228092,-0.00932371,0.07905252,-2.81794886,-3.89366699,2.59527072,3.19984627
110097,1963,2836,0.1092086,0.0863776,11.08805656,14.32807165,55.5699634,-0.02862392,-0.0172213,0.08382286,2.29064224,2.68165371,3.04734282,3.89088326
110097,1964,2836,0.1424261,0.12070415,13.40855213,18.01991043,59.6499786,-0.02672031,-0.02882029,0.04561782,-2.06700464,-3.28783001,3.42030326,4.46010846
110097,1965,2836,0.2166018,0.12424793,13.73049436,19.23442421,65.1922307,-0.06631218,0.0009669,0.03630392,-0.18683873,-0.96569738,3.56992036,4.83535337
110097,1966,2836,0.3074799,0.27217808,19.51210219,31.11922569,87.0753456,-0.06852078,-0.12813964,0.0727116,-4.04874725,-9.02607437,4.67416941,6.59943186
110097,1967,2836,0.3486588,0.30045332,15.89365967,26.91508439,120.1517772,-0.01117312,-0.00241807,0.08606051,5.61508334,7.62350757,4.508912,7.24098657
110097,1968,2836,0.182502,0.20651887,17.37085341,32.089757,148.6546976,0.1946288,0.12615327,0.15600908,3.10293775,3.25721477,4.97854376,8.50861505
110097,1969,2836,0.1660951,0.18132958,12.71750213,22.91244005,180.8860929,0.02843197,0.03831733,0.07239881,5.91566181,11.40791993,3.71723959,6.94122637
110097,1970,2836,0.1910136,0.20567496,11.23260592,19.97624171,226.0314005,-0.02237363,-0.02160511,0.01332329,1.78496526,3.42862579,3.44787885,6.29718522
110097,1971,2836,0.1215329,0.13766028,7.38026666,12.80476331,261.7167383,0.07621567,0.07564335,0.05541661,4.72376453,8.6692416,3.04007073,5.45712321
110097,1972,2836,0.0614055,0.08926605,5.64271528,9.55553768,285.3156466,0.06519984,0.05576812,0.08260573,2.17973165,3.95125433,2.68708342,4.74889615
110097,1973,2834,0.1134864,0.08217841,6.4995718,10.75036478,303.5225456,-0.04434384,0.01269021,0.06817566,-0.57306711,-0.80058185,2.67507751,4.64104505
110097,1974,2834,0.1821583,0.0899514,3.12921298,5.29719409,346.9984859,-0.05856396,-0.00278159,0.05548996,3.68655141,6.09141615,2.78718007,4.70142026
110097,1975,2834,0.0630158,0.09713901,2.71354215,4.94294116,419.8210561,0.12281459,-0.00152705,0.05827275,0.4222319,0.5694575,2.94012598,5.19123536
110097,1976,2834,0.0729297,0.09562359,3.67154077,6.29267825,469.0892876,-0.00402796,0.00923297,0.08070761,-0.55811889,-0.80546626,2.80985107,5.44630005
110097,1977,2834,0.1139776,0.12947799,3.06800677,5.05848954,544.0229624,-0.03280577,-0.02449138,0.07231363,0.91762998,1.70535204,2.74742063,4.91546817
110097,1978,2834,0.1238497,0.12813495,2.3754703,3.78147192,639.341553,-0.00106871,0.01045102,0.0710812,0.94442135,1.64768111,2.79929417,4.85922108
110097,1979,2834,0.1146419,0.12593525,2.01051829,3.14308089,754.5306225,0.0127826,0.00612664,0.03118217,0.44057559,0.73205067,2.78267978,4.72390856
110097,1980,2834,0.1561215,0.14382301,1.57434527,2.37808487,915.2916754,-0.02760262,-0.00510399,0.08888544,0.66673441,1.08708016,2.69885342,4.5133891
110097,1981,2834,0.1068518,0.14304174,2.18920974,3.3941583,1113.6609426,0.0600871,0.01526249,0.10123773,-0.32080015,-0.55361696,2.70058328,4.40182653
110097,1982,2834,0.0841235,0.12540983,1.85271869,2.6989849,1289.372601,0.03356293,0.03378393,0.12879388,0.61227645,1.0246631,2.46501903,4.01999761
110097,1983,2834,0.0703886,0.10552736,2.39705014,3.36515043,1334.2511904,0.0229493,0.0336968,0.13090757,-0.18517239,-0.21976999,2.22643926,3.42330284
110097,1984,2834,0.1088931,0.12484147,3.19480498,4.47136399,1426.6093344,-0.02352588,-0.00214164,0.13755418,-0.42770786,-0.60952536,2.09654502,3.05931595
110097,1985,2834,0.0887835,0.13349472,3.98813403,5.62088004,1552.1213381,0.03167885,0.00874225,0.13030856,-0.39508547,-0.58968121,2.12012069,3.04733982
115637,1951,2085,0,0.0487979,-0.20173352,-2.77875842,10.2463418,NA,0.02937075,0.18409851,NA,NA,NA,NA
115637,1952,2085,-0.067152,0.01073178,-0.30143022,-3.22621264,9.3181225,0.06064938,0.03910533,0.0968345,-0.04679182,-0.52699825,0.69235234,3.18977317
115637,1953,2085,0.0594976,0.03394532,-0.56740519,-4.45754358,8.8377423,-0.12221938,-0.02068594,0.0744612,-0.04261385,-0.27060042,0.71209606,3.2096084
115637,1954,2085,0.0247621,0.04828366,-0.2724368,-3.4920289,8.2843759,0.03653673,-0.01082626,0.07273855,-0.58255312,-1.93168347,0.85290834,3.86559625
115637,1955,2085,0.0638569,0.12817431,-0.30707426,-3.93109817,8.5820629,-0.03553383,-0.072743,0.05576506,-0.1992675,-0.50561171,0.78075985,3.89620104
115637,1956,2085,0.2519441,0.16385399,-0.36081654,-4.31937548,9.7647915,-0.17302019,-0.02588068,0.05980321,-0.16720215,-0.8793073,0.83806949,4.47351914
115637,1957,2085,-0.0335538,0.08871167,-0.18255841,-3.97338512,10.1452265,0.2833305,0.08087262,0.06459472,1.41023511,9.39010207,1.08905038,5.87666348
115637,1958,2085,0.0168546,0.06251274,-0.3860231,-4.74475307,9.5980434,-0.04908892,0.03109254,0.07828181,0.06656069,-1.01421302,0.8509056,5.35796468
115637,1959,2085,0.0331441,0.08413686,0.30219321,-0.7816015,9.5083177,-0.01369499,-0.01503781,0.07828093,-0.98403876,-5.4490529,0.81824008,4.74596555
115637,1960,2085,0.0481724,0.06558292,0.72347699,1.85129315,9.1487235,-0.01089285,0.024184,0.08584642,-0.77957076,-4.84183788,0.92753858,5.66620621
115637,1961,2085,0.1014139,0.11067334,0.3219499,-0.73133317,9.0355994,-0.0440121,-0.03501831,0.09100762,0.40561701,2.91507279,0.91609002,5.74829498
115637,1962,2085,0.0322476,0.25423346,1.69793973,8.85805261,10.6201597,0.07171558,-0.12346232,0.07905252,-1.33888606,-8.72523951,0.92480938,6.2324002
115637,1963,2085,0.0161515,0.09511191,1.55453938,6.76571765,10.5139302,0.01744999,0.1670941,0.08382286,0.09367055,0.19939635,0.96429036,7.18903368
115637,1964,2085,0.0832597,0.24049641,4.02357821,23.04502726,12.0583919,-0.06331009,-0.13441358,0.04561782,-2.41228814,-15.98452425,0.92818683,5.95740342
115637,1965,2085,0.1399153,0.31279765,2.18265801,10.59801976,15.3453839,-0.05157619,-0.06094546,0.03630392,1.76373068,11.39090322,1.07727932,6.97330296
115637,1966,2085,0.1472419,0.26521482,4.37431156,21.28985894,18.8526421,0.00337966,0.06686703,0.0727116,-1.5484338,-7.85086106,1.1466065,6.89506808
115637,1967,2085,0.1068409,0.21626034,1.73007339,6.71850016,21.7330648,0.04959573,0.06756595,0.08606051,2.91094077,15.42589567,1.11853363,5.99021064
115637,1968,2085,0.1287189,0.1773623,2.96263719,11.9771374,24.272351,-0.00179663,0.06656817,0.15600908,-1.03026527,-4.90994313,1.11928654,5.59911949
115637,1969,2085,0.0848807,0.12002982,2.59467413,10.40097702,25.810253,0.04998342,0.0660225,0.07239881,0.49022145,2.05418584,1.11941517,5.31733805
115637,1970,2085,0.1269131,0.10299819,2.13980419,8.97801839,26.8742589,-0.04034147,0.0184039,0.01332329,0.6267114,2.28667418,1.1134605,5.33496888
115637,1971,2085,0.1793686,0.2241799,2.46821317,11.14351434,32.2107384,-0.04251556,-0.10875842,0.05541661,-0.35553363,-2.03043686,1.04264414,5.0600993
115637,1972,2085,0.0555989,0.11389249,2.95377985,13.68639535,33.9003925,0.1283625,0.11969558,0.08260573,0.5144866,2.58163273,1.08664468,5.72572101
115637,1973,2085,0.0802454,0.17636116,2.65096912,12.04319857,37.4912471,-0.01917567,-0.05044514,0.06817566,0.39923342,1.97797971,1.0139549,5.35295851
115637,1974,2085,0.0734817,0.10231341,0.64120516,1.54304967,40.8646327,0.01084117,0.07972512,0.05548996,1.87677942,9.53942442,1.80670919,9.46041841
115637,1975,2085,0.0387677,0.0849702,-0.37904278,-3.7144287,45.8396015,0.0369731,0.02229466,0.05827275,1.12018345,5.58881618,1.88100173,9.49479897
115637,1976,2085,0.0240629,0.0959534,0.048002,-1.50559946,48.1900593,0.0166469,-0.00323903,0.08070761,-0.48327875,-2.92316931,1.09943212,5.46778306
115637,1977,2085,0.1172102,0.14062004,0.19345243,-0.8364136,53.0863168,-0.08467142,-0.03449789,0.07231363,0.0820807,0.08939931,1.17835651,5.45709212
115637,1978,2085,0.2227157,0.26418286,0.69617013,1.43042354,68.8727509,-0.08967459,-0.10478438,0.0710812,-0.55947339,-2.57827314,1.34954609,6.01451277
115637,1979,2085,-0.0298449,0.14408733,1.57874847,5.485607,77.8416816,0.25162995,0.12458848,0.03118217,0.51945824,2.1158216,1.55557081,7.03866432
115637,1980,2085,0.0683562,0.20095773,1.84449543,5.81612146,94.6368189,-0.09212523,-0.03900818,0.08888544,-0.49712168,-2.33250407,1.53577945,6.81214693
115637,1981,2085,0.1376736,0.18410674,2.67140899,7.89078889,113.2114999,-0.05537966,0.03548954,0.10123773,-0.65343673,-2.1521949,1.89892887,7.14491731
115637,1982,2085,0.0470292,0.10418878,3.20635339,9.27734816,120.2528672,0.0967015,0.09333683,0.12879388,-0.38109962,-1.15388375,2.07185191,6.79506942
115637,1983,2085,0.2322241,0.10237751,2.55707387,7.006621,116.6662508,-0.15479502,0.01521327,0.13090757,0.7635087,2.42392323,1.89902319,5.98124097
115637,1984,2085,-0.0248778,0.1408419,1.73723949,5.75526295,119.0696763,0.25367983,-0.019091,0.13755418,3.30878616,10.31094421,2.50187203,7.64695445
115637,1985,2085,0.0510103,0.1320032,1.30041684,3.7351184,121.4061478,-0.06924099,0.02603985,0.13030856,0.50277887,1.60202804,2.06682127,8.1643266
115657,1951,3141,0.2692166,0.43426544,0.13687263,-1.32952695,9.901778,NA,-0.19238747,0.18409851,NA,NA,NA,NA
115657,1952,3141,0.0823748,0.24988935,0.34431495,-0.2874262,11.2049592,0.19481857,0.208574,0.0968345,1.46394269,5.40580515,4.3833464,19.87850802
115657,1953,3141,0.2011128,0.24682137,0.5976563,0.65236492,12.9648419,-0.10376293,0.0214466,0.0744612,-0.2361607,-1.38716861,3.82882353,14.39161647
115657,1954,3141,0.0194708,0.23097553,0.49926615,0.30290171,14.2872276,0.18305829,0.03264666,0.07273855,-0.01818809,-0.00637961,4.03372478,13.90869805
115657,1955,3141,0.231696,0.26739874,1.17445404,2.47290531,16.8288004,-0.1993047,-0.0215117,0.05576506,-0.71629673,-2.9018672,3.27460051,11.73298499
115657,1956,3141,0.3134186,0.29989037,1.71867882,4.35167975,22.0080424,-0.06297913,-0.01455723,0.05980321,-0.3043982,-1.00061091,3.84960347,12.10297755
115657,1957,3141,0.0998462,0.17198919,1.1091626,2.49491718,24.4201388,0.2200219,0.13901077,0.06459472,1.41572538,4.80307836,4.42367158,14.66869127
115657,1958,3141,0.0675714,0.17449593,0.94272035,1.89316301,25.2154874,0.03756444,0.01115312,0.07828181,-0.03593938,-0.33768275,3.46269118,12.47215143
115657,1959,3141,0.1873944,0.18782327,1.53459489,3.95869871,27.1531851,-0.10515363,0.00137564,0.07828093,-0.50562488,-1.91036466,3.17434131,11.15260673
115657,1960,3141,0.0697989,0.22056845,1.75058132,5.14570521,29.9226837,0.12358747,-0.01381017,0.08584642,-0.10694912,-0.5491028,3.57835975,12.45058709
115657,1961,3141,0.1053564,0.2442826,1.59322388,4.28975156,33.1583169,-0.02596926,-0.00148257,0.09100762,0.0584312,0.09412785,3.21697259,12.33016094
115657,1962,3141,0.0832556,0.15293746,2.3584657,6.54628387,34.0008271,0.0286824,0.10343524,0.07905252,-0.65425768,-2.13673763,3.10862336,11.12355898
115657,1963,3141,-0.1881059,0.16200117,1.83465982,4.82497894,35.1849316,0.25559393,0.00451569,0.08382286,0.65483453,2.10289314,3.15630167,10.80469218
115657,1964,3141,0.0905242,0.14130882,1.67773942,3.5219077,35.3834966,-0.2745006,0.02713855,0.04561782,0.29056729,0.88966272,2.94796573,10.29107278
115657,1965,3141,0.1331669,0.19831067,1.95904953,4.49148647,38.3237076,-0.03780823,-0.0498024,0.03630392,-0.53911714,-1.61760968,2.86132272,7.6946052
115657,1966,3141,0.1373184,0.18632018,1.98111674,4.62105686,41.8634205,0.00583318,0.02553813,0.0727116,-5.675e-05,-0.11266785,2.92545743,8.14173647
115657,1967,3141,0.10416,0.22185835,1.4751826,3.25371254,47.3274947,0.04212245,-0.01644493,0.08606051,0.63562355,1.68522429,3.03188913,8.52955167
115657,1968,3141,0.1583453,0.18946245,3.25144529,7.71971693,52.2530973,-0.02948198,0.06195376,0.15600908,-1.23693227,-3.2866357,2.98918529,8.54687043
115657,1969,3141,0.1199435,0.19249775,3.93331011,9.87953045,58.7019841,0.04708552,0.01090131,0.07239881,-0.37427979,-1.32185971,3.2127704,8.62841678
115657,1970,3141,0.1762024,0.14715112,1.03902853,2.12320774,62.5479429,-0.05391127,0.04730717,0.01332329,2.775588,7.37088583,2.96835833,8.22753801
115657,1971,3141,0.1603099,0.20592876,1.20865899,2.66706916,71.5053121,0.02477636,-0.04736576,0.05541661,0.32009933,0.94715816,2.94456287,7.94390936
115657,1972,3141,0.1514275,0.16611399,1.50673953,3.55501833,77.7056787,0.02139116,0.05353674,0.08260573,0.04915078,0.08404917,2.95289593,8.78354251
115657,1973,3140,0.1315493,0.19926886,0.84381646,1.65119462,85.9642575,0.02884664,-0.01956959,0.06817566,1.04937889,3.1317737,2.88979438,8.65452319
115657,1974,3140,0.1110281,0.22526569,0.06237058,-0.77097371,105.3689111,0.02668212,-0.01349684,0.05548996,1.08037315,3.30664223,2.84321794,8.93759189
115657,1975,3140,-0.0008895,0.10484092,-0.37543737,-1.95760363,118.1218218,0.11186584,0.12653414,0.05827275,0.5304493,1.10381589,2.84718303,8.9456267
115657,1976,3140,0.0980168,0.09369093,-0.26158673,-1.41980197,121.1003016,-0.09099565,0.01871156,0.08070761,0.05470942,-0.46899219,2.82600697,7.96606609
115657,1977,3140,0.0309819,0.09971433,-0.07917309,-1.06478455,124.76642,0.06927531,0.00118731,0.07231363,-0.18973765,-0.29798507,3.20020658,8.0014525
115657,1978,3140,0.099822,0.11766587,-0.20697597,-1.33782899,132.8762554,-0.06174463,-0.00958771,0.0710812,0.08096797,0.00838898,3.14312319,8.25980793
115657,1979,3140,0.1852945,0.18267872,-0.30446169,-1.54426535,153.1322305,-0.07969462,-0.05931653,0.03118217,0.00917233,0.00226696,3.50129605,8.92660059
115657,1980,3140,0.0421031,0.17561599,-0.29666174,-1.54569592,176.1570783,0.14693378,0.02267243,0.08888544,0.32419304,0.90493547,3.75843353,9.74797114
115657,1981,3140,0.1686402,0.15575247,-0.31732438,-1.32648614,198.9053482,-0.10946432,0.03563154,0.10123773,-0.03432486,-0.73814977,3.35012069,9.0486786
115657,1982,3140,0.0831241,0.1355756,-0.05944617,-0.76324716,213.4307369,0.09622192,0.03763818,0.12879388,-0.31175668,-0.67386102,3.61710303,8.62446045
115657,1983,3140,0.1134449,0.17954165,0.92739851,1.65955345,218.3894338,-0.01546996,-0.02046269,0.13090757,-0.99688026,-2.56648039,3.219636,8.02477306
115657,1984,3140,0.1575746,0.18456377,1.04622445,2.01981431,227.5961287,-0.0224547,0.0203654,0.13755418,-0.13377272,-0.4257063,3.1167549,7.64100112
115657,1985,3140,-0.0048876,0.11152864,0.60484537,0.94046651,222.1492161,0.16182534,0.08756827,0.13030856,0.57554553,1.46744413,2.99728696,7.53801681
117043,1951,3948,0.2420912,0.09491562,-1.7485832,-4.41294366,7.3749713,NA,0.00485208,0.18409851,NA,NA,NA,NA
117043,1952,3948,0.0394867,0.12627187,-1.40508738,-4.8629805,7.1274783,0.20642812,-0.01912877,0.0968345,-0.45776025,0.53368645,1.64929167,3.52937526
117043,1953,3948,0.0289985,0.14001202,-1.4099658,-4.93470366,7.1422437,0.01264744,-0.00331469,0.0744612,-0.07653846,-0.20605547,1.48843455,4.03995008
117043,1954,3948,0.0637513,0.07628293,-1.61807663,-5.31310975,6.5545466,-0.03011559,0.06927781,0.07273855,0.14531154,0.05444282,1.85242162,5.0773112
117043,1955,3948,0.0944721,0.16430815,-1.11762339,-4.41374073,6.694738,-0.02545251,-0.07886257,0.05576506,-0.62270193,-1.04130039,1.9753255,5.24519503
117043,1956,3948,0.1676725,0.11638004,-0.7898288,-3.57918668,6.8740308,-0.06317304,0.054888,0.05980321,0.20705348,0.73194545,1.83894018,5.35303741
117043,1957,3948,0.1338781,0.26649265,0.05813838,-1.27705783,8.2553872,0.04244214,-0.13289859,0.06459472,-1.28670153,-3.26713193,2.97714298,8.85947587
117043,1958,3948,0.4412059,0.46805288,1.23854083,2.57633297,11.7508091,-0.27278937,-0.1649202,0.07828181,11.3095822,36.50056613,6.25420191,21.16474666
117043,1959,3948,0.414653,0.55025361,3.19132015,9.9345726,19.8090477,0.05901233,-0.03912637,0.07828093,6.91754154,24.23205612,8.49729323,26.45018766
117043,1960,3948,0.393299,0.43583404,9.03603061,28.99350866,27.5334163,0.0551173,0.15183436,0.08584642,0.15372013,0.26388962,7.56232547,27.22457262
117043,1961,3948,0.2285949,0.44668733,16.52198852,59.87908167,37.8340706,0.18550797,0.02979866,0.09100762,-1.84694832,-8.61209883,6.26127074,21.06134607
117043,1962,3948,0.2837093,0.44501957,14.42360611,45.17657672,53.256085,-0.03268645,0.03684768,0.07905252,5.43731313,22.27112815,4.76825226,17.74255847
117043,1963,3948,0.0802862,0.26181918,2.45287163,5.92914793,59.5831055,0.21015289,0.20514682,0.08382286,11.76790966,36.30169679,3.30819556,10.70535874
