"country","year","democracy","income","sample"
"Egypt, Arab Rep.","2000-2004",0.1666667,8.339016,1
"Eritrea","1950-1954",NA,NA,0
"Eritrea","1955-1959",NA,NA,0
"Eritrea","1960-1964",NA,NA,0
"Eritrea","1965-1969",NA,NA,0
"Eritrea","1970-1974",NA,NA,0
"Eritrea","1975-1979",NA,NA,0
"Eritrea","1980-1984",NA,NA,0
"Eritrea","1985-1989",NA,NA,0
"Eritrea","1990-1994",NA,NA,0
"Eritrea","1995-1999",0.1666667,NA,0
"Eritrea","2000-2004",0,NA,1
"Spain","1950-1954",0.1,7.947925,0
"Spain","1955-1959",0.1,8.266325,0
"Spain","1960-1964",0.11,8.441745,1
"Spain","1965-1969",0.1,8.850598,1
"Spain","1970-1974",0.3333333,9.11336,1
"Spain","1975-1979",0.3333333,9.32349,1
"Spain","1980-1984",0.8333333,9.350207,1
"Spain","1985-1989",1,9.373483,1
"Spain","1990-1994",1,9.58033,1
"Spain","1995-1999",1,9.699554,1
"Spain","2000-2004",1,9.800728,1
"Estonia","1950-1954",NA,NA,0
"Estonia","1955-1959",NA,NA,0
"Estonia","1960-1964",NA,NA,1
"Estonia","1965-1969",NA,NA,1
"Estonia","1970-1974",NA,NA,1
"Estonia","1975-1979",NA,NA,1
"Estonia","1980-1984",NA,NA,1
"Estonia","1985-1989",NA,NA,1
"Estonia","1990-1994",NA,NA,1
"Estonia","1995-1999",0.8333333,8.923179,1
"Estonia","2000-2004",1,9.168336,1
"Ethiopia 1993-","1950-1954",NA,NA,0
"Ethiopia 1993-","1955-1959",NA,NA,0
"Ethiopia 1993-","1960-1964",NA,NA,0
"Ethiopia 1993-","1965-1969",NA,NA,0
"Ethiopia 1993-","1970-1974",NA,NA,0
"Ethiopia 1993-","1975-1979",NA,NA,0
"Ethiopia 1993-","1980-1984",NA,NA,0
"Ethiopia 1993-","1985-1989",NA,NA,0
"Ethiopia 1993-","1990-1994",NA,NA,0
"Ethiopia 1993-","1995-1999",0.5,6.269395,0
"Ethiopia 1993-","2000-2004",0.3333333,6.452979,1
"Ethiopia -pre 1993","1950-1954",NA,6.161616,0
"Ethiopia -pre 1993","1955-1959",0.24,6.259007,0
"Ethiopia -pre 1993","1960-1964",0.31,6.266719,1
"Ethiopia -pre 1993","1965-1969",0.13,6.351094,1
"Ethiopia -pre 1993","1970-1974",0.3333333,6.409465,1
"Ethiopia -pre 1993","1975-1979",0,6.438396,1
"Ethiopia -pre 1993","1980-1984",0,6.463727,1
"Ethiopia -pre 1993","1985-1989",0,6.229138,1
"Ethiopia -pre 1993","1990-1994",0,6.352316,1
"Ethiopia -pre 1993","1995-1999",NA,NA,1
"Ethiopia -pre 1993","2000-2004",NA,NA,1
"East Timor","1950-1954",NA,NA,0
"East Timor","1955-1959",NA,NA,0
"East Timor","1960-1964",NA,NA,0
"East Timor","1965-1969",NA,NA,0
"East Timor","1970-1974",NA,NA,0
"East Timor","1975-1979",NA,NA,0
"East Timor","1980-1984",NA,NA,0
"East Timor","1985-1989",NA,NA,0
"East Timor","1990-1994",NA,NA,0
"East Timor","1995-1999",NA,NA,0
"East Timor","2000-2004",NA,NA,0
"Finland","1950-1954",1,8.522561,0
"Finland","1955-1959",1,8.773726,0
"Finland","1960-1964",0.97,8.921469,1
"Finland","1965-1969",0.97,9.128719,1
"Finland","1970-1974",0.8333333,9.3424,1
"Finland","1975-1979",0.8333333,9.541437,1
"Finland","1980-1984",0.8333333,9.651776,1
"Finland","1985-1989",0.8333333,9.763481,1
"Finland","1990-1994",1,9.91692,1
"Finland","1995-1999",1,9.84103,1
"Finland","2000-2004",1,10.07711,1
"Fiji","1950-1954",NA,NA,0
"Fiji","1955-1959",NA,NA,0
"Fiji","1960-1964",NA,7.91746,0
"Fiji","1965-1969",NA,7.900438,0
"Fiji","1970-1974",0.8333333,8.141119,0
"Fiji","1975-1979",0.8333333,8.310014,1
"Fiji","1980-1984",0.8333333,8.43384,1
"Fiji","1985-1989",0.8333333,8.373541,1
"Fiji","1990-1994",0.1666667,8.47295,1
"Fiji","1995-1999",0.5,8.562225,1
"Fiji","2000-2004",0.1666667,NA,1
"France","1950-1954",0.98,8.599448,0
"France","1955-1959",0.99,8.758135,0
"France","1960-1964",0.9,8.965018,1
"France","1965-1969",0.91,9.192188,1
"France","1970-1974",1,9.420286,1
"France","1975-1979",1,9.545926,1
"France","1980-1984",1,9.693839,1
"France","1985-1989",1,9.755048,1
"France","1990-1994",1,9.904653,1
"France","1995-1999",1,9.909256,1
"France","2000-2004",1,10.01493,1
"Gabon","1950-1954",NA,NA,0
"Gabon","1955-1959",NA,NA,0
"Gabon","1960-1964",0.63,8.015266,0
"Gabon","1965-1969",0.45,8.600772,1
"Gabon","1970-1974",0.1666667,8.833056,1
"Gabon","1975-1979",0.1666667,8.955916,1
"Gabon","1980-1984",0.1666667,9.111508,1
"Gabon","1985-1989",0.1666667,8.861986,1
"Gabon","1990-1994",0.5,9.111217,1
"Gabon","1995-1999",0.3333333,9.095333,1
"Gabon","2000-2004",0.3333333,9.036213,1
"United Kingdom","1950-1954",0.99,8.925936,0
"United Kingdom","1955-1959",1,9.068756,0
"United Kingdom","1960-1964",0.99,9.177211,1
"United Kingdom","1965-1969",0.99,9.294972,1
"United Kingdom","1970-1974",1,9.399695,1
"United Kingdom","1975-1979",1,9.485318,1
"United Kingdom","1980-1984",1,9.569088,1
"United Kingdom","1985-1989",1,9.667117,1
"United Kingdom","1990-1994",1,9.815904,1
"United Kingdom","1995-1999",1,9.883865,1
"United Kingdom","2000-2004",1,10.00738,1
"Gran Colombia","1950-1954",NA,NA,0
"Gran Colombia","1955-1959",NA,NA,0
"Gran Colombia","1960-1964",NA,NA,0
"Gran Colombia","1965-1969",NA,NA,0
"Gran Colombia","1970-1974",NA,NA,0
"Gran Colombia","1975-1979",NA,NA,0
"Gran Colombia","1980-1984",NA,NA,0
"Gran Colombia","1985-1989",NA,NA,0
"Gran Colombia","1990-1994",NA,NA,0
"Gran Colombia","1995-1999",NA,NA,0
"Gran Colombia","2000-2004",NA,NA,0
"Georgia","1950-1954",NA,NA,0
"Georgia","1955-1959",NA,NA,0
"Georgia","1960-1964",NA,NA,0
"Georgia","1965-1969",NA,NA,0
"Georgia","1970-1974",NA,NA,0
"Georgia","1975-1979",NA,NA,0
"Georgia","1980-1984",NA,NA,0
"Georgia","1985-1989",NA,NA,0
"Georgia","1990-1994",NA,NA,0
"Georgia","1995-1999",0.5,NA,0
"Georgia","2000-2004",0.5,8.498297,1
"Ghana","1950-1954",NA,NA,0
"Ghana","1955-1959",NA,6.825847,0
"Ghana","1960-1964",0.57,6.764173,0
"Ghana","1965-1969",0.24,6.712244,1
"Ghana","1970-1974",0.1666667,7.156179,1
"Ghana","1975-1979",0,7.078761,1
"Ghana","1980-1984",0.8333333,7.09344,1
"Ghana","1985-1989",0,7.028491,1
"Ghana","1990-1994",0.1666667,7.074324,1
"Ghana","1995-1999",0.5,7.149208,1
"Ghana","2000-2004",0.8333333,7.208454,1
"Guinea","1950-1954",NA,NA,0
"Guinea","1955-1959",NA,NA,0
"Guinea","1960-1964",NA,7.921682,0
"Guinea","1965-1969",0.37,7.944034,1
"Guinea","1970-1974",0,7.732884,1
"Guinea","1975-1979",0,7.788236,1
"Guinea","1980-1984",0,7.86262,1
"Guinea","1985-1989",0,7.728806,1
"Guinea","1990-1994",0.1666667,7.7977,1
"Guinea","1995-1999",0.1666667,7.873855,1
"Guinea","2000-2004",0.1666667,7.948218,1
"Gambia, The","1950-1954",NA,NA,0
"Gambia, The","1955-1959",NA,NA,0
"Gambia, The","1960-1964",NA,6.805074,0
"Gambia, The","1965-1969",NA,6.976129,0
"Gambia, The","1970-1974",0.8333333,7.01445,1
"Gambia, The","1975-1979",0.8333333,7.120737,1
"Gambia, The","1980-1984",0.8333333,7.144153,1
"Gambia, The","1985-1989",0.6666667,7.234966,1
"Gambia, The","1990-1994",0.8333333,7.131224,1
"Gambia, The","1995-1999",0,6.970135,1
"Gambia, The","2000-2004",0,7.104079,1
"Guinea-Bissau","1950-1954",NA,NA,0
"Guinea-Bissau","1955-1959",NA,NA,0
"Guinea-Bissau","1960-1964",NA,6.056391,0
"Guinea-Bissau","1965-1969",NA,6.208751,0
"Guinea-Bissau","1970-1974",NA,5.8041,0
"Guinea-Bissau","1975-1979",0.1666667,6.414782,0
"Guinea-Bissau","1980-1984",0.1666667,6.103621,1
"Guinea-Bissau","1985-1989",0.1666667,6.294609,1
"Guinea-Bissau","1990-1994",0.1666667,6.47857,1
"Guinea-Bissau","1995-1999",0.6666667,6.662519,1
"Guinea-Bissau","2000-2004",0.5,6.533538,1
"Equatorial Guinea","1950-1954",NA,NA,0
"Equatorial Guinea","1955-1959",NA,NA,0
"Equatorial Guinea","1960-1964",NA,8.091364,0
"Equatorial Guinea","1965-1969",NA,8.134517,0
"Equatorial Guinea","1970-1974",0.1666667,8.231673,0
"Equatorial Guinea","1975-1979",0.1666667,8.285317,1
"Equatorial Guinea","1980-1984",0,7.689084,1
"Equatorial Guinea","1985-1989",0,7.449494,1
"Equatorial Guinea","1990-1994",0,7.257563,1
"Equatorial Guinea","1995-1999",0,7.043111,1
"Equatorial Guinea","2000-2004",0,8.189795,1
"Greece","1950-1954",0.98,NA,0
"Greece","1955-1959",0.83,8.078986,0
"Greece","1960-1964",0.88,8.334816,1
"Greece","1965-1969",0.83,8.72038,1
"Greece","1970-1974",0.1666667,9.040845,1
"Greece","1975-1979",0.8333333,9.249929,1
"Greece","1980-1984",0.8333333,9.380486,1
"Greece","1985-1989",0.8333333,9.349674,1
"Greece","1990-1994",1,9.390127,1
"Greece","1995-1999",1,9.431264,1
"Greece","2000-2004",1,9.589738,1
"Grenada","1950-1954",NA,NA,0
"Grenada","1955-1959",NA,NA,0
"Grenada","1960-1964",NA,NA,0
"Grenada","1965-1969",NA,NA,0
"Grenada","1970-1974",NA,NA,0
"Grenada","1975-1979",0.8333333,NA,0
"Grenada","1980-1984",0.3333333,8.012017,1
"Grenada","1985-1989",0.8333333,8.217793,1
"Grenada","1990-1994",0.8333333,8.461378,1
"Grenada","1995-1999",1,8.496442,1
"Grenada","2000-2004",1,8.728799,1
"Guatemala","1950-1954",0.69,7.677903,0
"Guatemala","1955-1959",0.5,7.638525,0
"Guatemala","1960-1964",0.7,7.759642,1
"Guatemala","1965-1969",0.4,7.845412,1
"Guatemala","1970-1974",0.8333333,8.003448,1
"Guatemala","1975-1979",0.5,8.142745,1
"Guatemala","1980-1984",0.3333333,8.308284,1
"Guatemala","1985-1989",0.5,8.182334,1
"Guatemala","1990-1994",0.6666667,8.188078,1
"Guatemala","1995-1999",0.5,8.235296,1
"Guatemala","2000-2004",0.6666667,8.272367,1
"Guyana","1950-1954",NA,7.912866,0
"Guyana","1955-1959",NA,7.720251,0
"Guyana","1960-1964",NA,7.548697,0
"Guyana","1965-1969",0.53,7.61239,0
"Guyana","1970-1974",0.8333333,7.796377,0
"Guyana","1975-1979",0.5,7.866194,1
"Guyana","1980-1984",0.5,7.945521,1
"Guyana","1985-1989",0.3333333,7.709775,1
"Guyana","1990-1994",0.3333333,7.644551,1
"Guyana","1995-1999",0.8333333,7.878178,1
"Guyana","2000-2004",0.8333333,NA,1
"Honduras","1950-1954",0.63,7.50185,0
"Honduras","1955-1959",0.16,7.333015,0
"Honduras","1960-1964",0.7,7.438536,1
"Honduras","1965-1969",0.5,7.488313,1
"Honduras","1970-1974",0,7.528791,1
"Honduras","1975-1979",0.1666667,7.593008,1
"Honduras","1980-1984",0.5,7.731841,1
"Honduras","1985-1989",0.8333333,7.725555,1
"Honduras","1990-1994",0.8333333,7.707236,1
"Honduras","1995-1999",0.6666667,7.626646,1
"Honduras","2000-2004",0.6666667,7.625558,1
"Croatia","1950-1954",NA,NA,0
"Croatia","1955-1959",NA,NA,0
"Croatia","1960-1964",NA,NA,0
"Croatia","1965-1969",NA,NA,0
"Croatia","1970-1974",NA,NA,0
"Croatia","1975-1979",NA,NA,0
"Croatia","1980-1984",NA,NA,0
"Croatia","1985-1989",NA,NA,0
"Croatia","1990-1994",NA,NA,0
"Croatia","1995-1999",0.5,8.837205,0
"Croatia","2000-2004",0.8333333,9.050838,1
"Haiti","1950-1954",0.47,NA,0
"Haiti","1955-1959",0.51,NA,0
"Haiti","1960-1964",0.35,NA,1
"Haiti","1965-1969",0.21,NA,1
"Haiti","1970-1974",0,6.834893,1
"Haiti","1975-1979",0.1666667,6.826536,1
"Haiti","1980-1984",0.1666667,7.013275,1
"Haiti","1985-1989",0,6.874998,1
"Haiti","1990-1994",0.5,6.763781,1
"Haiti","1995-1999",0.3333333,7.288907,1
"Haiti","2000-2004",0.1666667,NA,1
"Hungary","1950-1954",0.22,NA,0
"Hungary","1955-1959",0.27,NA,0
"Hungary","1960-1964",0.28,NA,1
"Hungary","1965-1969",0.12,NA,1
"Hungary","1970-1974",0.1666667,8.588902,1
"Hungary","1975-1979",0.1666667,8.845778,1
"Hungary","1980-1984",0.1666667,9.011422,1
"Hungary","1985-1989",0.3333333,9.122087,1
"Hungary","1990-1994",0.8333333,9.169792,1
"Hungary","1995-1999",1,9.064034,1
"Hungary","2000-2004",1,9.253325,1
"Indonesia","1950-1954",NA,NA,0
"Indonesia","1955-1959",0.57,NA,0
"Indonesia","1960-1964",0.2,6.841697,1
"Indonesia","1965-1969",0.1,6.797702,1
"Indonesia","1970-1974",0.3333333,6.991541,1
"Indonesia","1975-1979",0.3333333,7.256683,1
"Indonesia","1980-1984",0.3333333,7.54732,1
"Indonesia","1985-1989",0.3333333,7.730899,1
"Indonesia","1990-1994",0.1666667,7.955369,1
"Indonesia","1995-1999",0,8.200976,1
"Indonesia","2000-2004",0.6666667,8.200371,1
"India","1950-1954",NA,6.558499,0
"India","1955-1959",0.98,6.652637,0
"India","1960-1964",0.94,6.74189,1
"India","1965-1969",0.91,6.831872,1
"India","1970-1974",0.8333333,6.978369,1
"India","1975-1979",0.8333333,6.997562,1
"India","1980-1984",0.8333333,7.055082,1
"India","1985-1989",0.8333333,7.221988,1
"India","1990-1994",0.8333333,7.423547,1
"India","1995-1999",0.5,7.590337,1
"India","2000-2004",0.8333333,7.815578,1
"Ireland","1950-1954",1,8.358317,0
"Ireland","1955-1959",1,8.471416,0
"Ireland","1960-1964",0.95,8.544048,1
"Ireland","1965-1969",0.97,8.699453,1
"Ireland","1970-1974",1,8.8901,1
"Ireland","1975-1979",1,9.045475,1
"Ireland","1980-1984",1,9.206577,1
"Ireland","1985-1989",1,9.295671,1
"Ireland","1990-1994",1,9.558014,1
"Ireland","1995-1999",1,9.756508,1
"Ireland","2000-2004",1,10.18039,1
"Iran","1950-1954",0.48,NA,0
"Iran","1955-1959",0.29,7.459379,0
"Iran","1960-1964",0.35,7.8892,1
"Iran","1965-1969",0.45,8.141539,1
"Iran","1970-1974",0.3333333,8.561217,1
"Iran","1975-1979",0.1666667,8.522073,1
"Iran","1980-1984",0.3333333,8.301185,1
"Iran","1985-1989",0.3333333,8.397391,1
"Iran","1990-1994",0.1666667,8.26404,1
"Iran","1995-1999",0.1666667,8.519805,1
"Iran","2000-2004",0.1666667,8.698613,1
"Iraq","1950-1954",0.34,NA,0
"Iraq","1955-1959",0.23,NA,0
"Iraq","1960-1964",0.15,NA,1
"Iraq","1965-1969",0.11,NA,1
"Iraq","1970-1974",0,NA,1
"Iraq","1975-1979",0,NA,1
"Iraq","1980-1984",0.1666667,NA,1
"Iraq","1985-1989",0,NA,1
"Iraq","1990-1994",0,NA,1
"Iraq","1995-1999",0,NA,1
"Iraq","2000-2004",0,NA,1
"Iceland","1950-1954",1,8.73309,0
"Iceland","1955-1959",1,8.966221,0
"Iceland","1960-1964",1,9.014312,1
"Iceland","1965-1969",1,9.275016,1
"Iceland","1970-1974",1,9.298835,1
"Iceland","1975-1979",1,9.564708,1
"Iceland","1980-1984",1,9.808449,1
"Iceland","1985-1989",1,9.857358,1
"Iceland","1990-1994",1,9.954723,1
"Iceland","1995-1999",1,9.927636,1
"Iceland","2000-2004",1,10.11767,1
"Israel","1950-1954",NA,8.289317,0
"Israel","1955-1959",1,8.42516,0
"Israel","1960-1964",0.95,8.620045,1
"Israel","1965-1969",0.97,8.898729,1
"Israel","1970-1974",0.8333333,9.086753,1
"Israel","1975-1979",0.8333333,9.305582,1
"Israel","1980-1984",0.8333333,9.34363,1
"Israel","1985-1989",0.8333333,9.392495,1
"Israel","1990-1994",0.8333333,9.519797,1
"Israel","1995-1999",1,9.6899,1
"Israel","2000-2004",1,9.738237,1
"Italy","1950-1954",0.97,8.304736,0
"Italy","1955-1959",0.99,8.588603,0
"Italy","1960-1964",0.97,8.837732,1
"Italy","1965-1969",0.97,9.049049,1
"Italy","1970-1974",1,9.332002,1
"Italy","1975-1979",1,9.435337,1
"Italy","1980-1984",1,9.631416,1
"Italy","1985-1989",1,9.704334,1
"Italy","1990-1994",1,9.868263,1
"Italy","1995-1999",1,9.918014,1
"Italy","2000-2004",1,9.988757,1
"Jamaica","1950-1954",NA,NA,0
"Jamaica","1955-1959",NA,7.587536,0
"Jamaica","1960-1964",0.91,7.917863,0
"Jamaica","1965-1969",0.9,8.082705,0
"Jamaica","1970-1974",1,8.260118,1
"Jamaica","1975-1979",1,8.284571,1
"Jamaica","1980-1984",0.8333333,8.146678,1
"Jamaica","1985-1989",0.8333333,8.100238,1
"Jamaica","1990-1994",0.8333333,8.318845,1
"Jamaica","1995-1999",0.8333333,8.244399,1
"Jamaica","2000-2004",0.8333333,8.214085,1
"Jordan","1950-1954",0.36,NA,0
"Jordan","1955-1959",0.43,7.177885,0
"Jordan","1960-1964",0.32,7.734221,1
"Jordan","1965-1969",0.31,7.919852,1
"Jordan","1970-1974",0.1666667,7.708977,1
"Jordan","1975-1979",0.1666667,7.765361,1
"Jordan","1980-1984",0.1666667,8.306857,1
"Jordan","1985-1989",0.3333333,8.400855,1
"Jordan","1990-1994",0.3333333,8.148808,1
"Jordan","1995-1999",0.5,8.230902,1
"Jordan","2000-2004",0.5,8.267375,1
"Japan","1950-1954",NA,7.708295,0
"Japan","1955-1959",0.99,8.058745,0
"Japan","1960-1964",0.99,8.42168,1
"Japan","1965-1969",1,8.830431,1
"Japan","1970-1974",0.8333333,9.347801,1
"Japan","1975-1979",0.8333333,9.485228,1
"Japan","1980-1984",1,9.656223,1
"Japan","1985-1989",1,9.783747,1
"Japan","1990-1994",1,10.00876,1
"Japan","1995-1999",1,10.05485,1
"Japan","2000-2004",1,10.11356,1
"Kazakhstan","1950-1954",NA,NA,0
"Kazakhstan","1955-1959",NA,NA,0
"Kazakhstan","1960-1964",NA,NA,0
"Kazakhstan","1965-1969",NA,NA,0
"Kazakhstan","1970-1974",NA,NA,0
"Kazakhstan","1975-1979",NA,NA,0
"Kazakhstan","1980-1984",NA,NA,0
"Kazakhstan","1985-1989",NA,NA,0
"Kazakhstan","1990-1994",NA,NA,0
"Kazakhstan","1995-1999",0.1666667,8.656834,0
"Kazakhstan","2000-2004",0.1666667,8.908018,1
"Kenya","1950-1954",NA,6.543081,0
"Kenya","1955-1959",NA,6.51602,0
"Kenya","1960-1964",0.71,6.679399,0
"Kenya","1965-1969",0.58,6.741649,0
"Kenya","1970-1974",0.3333333,6.710691,1
"Kenya","1975-1979",0.3333333,7.036955,1
"Kenya","1980-1984",0.3333333,7.12166,1
"Kenya","1985-1989",0.1666667,7.04774,1
"Kenya","1990-1994",0.1666667,7.197484,1
"Kenya","1995-1999",0,7.133424,1
"Kenya","2000-2004",0.1666667,7.126381,1
"Kyrgyz Republic","1950-1954",NA,NA,0
"Kyrgyz Republic","1955-1959",NA,NA,0
"Kyrgyz Republic","1960-1964",NA,NA,0
"Kyrgyz Republic","1965-1969",NA,NA,0
"Kyrgyz Republic","1970-1974",NA,NA,0
"Kyrgyz Republic","1975-1979",NA,NA,0
"Kyrgyz Republic","1980-1984",NA,NA,0
"Kyrgyz Republic","1985-1989",NA,NA,0
"Kyrgyz Republic","1990-1994",NA,NA,0
"Kyrgyz Republic","1995-1999",0.5,7.839219,0
"Kyrgyz Republic","2000-2004",0.1666667,8.011205,1
"Cambodia","1950-1954",NA,NA,0
"Cambodia","1955-1959",0.33,NA,0
"Cambodia","1960-1964",0.39,NA,1
"Cambodia","1965-1969",0.36,NA,1
"Cambodia","1970-1974",0.1666667,NA,1
"Cambodia","1975-1979",0,NA,1
"Cambodia","1980-1984",0,NA,1
"Cambodia","1985-1989",0,NA,1
"Cambodia","1990-1994",0,NA,1
"Cambodia","1995-1999",0.1666667,7.076396,1
"Cambodia","2000-2004",0.1666667,NA,1
"Kiribati","1950-1954",NA,NA,0
"Kiribati","1955-1959",NA,NA,0
"Kiribati","1960-1964",NA,NA,0
"Kiribati","1965-1969",NA,NA,0
"Kiribati","1970-1974",NA,NA,0
"Kiribati","1975-1979",NA,NA,0
"Kiribati","1980-1984",0.8333333,NA,0
"Kiribati","1985-1989",1,NA,1
"Kiribati","1990-1994",1,NA,1
"Kiribati","1995-1999",1,NA,1
"Kiribati","2000-2004",1,NA,1
"St. Kitts and Nevis","1950-1954",NA,NA,0
"St. Kitts and Nevis","1955-1959",NA,NA,0
"St. Kitts and Nevis","1960-1964",NA,NA,0
"St. Kitts and Nevis","1965-1969",NA,NA,0
"St. Kitts and Nevis","1970-1974",NA,NA,0
"St. Kitts and Nevis","1975-1979",NA,NA,0
"St. Kitts and Nevis","1980-1984",NA,8.546586,0
"St. Kitts and Nevis","1985-1989",1,8.756536,0
"St. Kitts and Nevis","1990-1994",1,8.970687,1
"St. Kitts and Nevis","1995-1999",1,9.286465,1
"St. Kitts and Nevis","2000-2004",1,9.522664,1
"Korea","1950-1954",NA,NA,0
"Korea","1955-1959",NA,NA,0
"Korea","1960-1964",NA,NA,1
"Korea","1965-1969",NA,NA,1
"Korea","1970-1974",NA,NA,1
"Korea","1975-1979",NA,NA,1
"Korea","1980-1984",NA,NA,1
"Korea","1985-1989",NA,NA,1
"Korea","1990-1994",NA,NA,1
"Korea","1995-1999",NA,NA,1
"Korea","2000-2004",NA,NA,1
"Korea, Rep.","1950-1954",NA,NA,0
"Korea, Rep.","1955-1959",0.65,7.285283,0
"Korea, Rep.","1960-1964",0.52,7.310043,1
"Korea, Rep.","1965-1969",0.53,7.497014,1
"Korea, Rep.","1970-1974",0.3333333,7.906761,1
"Korea, Rep.","1975-1979",0.3333333,8.204275,1
"Korea, Rep.","1980-1984",0.3333333,8.47425,1
"Korea, Rep.","1985-1989",0.5,8.790099,1
"Korea, Rep.","1990-1994",0.8333333,9.205568,1
"Korea, Rep.","1995-1999",0.8333333,9.514257,1
"Korea, Rep.","2000-2004",0.8333333,9.672554,1
"Kuwait","1950-1954",NA,NA,0
"Kuwait","1955-1959",NA,NA,0
"Kuwait","1960-1964",NA,NA,0
"Kuwait","1965-1969",NA,NA,0
"Kuwait","1970-1974",0.5,NA,1
"Kuwait","1975-1979",0.5,NA,1
"Kuwait","1980-1984",0.1666667,NA,1
"Kuwait","1985-1989",0.5,NA,1
"Kuwait","1990-1994",0,NA,1
"Kuwait","1995-1999",0.3333333,NA,1
"Kuwait","2000-2004",0.5,NA,1
"Lao PDR","1950-1954",NA,NA,0
"Lao PDR","1955-1959",NA,NA,0
"Lao PDR","1960-1964",0.57,NA,1
"Lao PDR","1965-1969",0.43,NA,1
"Lao PDR","1970-1974",0.3333333,NA,1
"Lao PDR","1975-1979",0.1666667,NA,1
"Lao PDR","1980-1984",0,NA,1
"Lao PDR","1985-1989",0,NA,1
"Lao PDR","1990-1994",0.1666667,NA,1
"Lao PDR","1995-1999",0,NA,1
"Lao PDR","2000-2004",0,NA,1
"Lebanon","1950-1954",0.91,NA,0
"Lebanon","1955-1959",0.86,NA,0
"Lebanon","1960-1964",0.84,NA,1
"Lebanon","1965-1969",0.74,NA,1
"Lebanon","1970-1974",0.8333333,NA,1
"Lebanon","1975-1979",0.5,NA,1
"Lebanon","1980-1984",0.5,NA,1
"Lebanon","1985-1989",0.3333333,NA,1
"Lebanon","1990-1994",0.1666667,8.082907,1
"Lebanon","1995-1999",0.1666667,8.461366,1
"Lebanon","2000-2004",0.1666667,8.663174,1
"Liberia","1950-1954",0.54,NA,0
"Liberia","1955-1959",0.47,NA,0
"Liberia","1960-1964",0.47,NA,1
"Liberia","1965-1969",0.46,NA,1
"Liberia","1970-1974",0.1666667,NA,1
"Liberia","1975-1979",0.1666667,NA,1
"Liberia","1980-1984",0.1666667,NA,1
"Liberia","1985-1989",0.3333333,NA,1
"Liberia","1990-1994",0,NA,1
"Liberia","1995-1999",0,NA,1
"Liberia","2000-2004",0.3333333,NA,1
"Libya","1950-1954",NA,NA,0
"Libya","1955-1959",NA,NA,0
"Libya","1960-1964",0.31,NA,1
"Libya","1965-1969",0.34,NA,1
"Libya","1970-1974",0,NA,1
"Libya","1975-1979",0,NA,1
"Libya","1980-1984",0.1666667,NA,1
"Libya","1985-1989",0.1666667,NA,1
"Libya","1990-1994",0,NA,1
"Libya","1995-1999",0,NA,1
"Libya","2000-2004",0,NA,1
"St. Lucia","1950-1954",NA,NA,0
"St. Lucia","1955-1959",NA,NA,0
"St. Lucia","1960-1964",NA,NA,0
"St. Lucia","1965-1969",NA,NA,0
"St. Lucia","1970-1974",NA,NA,0
"St. Lucia","1975-1979",NA,NA,0
"St. Lucia","1980-1984",0.8333333,8.082571,0
"St. Lucia","1985-1989",1,8.152157,1
"St. Lucia","1990-1994",1,8.637772,1
"St. Lucia","1995-1999",1,8.751712,1
"St. Lucia","2000-2004",1,8.753119,1
"Liechtenstein","1950-1954",NA,NA,0
"Liechtenstein","1955-1959",NA,NA,0
"Liechtenstein","1960-1964",NA,NA,1
"Liechtenstein","1965-1969",NA,NA,1
"Liechtenstein","1970-1974",0.5,NA,1
"Liechtenstein","1975-1979",NA,NA,1
"Liechtenstein","1980-1984",NA,NA,1
"Liechtenstein","1985-1989",NA,NA,1
"Liechtenstein","1990-1994",NA,NA,1
"Liechtenstein","1995-1999",1,NA,1
"Liechtenstein","2000-2004",1,NA,1
"Sri Lanka","1950-1954",NA,7.131373,0
"Sri Lanka","1955-1959",1,7.178453,0
"Sri Lanka","1960-1964",0.94,7.195235,1
"Sri Lanka","1965-1969",0.86,7.233606,1
"Sri Lanka","1970-1974",0.8333333,7.3508,1
"Sri Lanka","1975-1979",0.8333333,7.41386,1
"Sri Lanka","1980-1984",0.8333333,7.489711,1
"Sri Lanka","1985-1989",0.6666667,7.723791,1
"Sri Lanka","1990-1994",0.5,7.830053,1
"Sri Lanka","1995-1999",0.5,8.028013,1
"Sri Lanka","2000-2004",0.6666667,8.10163,1
"Lesotho","1950-1954",NA,NA,0
"Lesotho","1955-1959",NA,NA,0
"Lesotho","1960-1964",NA,6.548558,0
"Lesotho","1965-1969",NA,6.762671,0
"Lesotho","1970-1974",0,6.783237,0
"Lesotho","1975-1979",0.3333333,6.959955,1
"Lesotho","1980-1984",0.3333333,7.213881,1
"Lesotho","1985-1989",0.3333333,7.179348,1
"Lesotho","1990-1994",0.1666667,7.222058,1
"Lesotho","1995-1999",0.5,7.207245,1
"Lesotho","2000-2004",0.5,7.37254,1
"Lithuania","1950-1954",NA,NA,0
"Lithuania","1955-1959",NA,NA,0
"Lithuania","1960-1964",NA,NA,1
"Lithuania","1965-1969",NA,NA,1
"Lithuania","1970-1974",NA,NA,1
"Lithuania","1975-1979",NA,NA,1
"Lithuania","1980-1984",NA,NA,1
"Lithuania","1985-1989",NA,NA,1
"Lithuania","1990-1994",NA,NA,1
"Lithuania","1995-1999",1,8.737635,1
"Lithuania","2000-2004",1,8.889239,1
"Luxembourg","1950-1954",1,9.231618,0
"Luxembourg","1955-1959",1,9.244015,0
"Luxembourg","1960-1964",1,9.367659,1
