"id","year","country","indusid","importid","lrex","lrfdi","lgdt","lsimi","lrk","lrh","lrl","ldist","lkldist","lkgdt"
"46-1",1993,"germany",1,46,4.416428,7.104965,27.11894,-0.6937814,0.0546319,0.5588514,-0.276186,7.737635,2.559748,1.48156
"46-1",1994,"germany",1,46,3.906005,6.575076,27.15567,-0.6935025,0.0505515,0.5645001,-0.2907065,7.737635,2.64053,1.372761
"46-1",1995,"germany",1,46,4.49981,6.510258,27.13908,-0.6972461,0.080109,0.5361426,-0.3016239,7.737635,2.953709,2.174084
"46-1",1996,"germany",1,46,4.11741,7.015712,27.18074,-0.6962747,0.101681,0.5319334,-0.3112353,7.737635,3.194995,2.763764
"46-1",1997,"germany",1,46,4.122284,7.07327,27.22887,-0.6946937,0.1080681,0.5295715,-0.3222075,7.737635,3.329316,2.942573
"46-1",1998,"germany",1,46,3.850147,6.802395,27.2615,-0.6937314,0.1055281,0.5273967,-0.3302031,7.737635,3.371529,2.876854
"46-1",1999,"germany",1,46,4.191169,6.423247,27.29047,-0.6935011,0.0989342,0.525386,-0.3381722,7.737635,3.38217,2.699962
"46-2",1989,"germany",2,46,5.306285,3.89182,26.95639,-0.6932224,0.028309,0.262266,-0.2252209,7.737635,1.961722,0.7631084
"46-2",1990,"germany",2,46,5.41343,3.7612,26.9977,-0.6931475,0.0490404,0.3502111,-0.2356743,7.737635,2.203018,1.323979
"46-2",1991,"germany",2,46,6.705517,4.007333,27.07413,-0.6943751,0.0574181,0.4255523,-0.2499591,7.737635,2.378373,1.554545
"46-2",1992,"germany",2,46,6.705517,4.248495,27.1018,-0.6938928,0.0546637,0.5073629,-0.2642172,7.737635,2.467383,1.481484
"46-2",1993,"germany",2,46,6.705517,4.317488,27.11894,-0.6937814,0.0546319,0.5588514,-0.276186,7.737635,2.559748,1.48156
"46-2",1994,"germany",2,46,5.732694,3.988984,27.15567,-0.6935025,0.0505515,0.5645001,-0.2907065,7.737635,2.64053,1.372761
"46-2",1995,"germany",2,46,6.772394,4.204693,27.13908,-0.6972461,0.080109,0.5361426,-0.3016239,7.737635,2.953709,2.174084
"46-2",1996,"germany",2,46,6.772394,4.70953,27.18074,-0.6962747,0.101681,0.5319334,-0.3112353,7.737635,3.194995,2.763764
"46-2",1997,"germany",2,46,6.772394,5.164786,27.22887,-0.6946937,0.1080681,0.5295715,-0.3222075,7.737635,3.329316,2.942573
"46-2",1998,"germany",2,46,5.880254,5.231109,27.2615,-0.6937314,0.1055281,0.5273967,-0.3302031,7.737635,3.371529,2.876854
"46-2",1999,"germany",2,46,6.686735,4.59512,27.29047,-0.6935011,0.0989342,0.525386,-0.3381722,7.737635,3.38217,2.699962
"46-3",1989,"germany",3,46,5.185709,5.497168,26.95639,-0.6932224,0.028309,0.262266,-0.2252209,7.737635,1.961722,0.7631084
"46-3",1990,"germany",3,46,5.47185,5.717028,26.9977,-0.6931475,0.0490404,0.3502111,-0.2356743,7.737635,2.203018,1.323979
"46-3",1991,"germany",3,46,6.883258,5.83773,27.07413,-0.6943751,0.0574181,0.4255523,-0.2499591,7.737635,2.378373,1.554545
"46-3",1992,"germany",3,46,6.883258,5.97381,27.1018,-0.6938928,0.0546637,0.5073629,-0.2642172,7.737635,2.467383,1.481484
"46-3",1993,"germany",3,46,6.883258,6.177944,27.11894,-0.6937814,0.0546319,0.5588514,-0.276186,7.737635,2.559748,1.48156
"46-3",1994,"germany",3,46,5.727499,6.111467,27.15567,-0.6935025,0.0505515,0.5645001,-0.2907065,7.737635,2.64053,1.372761
"46-3",1995,"germany",3,46,6.791446,5.733341,27.13908,-0.6972461,0.080109,0.5361426,-0.3016239,7.737635,2.953709,2.174084
"46-3",1996,"germany",3,46,6.791446,5.926926,27.18074,-0.6962747,0.101681,0.5319334,-0.3112353,7.737635,3.194995,2.763764
"46-3",1997,"germany",3,46,6.791446,6.306275,27.22887,-0.6946937,0.1080681,0.5295715,-0.3222075,7.737635,3.329316,2.942573
"46-3",1998,"germany",3,46,6.034285,6.526495,27.2615,-0.6937314,0.1055281,0.5273967,-0.3302031,7.737635,3.371529,2.876854
"46-3",1999,"germany",3,46,6.713078,5.420535,27.29047,-0.6935011,0.0989342,0.525386,-0.3381722,7.737635,3.38217,2.699962
"46-4",1992,"germany",4,46,8.087948,6.45047,27.1018,-0.6938928,0.0546637,0.5073629,-0.2642172,7.737635,2.467383,1.481484
"46-4",1993,"germany",4,46,8.087948,6.818924,27.11894,-0.6937814,0.0546319,0.5588514,-0.276186,7.737635,2.559748,1.48156
"46-4",1994,"germany",4,46,8.087948,6.647688,27.15567,-0.6935025,0.0505515,0.5645001,-0.2907065,7.737635,2.64053,1.372761
"46-4",1995,"germany",4,46,7.661668,6.785588,27.13908,-0.6972461,0.080109,0.5361426,-0.3016239,7.737635,2.953709,2.174084
"46-4",1996,"germany",4,46,7.661668,6.937314,27.18074,-0.6962747,0.101681,0.5319334,-0.3112353,7.737635,3.194995,2.763764
"46-4",1997,"germany",4,46,7.661668,6.061457,27.22887,-0.6946937,0.1080681,0.5295715,-0.3222075,7.737635,3.329316,2.942573
"46-4",1998,"germany",4,46,8.118505,6.570883,27.2615,-0.6937314,0.1055281,0.5273967,-0.3302031,7.737635,3.371529,2.876854
"46-4",1999,"germany",4,46,8.118505,5.147494,27.29047,-0.6935011,0.0989342,0.525386,-0.3381722,7.737635,3.38217,2.699962
"6-1",1989,"germany",1,6,7.471932,7.950502,28.15732,-1.356888,-1.627663,-0.6378954,-0.0361502,8.522781,-13.56412,45.83063
"6-1",1990,"germany",1,6,7.664957,8.130942,28.18421,-1.351673,-1.622973,-0.6544693,-0.0197688,8.522781,-13.66376,45.74222
"6-1",1991,"germany",1,6,7.705758,8.059277,28.21012,-1.283284,-1.617733,-0.6941134,-0.0107557,8.522781,-13.69591,45.63643
"6-1",1992,"germany",1,6,7.816457,8.1934,28.22582,-1.279713,-1.611702,-0.7133802,-0.0024841,8.522781,-13.71501,45.49161
"6-1",1993,"germany",1,6,7.715436,8.256348,28.22095,-1.263819,-1.600663,-0.7152647,0.0057452,8.522781,-13.69106,45.17223
"6-1",1994,"germany",1,6,7.873598,8.423542,28.24313,-1.25718,-1.588317,-0.6852614,0.0143138,8.522781,-13.65887,44.85903
"6-1",1995,"germany",1,6,7.980468,8.514791,28.26144,-1.250515,-1.574894,-0.6678302,0.023656,8.522781,-13.62409,44.50876
"6-1",1996,"germany",1,6,8.017307,8.623713,28.27645,-1.235512,-1.556335,-0.6273035,0.0321186,8.522781,-13.53804,44.00761
"6-1",1997,"germany",1,6,7.839644,8.618124,28.29769,-1.226838,-1.535621,-0.5868433,0.0406816,8.522781,-13.43449,43.45454
"6-1",1998,"germany",1,6,7.925049,8.670601,28.32578,-1.234786,-1.520959,-0.5479568,0.0512096,8.522781,-13.39925,43.08237
"6-1",1999,"germany",1,6,7.877284,7.833204,28.3537,-1.238078,-1.512701,-0.5105259,0.0587624,8.522781,-13.39324,42.89066
"6-2",1989,"germany",2,6,8.648643,7.550661,28.15732,-1.356888,-1.627663,-0.6378954,-0.0361502,8.522781,-13.56412,45.83063
"6-2",1990,"germany",2,6,8.815548,7.686162,28.18421,-1.351673,-1.622973,-0.6544693,-0.0197688,8.522781,-13.66376,45.74222
"6-2",1991,"germany",2,6,9.860836,7.805067,28.21012,-1.283284,-1.617733,-0.6941134,-0.0107557,8.522781,-13.69591,45.63643
"6-2",1992,"germany",2,6,9.860836,7.749322,28.22582,-1.279713,-1.611702,-0.7133802,-0.0024841,8.522781,-13.71501,45.49161
"6-2",1993,"germany",2,6,9.860836,7.734121,28.22095,-1.263819,-1.600663,-0.7152647,0.0057452,8.522781,-13.69106,45.17223
"6-2",1994,"germany",2,6,8.80629,7.8018,28.24313,-1.25718,-1.588317,-0.6852614,0.0143138,8.522781,-13.65887,44.85903
"6-2",1995,"germany",2,6,10.02527,7.884953,28.26144,-1.250515,-1.574894,-0.6678302,0.023656,8.522781,-13.62409,44.50876
"6-2",1996,"germany",2,6,10.02527,7.913887,28.27645,-1.235512,-1.556335,-0.6273035,0.0321186,8.522781,-13.53804,44.00761
"6-2",1997,"germany",2,6,10.02527,7.8842,28.29769,-1.226838,-1.535621,-0.5868433,0.0406816,8.522781,-13.43449,43.45454
"6-2",1998,"germany",2,6,8.859818,7.889459,28.32578,-1.234786,-1.520959,-0.5479568,0.0512096,8.522781,-13.39925,43.08237
"6-2",1999,"germany",2,6,9.598307,7.095064,28.3537,-1.238078,-1.512701,-0.5105259,0.0587624,8.522781,-13.39324,42.89066
"6-3",1989,"germany",3,6,8.385716,7.413367,28.15732,-1.356888,-1.627663,-0.6378954,-0.0361502,8.522781,-13.56412,45.83063
"6-3",1990,"germany",3,6,8.525498,7.438384,28.18421,-1.351673,-1.622973,-0.6544693,-0.0197688,8.522781,-13.66376,45.74222
"6-3",1991,"germany",3,6,9.501965,7.497762,28.21012,-1.283284,-1.617733,-0.6941134,-0.0107557,8.522781,-13.69591,45.63643
"6-3",1992,"germany",3,6,9.501965,7.655391,28.22582,-1.279713,-1.611702,-0.7133802,-0.0024841,8.522781,-13.71501,45.49161
"6-3",1993,"germany",3,6,9.501965,7.646832,28.22095,-1.263819,-1.600663,-0.7152647,0.0057452,8.522781,-13.69106,45.17223
"6-3",1994,"germany",3,6,8.400322,7.552238,28.24313,-1.25718,-1.588317,-0.6852614,0.0143138,8.522781,-13.65887,44.85903
"6-3",1995,"germany",3,6,9.602821,7.124478,28.26144,-1.250515,-1.574894,-0.6678302,0.023656,8.522781,-13.62409,44.50876
"6-3",1996,"germany",3,6,9.602821,7.698029,28.27645,-1.235512,-1.556335,-0.6273035,0.0321186,8.522781,-13.53804,44.00761
"6-3",1997,"germany",3,6,9.602821,7.649216,28.29769,-1.226838,-1.535621,-0.5868433,0.0406816,8.522781,-13.43449,43.45454
"6-3",1998,"germany",3,6,8.535524,7.72533,28.32578,-1.234786,-1.520959,-0.5479568,0.0512096,8.522781,-13.39925,43.08237
"6-3",1999,"germany",3,6,9.134118,6.932448,28.3537,-1.238078,-1.512701,-0.5105259,0.0587624,8.522781,-13.39324,42.89066
"6-4",1989,"germany",4,6,8.960006,7.286876,28.15732,-1.356888,-1.627663,-0.6378954,-0.0361502,8.522781,-13.56412,45.83063
"6-4",1990,"germany",4,6,10.65285,7.393263,28.18421,-1.351673,-1.622973,-0.6544693,-0.0197688,8.522781,-13.66376,45.74222
"6-4",1991,"germany",4,6,10.65285,7.393878,28.21012,-1.283284,-1.617733,-0.6941134,-0.0107557,8.522781,-13.69591,45.63643
"6-4",1992,"germany",4,6,10.65285,7.567863,28.22582,-1.279713,-1.611702,-0.7133802,-0.0024841,8.522781,-13.71501,45.49161
"6-4",1993,"germany",4,6,10.65285,7.436617,28.22095,-1.263819,-1.600663,-0.7152647,0.0057452,8.522781,-13.69106,45.17223
"6-4",1994,"germany",4,6,10.65285,7.277938,28.24313,-1.25718,-1.588317,-0.6852614,0.0143138,8.522781,-13.65887,44.85903
"6-4",1995,"germany",4,6,10.23058,7.449498,28.26144,-1.250515,-1.574894,-0.6678302,0.023656,8.522781,-13.62409,44.50876
"6-4",1996,"germany",4,6,10.23058,7.623642,28.27645,-1.235512,-1.556335,-0.6273035,0.0321186,8.522781,-13.53804,44.00761
"6-4",1997,"germany",4,6,10.23058,7.747597,28.29769,-1.226838,-1.535621,-0.5868433,0.0406816,8.522781,-13.43449,43.45454
"6-4",1998,"germany",4,6,10.26276,7.76811,28.32578,-1.234786,-1.520959,-0.5479568,0.0512096,8.522781,-13.39925,43.08237
"6-4",1999,"germany",4,6,10.26276,6.917706,28.3537,-1.238078,-1.512701,-0.5105259,0.0587624,8.522781,-13.39324,42.89066
"71-1",1989,"germany",1,71,3.566712,5.627621,26.71998,-0.7733882,0.6437095,0.4130889,0.5806706,9.23396,0.5820991,17.1999
"71-1",1990,"germany",1,71,3.845883,5.605802,26.74022,-0.7838102,0.6780014,0.4441429,0.577085,9.23396,0.9318579,18.12991
"71-1",1991,"germany",1,71,3.725693,5.480639,26.80963,-0.8225717,0.7137955,0.4470585,0.5717501,9.23396,1.311642,19.13659
"71-1",1992,"germany",1,71,3.751854,5.648974,26.81638,-0.8375052,0.749625,0.4641908,0.5657787,9.23396,1.697629,20.10223
"71-1",1993,"germany",1,71,3.523415,5.669881,26.83056,-0.8385379,0.7822635,0.4370795,0.5588231,9.23396,2.063239,20.98857
"71-1",1994,"germany",1,71,3.468856,5.720312,26.86151,-0.8380631,0.8101944,0.3798502,0.5513096,9.23396,2.390531,21.76304
"71-1",1995,"germany",1,71,3.701302,5.652489,26.88949,-0.8366171,0.8318919,0.3248335,0.544194,9.23396,2.656591,22.36915
"71-1",1996,"germany",1,71,3.775057,5.583496,26.92564,-0.8342005,0.8520819,0.2792282,0.5376881,9.23396,2.9031,22.94285
"71-1",1997,"germany",1,71,3.901973,6.150603,26.95561,-0.836889,0.8698978,0.2403931,0.5324687,9.23396,3.115808,23.44862
"71-1",1998,"germany",1,71,3.723281,5.863631,26.96986,-0.8411999,0.8830575,0.2058127,0.5280527,9.23396,3.278101,23.81594
"71-1",1999,"germany",1,71,3.653252,5.209486,26.98999,-0.8454949,0.9020987,0.1748066,0.5219157,9.23396,3.510594,24.34764
"71-2",1989,"germany",2,71,6.012247,5.590987,26.71998,-0.7733882,0.6437095,0.4130889,0.5806706,9.23396,0.5820991,17.1999
"71-2",1990,"germany",2,71,6.064483,5.620401,26.74022,-0.7838102,0.6780014,0.4441429,0.577085,9.23396,0.9318579,18.12991
"71-2",1991,"germany",2,71,7.173192,5.7301,26.80963,-0.8225717,0.7137955,0.4470585,0.5717501,9.23396,1.311642,19.13659
"71-2",1992,"germany",2,71,7.173192,5.575949,26.81638,-0.8375052,0.749625,0.4641908,0.5657787,9.23396,1.697629,20.10223
"71-2",1993,"germany",2,71,7.173192,5.442418,26.83056,-0.8385379,0.7822635,0.4370795,0.5588231,9.23396,2.063239,20.98857
"71-2",1994,"germany",2,71,6.167517,5.420535,26.86151,-0.8380631,0.8101944,0.3798502,0.5513096,9.23396,2.390531,21.76304
"71-2",1995,"germany",2,71,7.360104,5.267858,26.88949,-0.8366171,0.8318919,0.3248335,0.544194,9.23396,2.656591,22.36915
"71-2",1996,"germany",2,71,7.360104,5.02388,26.92564,-0.8342005,0.8520819,0.2792282,0.5376881,9.23396,2.9031,22.94285
"71-2",1997,"germany",2,71,7.360104,5.147494,26.95561,-0.836889,0.8698978,0.2403931,0.5324687,9.23396,3.115808,23.44862
"71-2",1998,"germany",2,71,6.213808,5.030438,26.96986,-0.8411999,0.8830575,0.2058127,0.5280527,9.23396,3.278101,23.81594
"71-2",1999,"germany",2,71,6.178152,4.174387,26.98999,-0.8454949,0.9020987,0.1748066,0.5219157,9.23396,3.510594,24.34764
"71-3",1989,"germany",3,71,5.301811,5.393628,26.71998,-0.7733882,0.6437095,0.4130889,0.5806706,9.23396,0.5820991,17.1999
"71-3",1990,"germany",3,71,5.277604,5.693732,26.74022,-0.7838102,0.6780014,0.4441429,0.577085,9.23396,0.9318579,18.12991
"71-3",1991,"germany",3,71,6.231268,5.389072,26.80963,-0.8225717,0.7137955,0.4470585,0.5717501,9.23396,1.311642,19.13659
"71-3",1992,"germany",3,71,6.231268,5.283204,26.81638,-0.8375052,0.749625,0.4641908,0.5657787,9.23396,1.697629,20.10223
"71-3",1993,"germany",3,71,6.231268,5.433722,26.83056,-0.8385379,0.7822635,0.4370795,0.5588231,9.23396,2.063239,20.98857
"71-3",1994,"germany",3,71,5.245971,5.613128,26.86151,-0.8380631,0.8101944,0.3798502,0.5513096,9.23396,2.390531,21.76304
"71-3",1995,"germany",3,71,6.519,5.616771,26.88949,-0.8366171,0.8318919,0.3248335,0.544194,9.23396,2.656591,22.36915
"71-3",1996,"germany",3,71,6.519,5.332719,26.92564,-0.8342005,0.8520819,0.2792282,0.5376881,9.23396,2.9031,22.94285
"71-3",1997,"germany",3,71,6.519,5.872118,26.95561,-0.836889,0.8698978,0.2403931,0.5324687,9.23396,3.115808,23.44862
"71-3",1998,"germany",3,71,5.235378,5.700444,26.96986,-0.8411999,0.8830575,0.2058127,0.5280527,9.23396,3.278101,23.81594
"71-3",1999,"germany",3,71,5.094364,5.043425,26.98999,-0.8454949,0.9020987,0.1748066,0.5219157,9.23396,3.510594,24.34764
"71-4",1989,"germany",4,71,6.612175,6.437752,26.71998,-0.7733882,0.6437095,0.4130889,0.5806706,9.23396,0.5820991,17.1999
"71-4",1990,"germany",4,71,8.078006,6.212606,26.74022,-0.7838102,0.6780014,0.4441429,0.577085,9.23396,0.9318579,18.12991
"71-4",1991,"germany",4,71,8.078006,6.150603,26.80963,-0.8225717,0.7137955,0.4470585,0.5717501,9.23396,1.311642,19.13659
"71-4",1992,"germany",4,71,8.078006,6.084499,26.81638,-0.8375052,0.749625,0.4641908,0.5657787,9.23396,1.697629,20.10223
"71-4",1993,"germany",4,71,8.078006,6.289716,26.83056,-0.8385379,0.7822635,0.4370795,0.5588231,9.23396,2.063239,20.98857
"71-4",1994,"germany",4,71,8.078006,6.415097,26.86151,-0.8380631,0.8101944,0.3798502,0.5513096,9.23396,2.390531,21.76304
"71-4",1995,"germany",4,71,7.894952,6.580639,26.88949,-0.8366171,0.8318919,0.3248335,0.544194,9.23396,2.656591,22.36915
"71-4",1996,"germany",4,71,7.894952,6.456769,26.92564,-0.8342005,0.8520819,0.2792282,0.5376881,9.23396,2.9031,22.94285
"71-4",1997,"germany",4,71,7.894952,6.46925,26.95561,-0.836889,0.8698978,0.2403931,0.5324687,9.23396,3.115808,23.44862
"71-4",1998,"germany",4,71,7.331126,6.648984,26.96986,-0.8411999,0.8830575,0.2058127,0.5280527,9.23396,3.278101,23.81594
"71-4",1999,"germany",4,71,7.331126,6.375025,26.98999,-0.8454949,0.9020987,0.1748066,0.5219157,9.23396,3.510594,24.34764
"8-1",1989,"germany",1,8,6.122931,4.564348,26.62451,-0.8729511,0.8848904,-0.2445516,1.744461,8.735078,-7.508419,23.55977
"8-1",1990,"germany",1,8,6.167097,4.718499,26.64807,-0.88656,0.9107068,-0.561933,1.751964,8.735078,-7.348447,24.26858
"8-1",1991,"germany",1,8,6.009305,4.744932,26.73561,-0.9217181,0.9292352,-0.4692322,1.75657,8.735078,-7.226838,24.84366
"8-2",1989,"germany",2,8,6.031166,4.025352,26.62451,-0.8729511,0.8848904,-0.2445516,1.744461,8.735078,-7.508419,23.55977
"8-2",1990,"germany",2,8,6.158672,3.970292,26.64807,-0.88656,0.9107068,-0.561933,1.751964,8.735078,-7.348447,24.26858
"8-2",1991,"germany",2,8,7.231143,4.127134,26.73561,-0.9217181,0.9292352,-0.4692322,1.75657,8.735078,-7.226838,24.84366
"8-3",1989,"germany",3,8,5.648622,5.036952,26.62451,-0.8729511,0.8848904,-0.2445516,1.744461,8.735078,-7.508419,23.55977
"8-3",1990,"germany",3,8,5.636574,5.204007,26.64807,-0.88656,0.9107068,-0.561933,1.751964,8.735078,-7.348447,24.26858
"8-3",1991,"germany",3,8,6.588514,5.620401,26.73561,-0.9217181,0.9292352,-0.4692322,1.75657,8.735078,-7.226838,24.84366
"9-1",1989,"germany",1,9,3.563883,5.159055,26.44566,-1.316198,1.958533,-0.3474996,2.897547,8.421722,-7.908115,51.79471
"9-1",1990,"germany",1,9,3.730501,5.883322,26.48673,-1.283811,1.943989,-0.3532277,2.915294,8.421722,-8.180064,51.48989
"9-1",1991,"germany",1,9,3.775057,6.447306,26.58245,-1.345838,1.939366,-0.415648,2.914219,8.421722,-8.209938,51.5531
"9-1",1992,"germany",1,9,3.817712,6.063785,26.60458,-1.337051,1.935372,-0.429307,2.911972,8.421722,-8.224656,51.48974
"9-1",1993,"germany",1,9,3.634951,6.340359,26.62145,-1.329149,1.936855,-0.4282531,2.911778,8.421722,-8.210531,51.56188
"9-1",1994,"germany",1,9,3.758872,6.552508,26.65602,-1.311793,1.93103,-0.4128265,2.913356,8.421722,-8.272876,51.47356
"9-1",1995,"germany",1,9,3.914021,6.2106,26.69367,-1.267452,1.916976,-0.4148337,2.909085,8.421722,-8.355267,51.17112
"9-1",1996,"germany",1,9,3.970292,6.364751,26.73461,-1.24121,1.893947,-0.40905,2.904429,8.421722,-8.509993,50.63394
"9-1",1997,"germany",1,9,3.845883,6.338594,26.77948,-1.196648,1.858062,-0.4021653,2.89787,8.421722,-8.756974,49.75795
"9-1",1998,"germany",1,9,3.854394,6.272877,26.80966,-1.156919,1.811025,-0.3957643,2.890306,8.421722,-9.089404,48.55295
"9-1",1999,"germany",1,9,4.11578,5.666427,26.84745,-1.115069,1.756668,-0.3897968,2.880982,8.421722,-9.468661,47.16206
"9-2",1989,"germany",2,9,5.530222,4.077538,26.44566,-1.316198,1.958533,-0.3474996,2.897547,8.421722,-7.908115,51.79471
"9-2",1990,"germany",2,9,5.717028,4.189655,26.48673,-1.283811,1.943989,-0.3532277,2.915294,8.421722,-8.180064,51.48989
"9-2",1991,"germany",2,9,6.844815,4.744932,26.58245,-1.345838,1.939366,-0.415648,2.914219,8.421722,-8.209938,51.5531
"9-2",1992,"germany",2,9,6.844815,4.736198,26.60458,-1.337051,1.935372,-0.429307,2.911972,8.421722,-8.224656,51.48974
"9-2",1993,"germany",2,9,6.844815,4.70953,26.62145,-1.329149,1.936855,-0.4282531,2.911778,8.421722,-8.210531,51.56188
"9-2",1994,"germany",2,9,5.80664,4.882802,26.65602,-1.311793,1.93103,-0.4128265,2.913356,8.421722,-8.272876,51.47356
"9-2",1995,"germany",2,9,7.072252,5.913503,26.69367,-1.267452,1.916976,-0.4148337,2.909085,8.421722,-8.355267,51.17112
"9-2",1996,"germany",2,9,7.072252,6.037871,26.73461,-1.24121,1.893947,-0.40905,2.904429,8.421722,-8.509993,50.63394
"9-2",1997,"germany",2,9,7.072252,6.12905,26.77948,-1.196648,1.858062,-0.4021653,2.89787,8.421722,-8.756974,49.75795
"9-2",1998,"germany",2,9,5.925057,6.152733,26.80966,-1.156919,1.811025,-0.3957643,2.890306,8.421722,-9.089404,48.55295
"9-2",1999,"germany",2,9,6.663005,3.135494,26.84745,-1.115069,1.756668,-0.3897968,2.880982,8.421722,-9.468661,47.16206
"9-3",1989,"germany",3,9,4.644391,4.905275,26.44566,-1.316198,1.958533,-0.3474996,2.897547,8.421722,-7.908115,51.79471
"9-3",1990,"germany",3,9,4.74927,6.165418,26.48673,-1.283811,1.943989,-0.3532277,2.915294,8.421722,-8.180064,51.48989
"9-3",1991,"germany",3,9,5.935159,6.324359,26.58245,-1.345838,1.939366,-0.415648,2.914219,8.421722,-8.209938,51.5531
"9-3",1992,"germany",3,9,5.935159,6.463029,26.60458,-1.337051,1.935372,-0.429307,2.911972,8.421722,-8.224656,51.48974
"9-3",1993,"germany",3,9,5.935159,6.628041,26.62145,-1.329149,1.936855,-0.4282531,2.911778,8.421722,-8.210531,51.56188
"9-3",1994,"germany",3,9,4.885072,5.910797,26.65602,-1.311793,1.93103,-0.4128265,2.913356,8.421722,-8.272876,51.47356
"9-3",1995,"germany",3,9,6.186414,4.276666,26.69367,-1.267452,1.916976,-0.4148337,2.909085,8.421722,-8.355267,51.17112
"9-3",1996,"germany",3,9,6.186414,4.060443,26.73461,-1.24121,1.893947,-0.40905,2.904429,8.421722,-8.509993,50.63394
"9-3",1997,"germany",3,9,6.186414,5.480639,26.77948,-1.196648,1.858062,-0.4021653,2.89787,8.421722,-8.756974,49.75795
"9-3",1998,"germany",3,9,5.25332,3.78419,26.80966,-1.156919,1.811025,-0.3957643,2.890306,8.421722,-9.089404,48.55295
"9-3",1999,"germany",3,9,5.832469,4.406719,26.84745,-1.115069,1.756668,-0.3897968,2.880982,8.421722,-9.468661,47.16206
"9-4",1992,"germany",4,9,7.461468,6.74876,26.60458,-1.337051,1.935372,-0.429307,2.911972,8.421722,-8.224656,51.48974
"9-4",1993,"germany",4,9,7.461468,6.736967,26.62145,-1.329149,1.936855,-0.4282531,2.911778,8.421722,-8.210531,51.56188
"9-4",1994,"germany",4,9,7.461468,6.734591,26.65602,-1.311793,1.93103,-0.4128265,2.913356,8.421722,-8.272876,51.47356
"9-4",1995,"germany",4,9,6.915029,7.850103,26.69367,-1.267452,1.916976,-0.4148337,2.909085,8.421722,-8.355267,51.17112
"9-4",1996,"germany",4,9,6.915029,7.795235,26.73461,-1.24121,1.893947,-0.40905,2.904429,8.421722,-8.509993,50.63394
"9-4",1997,"germany",4,9,6.915029,7.612831,26.77948,-1.196648,1.858062,-0.4021653,2.89787,8.421722,-8.756974,49.75795
"9-4",1998,"germany",4,9,7.310483,7.181592,26.80966,-1.156919,1.811025,-0.3957643,2.890306,8.421722,-9.089404,48.55295
"9-4",1999,"germany",4,9,7.310483,3.713572,26.84745,-1.115069,1.756668,-0.3897968,2.880982,8.421722,-9.468661,47.16206
"1-1",1989,"us",1,1,7.231359,7.627544,27.39172,-0.8217111,-0.48259,-1.514944,0.4995219,7.559548,-7.424322,13.21897
"1-1",1990,"us",1,1,7.823125,7.839132,27.40435,-0.8112386,-0.481769,-1.526354,0.4982678,7.559548,-7.408636,13.20257
"1-1",1991,"us",1,1,7.969427,7.943783,27.43013,-0.7717743,-0.4777223,-1.506072,0.5025283,7.559548,-7.410252,13.10398
"1-1",1992,"us",1,1,8.038545,8.062118,27.44324,-0.7687534,-0.4729931,-1.359904,0.5058399,7.559548,-7.399535,12.98046
"1-1",1993,"us",1,1,8.122401,8.201385,27.46319,-0.770839,-0.4664921,-1.30238,0.5116327,7.559548,-7.394182,12.81136
"1-1",1994,"us",1,1,8.216034,8.299286,27.50373,-0.7751783,-0.4634577,-1.267242,0.5165587,7.559548,-7.408482,12.74682
"1-1",1995,"us",1,1,8.257515,8.411388,27.53065,-0.7752604,-0.4548637,-1.211066,0.5253446,7.559548,-7.409932,12.5227
"1-1",1996,"us",1,1,8.329971,8.358197,27.55265,-0.7700476,-0.4458345,-1.153308,0.5269018,7.559548,-7.353447,12.28392
"1-1",1997,"us",1,1,8.435332,8.444407,27.59175,-0.77297,-0.4476942,-1.095314,0.5306107,7.559548,-7.395543,12.35266
"1-1",1998,"us",1,1,8.485765,8.514189,27.61901,-0.7770438,-0.4512249,-1.03858,0.5360818,7.559548,-7.463593,12.46238
"1-1",1999,"us",1,1,8.498194,8.48694,27.65638,-0.7831538,-0.4630021,-0.9829781,0.54195,7.559548,-7.596984,12.80496
"1-2",1989,"us",2,1,8.527381,8.6174,27.39172,-0.8217111,-0.48259,-1.514944,0.4995219,7.559548,-7.424322,13.21897
"1-2",1990,"us",2,1,8.8494,8.708805,27.40435,-0.8112386,-0.481769,-1.526354,0.4982678,7.559548,-7.408636,13.20257
"1-2",1991,"us",2,1,10.10238,8.576217,27.43013,-0.7717743,-0.4777223,-1.506072,0.5025283,7.559548,-7.410252,13.10398
"1-2",1992,"us",2,1,10.10238,8.68186,27.44324,-0.7687534,-0.4729931,-1.359904,0.5058399,7.559548,-7.399535,12.98046
"1-2",1993,"us",2,1,10.10238,8.648572,27.46319,-0.770839,-0.4664921,-1.30238,0.5116327,7.559548,-7.394182,12.81136
"1-2",1994,"us",2,1,9.231504,8.664061,27.50373,-0.7751783,-0.4634577,-1.267242,0.5165587,7.559548,-7.408482,12.74682
"1-2",1995,"us",2,1,10.52972,8.792853,27.53065,-0.7752604,-0.4548637,-1.211066,0.5253446,7.559548,-7.409932,12.5227
"1-2",1996,"us",2,1,10.52972,8.908018,27.55265,-0.7700476,-0.4458345,-1.153308,0.5269018,7.559548,-7.353447,12.28392
"1-2",1997,"us",2,1,10.52972,8.948846,27.59175,-0.77297,-0.4476942,-1.095314,0.5306107,7.559548,-7.395543,12.35266
